node_id,full_name,project,module,indeg,sig_len,NL,F_signature,F_B,F_T,dep_count,dep_truncated,judge_prefer,judge_notes,vacuous_B,vacuous_T,edit_dist_B,edit_dist_T
1770359,OneDef,PersistentDecomp,PersistentDecomp.EndoRingIsLocal,1,181,"The theorem states that in the context of a category C, a division ring R, and a functor F from C to the category of R-modules, the multiplicative identity element 1 equals the identity morphism of F.","OneDef.{u_1, u_2} (C : Type) [CategoryTheory.Category.{u_2, 0} C] (R : Type) [DivisionRing R]
  (F : CategoryTheory.Functor C (ModuleCat R)) : 1 = CategoryTheory.CategoryStruct.id F","```lean
theorem one_eq_id {C : Type*} [Category C] (R : Type*) [DivisionRing R] 
    (F : C ⥤ ModuleCat R) : (1 : F ⟶ F) = 𝟙 F := by sorry
```","```lean
theorem one_eq_id {u_1 u_2 : Level} {C : Type u_1} [CategoryTheory.Category.{u_1, 0} C] {R : Type u_2} [DivisionRing R] (F : CategoryTheory.Functor C (ModuleCat R)) : (1 : EndRing C R F) = CategoryTheory.CategoryStruct.id F
```",21,0,T,"B matches target exactly with explicit type annotation (1 : EndRing C R F), while A uses implicit (1 : F ⟶ F) which may not match.",False,False,20,19
1770356,MulDef,PersistentDecomp,PersistentDecomp.EndoRingIsLocal,3,211,"Looking at this declaration, it states that in the definition of multiplication for the endomorphism ring of a functor from a category C to the category of R-modules (where R is a division ring), the product of two endomorphisms e and f is defined to be the composition f followed by e (in that order).

In other words, this defines the multiplication operation on endomorphisms by setting e * f equal to the categorical composition f ∘ e, establishing the convention that multiplication corresponds to composition read from right to left.","MulDef.{u_1, u_2} (C : Type) [CategoryTheory.Category.{u_1, 0} C] (R : Type) [DivisionRing R]
  (F : CategoryTheory.Functor C (ModuleCat R)) (e f : EndRing C R F) : e * f = CategoryTheory.CategoryStruct.comp f e","```lean
def EndCat.mul {R : Type*} [DivisionRing R] {C : Type*} [Category C] 
    (e f : C ⥤ ModuleCat R) : (e ⟶ e) → (f ⟶ f) → (e ⟶ e) := 
  fun η θ => θ ∘ η
```","```lean
def EndRing.mul_def {C : Type u_1} [CategoryTheory.Category.{u_1, 0} C] {R : Type u_2} [DivisionRing R]
  {F : CategoryTheory.Functor C (ModuleCat R)} (e f : EndRing C R F) :
  e * f = CategoryTheory.CategoryStruct.comp f e := Eq.refl _
```",21,0,T,"A matches target exactly; B defines unrelated function mul, not theorem MulDef",False,True,35,13
1783911,refinement.carrier,PersistentDecomp,PersistentDecomp.MaximalDecompExists,5,126,"Looking at this declaration, `refinement.carrier` is a function that takes a refinement structure on a subset S of a complete bounded lattice α, and returns a set of subsets of α.

In other words, given a refinement of S (where α is a complete lattice with top and bottom elements), the carrier is the underlying collection of sets that constitutes this refinement.","refinement.carrier.{u_1} {α : Type u_1} [CompleteLattice α] [BoundedOrder α] {S : Set α} (self : refinement S) :
  Set (Set α)","```lean
def refinement.carrier {α : Type*} [CompleteLattice α] {S : Set α} (r : refinement S) : Set (Set α)
```","```lean
def refinement.carrier {α : Type u_1} [CompleteLattice α] [BoundedOrder α] {S : Set α} (r : refinement S) : Set (Set α)
```",13,0,T,A matches target with BoundedOrder assumption; B omits it,False,False,7,3
1809998,PersistenceSubmodule.coe_iSup,PersistentDecomp,PersistentDecomp.Prereqs.PersistenceSubmodule,1,246,"The coercion of the supremum of a family of persistence submodules equals the supremum of the coercions of those persistence submodules: for any indexed family of persistence submodules `f` over an index type `ι`, the coercion of `⨆ i, f i` equals `⨆ i, ⇑(f i)`.","PersistenceSubmodule.coe_iSup.{u_1, u_2, u_3} {C : Type} [CategoryTheory.Category.{u_2, 0} C] {K : Type}
  [DivisionRing K] {M : CategoryTheory.Functor C (ModuleCat K)} {ι : Sort u_1} (f : ι → PersistenceSubmodule M) :
  ⇑(⨆ i, f i) = ⨆ i, ⇑(f i)","```lean
theorem coe_iSup_persistence_submodule {R : Type*} {M : Type*} [Semiring R] [AddCommMonoid M] [Module R M] {ι : Type*} (f : ι → PersistenceSubmodule R M) : ⇑(⨆ i, f i) = ⨆ i, ⇑(f i) := by sorry
```","```lean
theorem PersistenceSubmodule.coe_iSup {C : Type} [CategoryTheory.Category.{u_1, 0} C] {K : Type} [DivisionRing K]
    {M : CategoryTheory.Functor C (ModuleCat K)} {ι : Sort u_2} (f : ι → PersistenceSubmodule M) :
    ⇑(⨆ i, f i) = ⨆ i, ⇑(f i) := by sorry
```",70,0,T,B matches target signature closely; A uses wrong types (Semiring/AddCommMonoid vs Category/Functor).,False,False,24,8
1815772,IsZero_Bump_apply_of_not_mem,PersistentDecomp,PersistentDecomp.BumpFunctor,0,329,"Looking at this theorem, it states that for a category $A$ with an object $e$, a category $C$, a zero object $z$ in $A$, a ""good"" set $S$ of objects in $C$, and an object $x$ in $C$ that is not in $S$, the functor ""Bump"" (which depends on $e$, $z$, and $S$) maps $x$ to a zero object in $A$.","IsZero_Bump_apply_of_not_mem.{u, v, u_1, u_2} {A : Type u} [CategoryTheory.Category.{v, u} A] {C : Type u_1}
  [CategoryTheory.Category.{u_2, u_1} C] (e : A) {S : Set C} {z : A} (hz : CategoryTheory.Limits.IsZero z) (hS : good S)
  {x : C} (hx : x ∉ S) : CategoryTheory.Limits.IsZero (CategoryTheory.Functor.obj (Bump e hz hS) x)","```lean
theorem Bump_maps_to_zero {A C : Type*} [Category A] [Category C] (e : A) (z : A) [IsZero z] (S : Set C) (x : C) (hx : x ∉ S) : IsZero ((Bump e z S) x)
```","```lean
theorem Bump_maps_not_in_S_to_zero {A : Type u} [CategoryTheory.Category.{v, u} A] {C : Type u_1}
  [CategoryTheory.Category.{u_2, u_1} C] (e : A) {S : Set C} {z : A} (hz : CategoryTheory.Limits.IsZero z)
  (hS : good S) (x : C) (hx : x ∉ S) :
  CategoryTheory.Limits.IsZero ((Bump e hz hS).obj x) := by sorry
```",22,0,T,B matches target signature exactly with correct parameters and implicit/explicit annotations; A uses instances instead of hypothesis parameters and omits good S hypothesis.,False,False,35,12
1895398,DirectSumDecomposition.sSupIndep,PersistentDecomp,PersistentDecomp.DirectSumDecomposition,1,205,"Looking at this declaration, it states that given a direct sum decomposition `D` of a functor `M` from category `C` to the category of `K`-modules (where `K` is a division ring), the underlying set of subobjects in the decomposition `D` is supremum-independent (sSupIndep).

In other words, for any direct sum decomposition of a functor into module categories, the collection of summands forms an independent family with respect to the supremum operation.","DirectSumDecomposition.sSupIndep.{u_1} {C : Type} [CategoryTheory.Category.{0, 0} C] {K : Type} [DivisionRing K]
  {M : CategoryTheory.Functor C (ModuleCat K)} (D : DirectSumDecomposition M) : sSupIndep ↑D","```lean
theorem DirectSum.sSupIndep_of_decomposition {K C : Type*} [DivisionRing K] [Category C] 
    (M : C ⥤ Module K) (D : DirectSum.Decomposition M) : 
    sSup_indep (fun i => (D.of i).range) := by sorry
```","```lean
theorem DirectSumDecomposition.sSupIndep {C : Type} [CategoryTheory.Category.{0, 0} C] {K : Type} [DivisionRing K]
  {M : CategoryTheory.Functor C (ModuleCat K)} (D : DirectSumDecomposition M) :
  sSupIndep (DirectSumDecomposition.carrier D) := by sorry
```",15,0,T,"A matches target type/name structure; B has wrong name (DirectSum vs DirectSumDecomposition), wrong field access (D.of i).range vs ↑D, wrong predicate name (sSup_indep vs sSupIndep)",False,False,26,7
1917193,Bump_apply_of_not_mem,PersistentDecomp,PersistentDecomp.BumpFunctor,0,295,"Looking at this declaration, it states a property of the `Bump` functor: Given a category `A` with an element `e`, a zero object `z` in `A`, a ""good"" subset `S` of objects in another category `C`, if an object `x` in `C` is not a member of the set `S`, then applying the `Bump` functor (constructed from `e`, `z`, and `S`) to `x` yields the zero object `z`.","Bump_apply_of_not_mem.{u, v, u_1, u_2} {A : Type u} [CategoryTheory.Category.{v, u} A] {C : Type u_1}
  [CategoryTheory.Category.{u_2, u_1} C] (e : A) {S : Set C} {z : A} (hz : CategoryTheory.Limits.IsZero z) (hS : good S)
  {x : C} (hx : x ∉ S) : CategoryTheory.Functor.obj (Bump e hz hS) x = z","```lean
def Bump.apply_not_mem {A C : Type*} [Category A] [Category C] (e : A) (z : A) (S : Set C) (x : C) (h : x ∉ S) : Bump e z S x = z := by sorry
```","```lean
theorem Bump_obj_not_mem {A : Type u} [CategoryTheory.Category.{v, u} A] {C : Type u_1}
  [CategoryTheory.Category.{u_2, u_1} C] (e : A) {S : Set C} {z : A} (hz : CategoryTheory.Limits.IsZero z)
  (hS : good S) {x : C} (hx : x ∉ S) : (Bump e hz hS).obj x = z
```",25,0,T,"A matches the target signature almost exactly, preserving the functor structure and all hypotheses. B omits crucial hypotheses (hz, hS) and uses wrong types.",False,False,38,6
1802604,DirectSumDecomposition.sSup_eq_top',PersistentDecomp,PersistentDecomp.DirectSumDecomposition,2,247,"Looking at this declaration, it states that for a direct sum decomposition of a functor M from a category C to the category of modules over a division ring K, the supremum (join) of all the carrier submodules in the decomposition equals the top element (the entire module).

In other words, the submodules that make up the direct sum decomposition span the whole module when combined.","DirectSumDecomposition.sSup_eq_top'.{u_1} {C : Type} [CategoryTheory.Category.{0, 0} C] {K : Type} [DivisionRing K]
  {M : CategoryTheory.Functor C (ModuleCat K)} (self : DirectSumDecomposition M) :
  sSup (DirectSumDecomposition.carrier self) = ⊤","```lean
theorem directSumDecomposition_span_eq_top {K : Type*} [DivisionRing K] {C : Type*} [Category C] {M : C ⥤ Module K} (dec : DirectSumDecomposition K M) : ⨆ i, (dec i).carrier = ⊤ := by sorry
```","```lean
theorem DirectSumDecomposition.sSup_carrier_eq_top {C : Type} [CategoryTheory.Category C] {K : Type} [DivisionRing K] {M : CategoryTheory.Functor C (ModuleCat K)} (decomp : DirectSumDecomposition M) : sSup decomp.carrier = ⊤ := by sorry
```",20,0,T,"A matches the target signature closely using sSup on carrier. B uses iSup and indexes differently, changing the structure significantly.",False,False,24,10
1870680,Bump_map,PersistentDecomp,PersistentDecomp.BumpFunctor,0,662,"The theorem `Bump_map` describes how a morphism is transformed under the ""Bump"" functor: given a morphism from x to y in category C, the functor's action depends on whether x and y belong to the set S. If both x and y are in S, the morphism is mapped to an equality-to-homomorphism; if x is in S but y is not, the morphism is composed with a zero morphism from the ""bumped"" object followed by an equality-to-homomorphism; if x is not in S, the morphism is composed with an equality-to-homomorphism followed by a zero morphism to the ""bumped"" object.","Bump_map.{u, v, u_1, u_2} {A : Type u} [CategoryTheory.Category.{v, u} A] {C : Type u_1}
  [CategoryTheory.Category.{u_2, u_1} C] (e : A) {S : Set C} {z : A} (hz : CategoryTheory.Limits.IsZero z) (hS : good S)
  {x y : C} (x✝ : x ⟶ y) :
  CategoryTheory.Functor.map (Bump e hz hS) x✝ =
    if hx : x ∈ S then
      if hy : y ∈ S then CategoryTheory.eqToHom ⋯
      else
        CategoryTheory.CategoryStruct.comp (CategoryTheory.Limits.IsZero.from_ hz (if x ∈ S then e else z))
          (CategoryTheory.eqToHom ⋯)
    else
      CategoryTheory.CategoryStruct.comp (CategoryTheory.eqToHom ⋯)
        (CategoryTheory.Limits.IsZero.to_ hz (if y ∈ S then e else z))","```lean
theorem Bump_map {C : Type*} [Category C] {S : Set C} [HasZeroMorphisms C] 
    {x y : C} (f : x ⟶ y) :
    ((if hx : x ∈ S then if hy : y ∈ S then 
      eqToHom (by simp) ≫ f ≫ eqToHom (by simp)
    else
      eqToHom (by simp) ≫ f ≫ (0 : bumpObj y S ⟶ y) ≫ eqToHom (by simp)
    else
      eqToHom (by simp) ≫ (0 : x ⟶ bumpObj x S) ≫ f ≫ eqToHom (by simp)) : 
    bumpObj x S ⟶ bumpObj y S) = sorry
```","```lean
theorem Bump_map {A : Type u} [CategoryTheory.Category.{v, u} A] {C : Type u_1}
  [CategoryTheory.Category.{u_2, u_1} C] (e : A) {S : Set C} {z : A}
  (hz : CategoryTheory.Limits.IsZero z) (hS : good S) {x y : C} (f : x ⟶ y) :
  (Bump e hz hS).map f = dite (x ∈ S ∧ y ∈ S)
    (fun _ => CategoryTheory.eqToHom (Eq.refl e))
    (fun _ => dite (x ∈ S)
      (fun _ => CategoryTheory.eqToHom (Eq.refl e) ≫ hz.to_ y)
      (fun _ => hz.from_ x ≫ CategoryTheory.eqToHom (Eq.refl e))) := by
  sorry
```",32,0,T,"B matches parameter list and functor structure; A omits e, hz, hS parameters and uses incorrect zero morphisms.",False,False,89,49
1811066,Step3_2,PersistentDecomp,PersistentDecomp.EndoRingIsLocal,0,1027,"The theorem states that given a category $C$ with a division ring $R$, objects $X$ and $Y$ in $C$, a pointwise finite persistence module $M$, a morphism $\alpha: X \to Y$, a natural number $n$, and linear endomorphisms $\eta_x$ and $\eta_y$ on $M(X)$ and $M(Y)$ respectively that satisfy a naturality condition (namely that $M(\alpha) \circ \eta_y^n = \eta_x^n \circ M(\alpha)$), if an element $x$ in $M(X)$ belongs to the range of $\eta_x^n$, then there exists an element $y$ in $M(Y)$ such that $y$ equals the image of $x$ under the map $M(\alpha)$ and $y$ belongs to the range of $\eta_y^n$.","Step3_2.{u_1} (C : Type) [CategoryTheory.Category.{u_1, 0} C] (R : Type) [DivisionRing R] (X Y : C)
  (M : PtwiseFinitePersMod C R) (α : X ⟶ Y) (n : ℕ)
  (ηx :
    ↑(CategoryTheory.Functor.obj (PtwiseFinitePersMod.toFunctor M) X) →ₗ[R]
      ↑(CategoryTheory.Functor.obj (PtwiseFinitePersMod.toFunctor M) X))
  (ηy :
    ↑(CategoryTheory.Functor.obj (PtwiseFinitePersMod.toFunctor M) Y) →ₗ[R]
      ↑(CategoryTheory.Functor.obj (PtwiseFinitePersMod.toFunctor M) Y))
  (hnat :
    CategoryTheory.CategoryStruct.comp (CategoryTheory.Functor.map (PtwiseFinitePersMod.toFunctor M) α)
        (ModuleCat.ofHom (ηy ^ n)) =
      CategoryTheory.CategoryStruct.comp (ModuleCat.ofHom (ηx ^ n))
        (CategoryTheory.Functor.map (PtwiseFinitePersMod.toFunctor M) α))
  (x : ↑(CategoryTheory.Functor.obj (PtwiseFinitePersMod.toFunctor M) X)) (hx : x ∈ LinearMap.range (ηx ^ n)) :
  ∃ y,
    (CategoryTheory.ConcreteCategory.hom (CategoryTheory.Functor.map (PtwiseFinitePersMod.toFunctor M) α)) x = y ∧
      y ∈ LinearMap.range (ηy ^ n)","```lean
theorem persistence_module_range_natural {R : Type*} [DivisionRing R] {C : Type*} [Category C]
    {X Y : C} {M : C → Module R} (hM : ∀ Z, Module.FiniteDimensional R (M Z))
    (α : X ⟶ Y) (n : ℕ) (η_x : Module.End R (M X)) (η_y : Module.End R (M Y))
    (h_nat : (M.map α).comp (η_y ^ n) = (η_x ^ n).comp (M.map α))
    {x : M X} (hx : x ∈ (η_x ^ n).range) :
    ∃ y ∈ (η_y ^ n).range, (M.map α) x = y := by sorry
```","```lean
theorem rangePowerNaturalImpliesRangePowerImage
  {C : Type u₁} [CategoryTheory.Category.{u₃, u₁} C] 
  {K : Type u₂} [DivisionRing K]
  (M : PtwiseFinitePersMod C K)
  {X Y : C} (α : X ⟶ Y)
  (n : ℕ)
  (η_x : Module.End K (↑(M.toFunctor.obj X)))
  (η_y : Module.End K (↑(M.toFunctor.obj Y)))
  (nat : (M.toFunctor.map α) ∘ₗ (η_y ^ n) = (η_x ^ n) ∘ₗ (M.toFunctor.map α))
  {x : ↑(M.toFunctor.obj X)}
  (hx : x ∈ LinearMap.range (η_x ^ n)) :
  ∃ y : ↑(M.toFunctor.obj Y), (M.toFunctor.map α) y = x ∧ y ∈ LinearMap.range (η_y ^ n) := by sorry
```",88,0,tie,Both have significant mismatches: A flips conclusion order; B uses wrong type for M. Neither matches target well.,False,False,82,73
1876874,PersistenceSubmodule.ext_iff,PersistentDecomp,PersistentDecomp.Prereqs.PersistenceSubmodule,0,230,Two persistence submodules N₁ and N₂ of a functor M from a category C to the category of modules over a division ring K are equal if and only if they are equal at every object c in the category C.,"PersistenceSubmodule.ext_iff.{u_1, u_2} {C : Type} [CategoryTheory.Category.{u_1, 0} C] {K : Type} [DivisionRing K]
  {M : CategoryTheory.Functor C (ModuleCat K)} {N₁ N₂ : PersistenceSubmodule M} : N₁ = N₂ ↔ ∀ (c : C), N₁ c = N₂ c","```lean
theorem PersistenceSubmodule.ext {K : Type*} [DivisionRing K] {C : Type*} [Category C] 
    {M : C ⥤ ModuleCat K} (N₁ N₂ : PersistenceSubmodule K M) 
    (h : ∀ c : C, N₁.obj c = N₂.obj c) : N₁ = N₂
```","```lean
theorem PersistenceSubmodule.eq_iff_forall_obj_eq {C : Type} [CategoryTheory.Category.{u₁, 0} C] {K : Type} [DivisionRing K] {M : CategoryTheory.Functor C (ModuleCat K)} (N₁ N₂ : PersistenceSubmodule M) : N₁ = N₂ ↔ ∀ (c : C), N₁ c = N₂ c := by sorry
```",35,0,T,"A is ext (one-way), B is ext_iff (iff). B matches target's biconditional structure exactly.",False,False,31,8
1832994,ZeroModule,PersistentDecomp,PersistentDecomp.EndoRingIsLocal,2,155,"Looking at this Lean 4 declaration:

The `ZeroModule` is a functor from a category `C` to the category of modules over a division ring `K`. This functor sends every object in `C` to the zero module over `K` and every morphism in `C` to the zero module homomorphism.","ZeroModule.{u_1, u_2, u_3} (C : Type u_1) (K : Type u_2) [CategoryTheory.Category.{u_3, u_1} C] [DivisionRing K] :
  CategoryTheory.Functor C (ModuleCat K)","```lean
def ZeroModule (C : Type u) [Category C] (K : Type v) [DivisionRing K] : 
  C ⥤ Module K where
  obj _ := Module.of K (Module.Zero K)
  map _ := (0 : _ →ₗ[K] _)
  map_id _ := by simp
  map_comp _ _ := by simp
```","```lean
def ZeroModule {C : Type u₁} [CategoryTheory.Category.{v₁, u₁} C] {K : Type u₂} [DivisionRing K] :
  CategoryTheory.Functor C (ModuleCat K)
```",16,0,B,B provides full implementation matching target; A only gives signature with implicit parameters mismatched,False,False,40,12
1762320,DirectSumDecomposition.carrier,PersistentDecomp,PersistentDecomp.DirectSumDecomposition,11,222,The carrier of a direct sum decomposition of a persistence module M is a set of persistence submodules of M.,"DirectSumDecomposition.carrier.{u_1} {C : Type} [CategoryTheory.Category.{0, 0} C] {K : Type} [DivisionRing K]
  {M : CategoryTheory.Functor C (ModuleCat K)} (self : DirectSumDecomposition M) : Set (PersistenceSubmodule M)","```lean
def DirectSumDecomposition.Carrier (M : PersistenceModule R ℐ) (D : DirectSumDecomposition M) : Set (PersistenceSubmodule R ℐ M) := sorry
```","```lean
def DirectSumDecomposition.carrier {C : Type} [CategoryTheory.Category.{0, 0} C] {K : Type} [DivisionRing K]
  {M : CategoryTheory.Functor C (ModuleCat K)} (d : DirectSumDecomposition M) :
  Set (PersistenceSubmodule M)
```",11,0,T,"A matches target signature exactly; B uses different type parameters (R, ℐ vs K, C) and wrong parameter order",False,False,22,3
1793129,chainBound,PersistentDecomp,PersistentDecomp.MaximalDecompExists,8,243,"Looking at this declaration, we have a function that takes as input:
- A category C
- A division ring K
- A functor M from C to the category of K-modules
- A set T of dual direct sum decompositions of M
- A limit l of the Pone construction applied to T

The function `chainBound` produces a persistence submodule of M.

In other words, given a limit of the Pone functor applied to a set of dual direct sum decompositions, this construction yields a persistence submodule that represents the chain bound associated with this limit structure.","chainBound {C : Type} [CategoryTheory.Category.{0, 0} C] {K : Type} [DivisionRing K]
  {M : CategoryTheory.Functor C (ModuleCat K)} {T : Set (Dual.DirectSumDecomposition M)}
  (l : CategoryTheory.Limits.limit (Pone T)) : PersistenceSubmodule M","```lean
def chainBound {C : Type*} [Category C] (K : Type*) [DivisionRing K] 
    (M : C ⥤ ModuleCat K) (T : Set (DualDirectSumDecomp M)) 
    (l : Limit (Pone T)) : PersistenceSubmodule M := by sorry
```","```lean
def chainBound {C : Type} [CategoryTheory.Category.{0, 0} C] {K : Type} [DivisionRing K]
  {M : CategoryTheory.Functor C (ModuleCat K)} {T : Set (Dual.DirectSumDecomposition M)}
  (l : CategoryTheory.Limits.limit (Pone T)) : PersistenceSubmodule M
```",44,0,T,"Candidate B matches the target signature exactly, while A uses different type names and universe levels.",False,False,18,1
1910608,NegAppModule,PersistentDecomp,PersistentDecomp.EndoRingIsLocal,0,389,"Looking at this Lean 4 declaration:

This theorem states that for a category C with a division ring R, a functor F from C to R-modules, a natural transformation θ (called an endomorphism ring), an object X in C, and an element x in F(X), the action of the opposite endomorphism (OppEndo) on x equals the negative of the action of θ on x. In other words, the opposite endomorphism is literally the negative of the original endomorphism when applied to any element.","NegAppModule.{u_1, u_2} (C : Type) [CategoryTheory.Category.{u_1, 0} C] (R : Type) [DivisionRing R]
  (F : CategoryTheory.Functor C (ModuleCat R)) (θ : EndRing C R F) (X : C) (x : ↑(CategoryTheory.Functor.obj F X)) :
  (CategoryTheory.ConcreteCategory.hom (CategoryTheory.NatTrans.app (OppEndo C R F θ) X)) x =
    -(CategoryTheory.ConcreteCategory.hom (CategoryTheory.NatTrans.app θ X)) x","```lean
theorem OppEndo_apply_eq_neg (C : Type*) [Category C] (R : Type*) [DivisionRing R] 
    (F : C ⥤ ModuleCat R) (θ : F ⟶ F) (X : C) (x : F.obj X) :
    (OppEndo θ).app X x = -(θ.app X x) := by sorry
```","```lean
theorem OppEndo.apply_eq_neg {C : Type} [CategoryTheory.Category.{0, 0} C] {R : Type} [DivisionRing R]
  {F : CategoryTheory.Functor C (ModuleCat R)} (θ : EndRing C R F) {X : C} (x : F.obj X) :
  OppEndo C R F θ x = -θ x := by sorry
```",47,0,B,B matches target structure better with explicit .app and parentheses; A uses incorrect shorthand notation,False,False,29,24
1843165,Indecomposable',PersistentDecomp,PersistentDecomp.MaximalDecompExists,0,178,A persistence submodule `N` of a functor `M` from a category `C` to the category of modules over a division ring `K` is **indecomposable** if it cannot be written as the direct sum of two non-trivial persistence submodules.,"Indecomposable'.{u_1} {C : Type} [CategoryTheory.Category.{0, 0} C] {K : Type} [DivisionRing K]
  {M : CategoryTheory.Functor C (ModuleCat K)} (N : PersistenceSubmodule M) : Prop","```lean
def IsIndecomposable {C : Type*} [Category C] {K : Type*} [DivisionRing K] 
    {M : C ⥤ ModuleCat K} (N : PersistenceSubmodule M) : Prop :=
  ∀ N₁ N₂ : PersistenceSubmodule M, N₁.carrier ≤ N.carrier → N₂.carrier ≤ N.carrier →
    (N₁.carrier ⊔ N₂.carrier = N.carrier) → (N₁.carrier ⊓ N₂.carrier = ⊥) →
    N₁.carrier = ⊥ ∨ N₂.carrier = ⊥
```","```lean
def PersistenceSubmodule.Indecomposable {C : Type} [CategoryTheory.Category.{u_1, 0} C] {K : Type} [DivisionRing K]
  {M : CategoryTheory.Functor C (ModuleCat K)} (N : PersistenceSubmodule M) : Prop :=
  ∀ (N₁ N₂ : PersistenceSubmodule M), N = N₁ ⊔ N₂ → N₁ ⊓ N₂ = ⊥ → N₁ = ⊥ ∨ N₂ = ⊥
```",20,0,T,B directly uses N in equations matching category theory conventions; A uses carrier projections unnecessarily.,False,False,44,29
1913950,IntervalModuleMorphism_identity,PersistentDecomp,PersistentDecomp.BumpFunctor,0,147,"The identity morphism in the category of interval modules (which takes a module over an interval and returns itself with the identity linear map) is equal to the categorical identity morphism on the interval module F[I], where F is a division ring and I is an interval in the real numbers.","IntervalModuleMorphism_identity (F : Type) [DivisionRing F] (I : Interval ℝ) :
  IntervalModuleMorphism F ⋯ = CategoryTheory.CategoryStruct.id F[I]","```lean
theorem intervalModuleIdentity (F : Type*) [DivisionRing F] (I : Set ℝ) (hI : IsInterval I) :
    (id : F →L[F] F) = 𝟙 (Module.Dual F (IntervalModule F I)) := by sorry
```","```lean
theorem intervalModuleIdentity (F : Type) [DivisionRing F] (I : Interval ℝ) :
  IntervalModuleMorphism F (le_refl I) = CategoryTheory.CategoryStruct.id (IntervalModuleObject F I) := by sorry
```",42,0,T,A uses correct interval type and morphism structure; B changes return type to Module.Dual and uses Set ℝ,False,False,21,10
1782917,Bump,PersistentDecomp,PersistentDecomp.BumpFunctor,12,236,"The statement defines a functor from category C to category A, given an element e of A, a set S of objects in C, an object z in A that is a zero object, and a proof that S is ""good"" (satisfies the good property).","Bump.{u, v, u_1, u_2} {A : Type u} [CategoryTheory.Category.{v, u} A] {C : Type u_1}
  [CategoryTheory.Category.{u_2, u_1} C] (e : A) {S : Set C} {z : A} (hz : CategoryTheory.Limits.IsZero z)
  (hS : good S) : CategoryTheory.Functor C A","```lean
def functor_from_good_set (C A : Type*) [CategoryTheory.Category C] [CategoryTheory.Category A] 
  (e : A) (S : Set C) (z : A) (hz : IsZeroObject z) (hS : Good S) : C ⥤ A := by sorry
```","```lean
def bumpFunctor {A : Type u} [CategoryTheory.Category.{v, u} A] {C : Type u_1}
  [CategoryTheory.Category.{u_2, u_1} C] (e : A) {S : Set C} {z : A} (hz : CategoryTheory.Limits.IsZero z)
  (hS : good S) : CategoryTheory.Functor C A :=
  sorry
```",49,0,T,B matches universe levels and implicit/explicit status; A omits universes and changes implicit parameters to explicit.,False,False,27,6
1790933,Dual.DirectSumDecomposition.IsRefinement,PersistentDecomp,PersistentDecomp.DirectSumDecompositionDual,15,214,"Looking at this Lean 4 declaration, I need to understand what it defines in the context of direct sum decompositions for modules over a division ring.

This declaration defines a relation `IsRefinement` between two direct sum decompositions `D₁` and `D₂` of a functor `M` from a category `C` to the category of `K`-modules (where `K` is a division ring). The relation `IsRefinement D₁ D₂` is a proposition that presumably captures when the decomposition `D₂` is a refinement of the decomposition `D₁`, meaning that each summand in `D₁` can be further decomposed as a direct sum of summands from `D₂`.","Dual.DirectSumDecomposition.IsRefinement.{u_1} {C : Type} [CategoryTheory.Category.{0, 0} C] {K : Type} [DivisionRing K]
  {M : CategoryTheory.Functor C (ModuleCat K)} (D₁ D₂ : Dual.DirectSumDecomposition M) : Prop","```lean
def IsRefinement {K : Type*} [DivisionRing K] {C : Type*} [Category C] {M : C ⥤ ModuleCat K} (D₁ D₂ : DirectSumDecomposition M) : Prop := by sorry
```","```lean
def Dual.DirectSumDecomposition.IsRefinement {C : Type} [CategoryTheory.Category.{0, 0} C] {K : Type} [DivisionRing K] {M : CategoryTheory.Functor C (ModuleCat K)} (D₁ D₂ : Dual.DirectSumDecomposition M) : Prop :=
  D₁ ⊆ D₂
```",18,0,tie,"Both have correct signature; A defines via subset, B uses sorry. Neither is verifiably more accurate without context.",False,False,19,6
1883546,PersistenceSubmodule.map_le',PersistentDecomp,PersistentDecomp.Prereqs.PersistenceSubmodule,1,363,"For a persistence submodule of a functor $M$ from a category $C$ to the category of modules over a division ring $K$, and for any morphism $f: c \to d$ in $C$, the image of the submodule at $c$ under the linear map induced by $M(f)$ is contained in the submodule at $d$.","PersistenceSubmodule.map_le'.{u_1, u_2} {C : Type} [CategoryTheory.Category.{u_1, 0} C] {K : Type} [DivisionRing K]
  {M : CategoryTheory.Functor C (ModuleCat K)} (self : PersistenceSubmodule M) {c d : C} (f : c ⟶ d) :
  Submodule.map (ModuleCat.Hom.hom (CategoryTheory.Functor.map M f)) (PersistenceSubmodule.toFun self c) ≤
    PersistenceSubmodule.toFun self d","```lean
theorem persistence_submodule_image {K : Type*} [DivisionRing K] {C : Type*} [Category C] 
  {M : C ⥤ ModuleCat K} (N : PersistenceSubmodule M) {c d : C} (f : c ⟶ d) :
  Submodule.map (M.map f).toLinearMap (N.obj c) ≤ N.obj d := by sorry
```","```lean
theorem PersistenceSubmodule.map_le {C : Type} [CategoryTheory.Category.{u_1, 0} C] {K : Type} [DivisionRing K] {M : CategoryTheory.Functor C (ModuleCat K)} (P : PersistenceSubmodule M) {c d : C} (f : c ⟶ d) : Submodule.map (ModuleCat.Hom.hom (CategoryTheory.Functor.map M f)) (P.toFun c) ≤ P.toFun d
```",30,0,T,"A matches target exactly. B uses .obj instead of .toFun and .toLinearMap instead of ModuleCat.Hom.hom, changing the expression structure.",False,False,27,7
