node_id,full_name,stratum_indeg,stratum_size,F_signature,NL,F_T,dep_count,dep_truncated,F_Tnames,dep_names_count,dep_names_truncated,judge_T_vs_Tnames,judge_T_vs_Tnames_notes,vacuous_T_in_Tnames_pair,vacuous_Tnames,edit_dist_Tnames,F_Trandom,rand_count,rand_truncated,judge_T_vs_Trandom,judge_T_vs_Trandom_notes,vacuous_T_in_Trandom_pair,vacuous_Trandom,edit_dist_Trandom,typecheck_T,typecheck_Tnames,typecheck_Trandom
144383,PNat.xgcd,dense,small,PNat.xgcd (a b : ℕ+) : PNat.XgcdType,"The function `PNat.xgcd` takes two positive natural numbers `a` and `b` and returns an element of type `PNat.XgcdType`, which represents the extended Euclidean algorithm result for positive natural numbers, containing information about the greatest common divisor and the coefficients of Bézout's identity.","```lean
def PNat.xgcd (a b : ℕ+) : PNat.XgcdType
```",5,0,def PNat.xgcd (a b : ℕ+) : PNat.XgcdType := by sorry,5,0,tie,"Both match the target signature exactly. A uses sorry, B is incomplete. Both equally vacuous in implementation.",True,True,4,"```lean
def PNat.xgcd (a b : ℕ+) : PNat.XgcdType
```",5,0,tie,Both candidates are syntactically identical to the target signature.,False,False,3,False,True,True
175107,ENNReal.tsum_coe_eq,dense,small,"ENNReal.tsum_coe_eq.{u_1} {α : Type u_1} {r : NNReal} {f : α → NNReal} (h : HasSum f r) : ∑' (a : α), ↑(f a) = ↑r","The theorem states that if a function $f$ from a type $\alpha$ to the non-negative real numbers has sum $r$ (in the sense of having $r$ as its convergent sum), then the infinite sum of $f(a)$ over all $a$ in $\alpha$, viewed as extended non-negative real numbers, equals $r$ viewed as an extended non-negative real number.","```lean
theorem ENNReal.hasSum_coe_nnreal {α : Type*} {f : α → NNReal} {r : NNReal} (h : HasSum f r) : 
    ∑' (a : α), (f a : ENNReal) = ↑r := by sorry
```",31,0,"```lean
theorem NNReal.hasSum_coe_iff {α : Type*} {f : α → ℕ∞} {r : ℕ∞} :
    HasSum f r ↔ (∑' a, f a) = r
```",31,0,T,"A matches target exactly: sum of coerced NNReals equals coerced sum. B changes semantics entirely (different domain/codomain, iff statement).",False,False,20,"```lean
theorem NNReal.hasSum_coe_to_ennreal {α : Type*} {f : α → NNReal} {r : NNReal} (h : HasSum f r) :
    ∑' (a : α), ↑(f a) = ↑r
```",31,0,Trandom,Candidate B matches the target signature exactly in both statement and form. Candidate A uses a different coercion notation style.,False,False,11,True,False,True
99632,Nat.lt_pred_iff,dense,small,Nat.lt_pred_iff {n : ℕ} {m : ℕ} : n < Nat.pred m ↔ Nat.succ n < m,"The theorem states that for natural numbers $n$ and $m$, $n$ is less than the predecessor of $m$ if and only if the successor of $n$ is less than $m$.","```lean
theorem Nat.lt_pred_iff (n m : ℕ) : n < Nat.pred m ↔ Nat.succ n < m := by sorry
```",25,0,"```lean
theorem Nat.lt_pred_iff {n m : ℕ} : n < Nat.pred m ↔ Nat.succ n < m
```",25,0,tie,"Both signatures are semantically identical; A uses implicit args via {}, B uses explicit. Neither is vacuous.",False,False,6,"```lean
theorem Nat.lt_pred_iff_succ_lt {n m : ℕ} : n < Nat.pred m ↔ Nat.succ n < m := by sorry
```",25,0,T,"B matches target name and makes variables explicit as in target, while A renames theorem.",False,False,9,True,False,True
10968,Int.le_sub_one_iff,dense,small,Int.le_sub_one_iff {m n : ℤ} : m ≤ n - 1 ↔ m < n,"The theorem states that for integers $m$ and $n$, the inequality $m \leq n - 1$ holds if and only if $m < n$.","```lean
theorem Int.le_sub_one_iff_lt (m n : ℤ) : m ≤ n - 1 ↔ m < n :=
  Iff.intro Int.lt_of_le_sub_one Int.le_sub_one_of_lt
```",23,0,"```lean
theorem Int.le_sub_one_iff_lt (m n : Int) : m ≤ n - 1 ↔ m < n := by sorry
```",23,0,T,"Both match signature. A provides actual proof, B uses sorry placeholder.",False,False,9,"```lean
theorem Int.le_sub_one_iff_lt (m n : ℤ) : m ≤ n - 1 ↔ m < n := by sorry
```",23,0,T,A provides a complete proof using helper lemmas. B only has sorry.,False,False,9,True,True,False
113630,IsRetrocompact.empty,dense,small,IsRetrocompact.empty.{u_2} {X : Type u_2} [TopologicalSpace X] : IsRetrocompact ∅,"In any topological space $X$, the empty set is retrocompact, meaning it satisfies the retrocompactness property.","```lean
theorem isRetrocompact_empty {X : Type u_1} [TopologicalSpace X] : IsRetrocompact (∅ : Set X) := by sorry
```",24,0,"```lean
theorem IsRetrocompact.empty {X : Type*} [TopologicalSpace X] : IsRetrocompact (∅ : Set X)
```",24,0,Tnames,"Both match semantically, but B matches the target's naming convention IsRetrocompact.empty exactly, while A uses snake_case.",False,False,10,"```lean
theorem IsRetrocompact.empty {X : Type u_2} [TopologicalSpace X] : IsRetrocompact (∅ : Set X) := by sorry
```",24,0,Trandom,B exactly matches the target name and universe level u_2; A uses different name and universe u_1.,False,False,11,True,False,False
68271,Lean.SubExpr.Pos.asNat,dense,small,Lean.SubExpr.Pos.asNat : Lean.SubExpr.Pos → ℕ,The function `Lean.SubExpr.Pos.asNat` converts a subexpression position (of type `Lean.SubExpr.Pos`) to a natural number.,"```lean
def Lean.SubExpr.Pos.asNat : Lean.SubExpr.Pos → Nat
```",4,0,"```lean
def Lean.SubExpr.Pos.asNat : Lean.SubExpr.Pos → Nat := id
```",4,0,Tnames,"B has no implementation, just a signature. A provides actual implementation with id, making it a complete definition.",False,False,6,"```lean
Lean.SubExpr.Pos.asNat : Lean.SubExpr.Pos → ℕ
```",4,0,tie,Both signatures are identical (ℕ and Nat are the same). Neither is vacuous.,False,False,2,True,False,True
4075,Polynomial.IsRoot,dense,small,Polynomial.IsRoot.{u} {R : Type u} [Semiring R] (p : Polynomial R) (a : R) : Prop,"Looking at the Lean 4 declaration, `Polynomial.IsRoot p a` is a predicate that states whether an element `a` of a semiring `R` is a root of a polynomial `p` with coefficients in `R`. Specifically, `a` is a root of `p` if and only if evaluating the polynomial `p` at `a` yields zero, that is, `p(a) = 0`.","```lean
def Polynomial.IsRoot {R : Type u} [Semiring R] (p : Polynomial R) (a : R) : Prop :=
  Polynomial.eval a p = 0
```",9,0,"```lean
def Polynomial.IsRoot {R : Type*} [Semiring R] (p : Polynomial R) (a : R) : Prop :=
  p.eval a = 0
```",9,0,tie,Both define IsRoot identically as eval returning 0; only notation differs (p.eval vs Polynomial.eval).,False,False,11,"```lean
def Polynomial.IsRoot {R : Type*} [Semiring R] (p : Polynomial R) (a : R) : Prop :=
  Polynomial.eval a p = 0
```",9,0,tie,Both candidates are semantically identical; Type* and Type u are equivalent universe polymorphism notations.,False,False,12,False,True,True
3880,String.Slice.Subslice.endExclusive,dense,small,String.Slice.Subslice.endExclusive {s : String.Slice} (self : String.Slice.Subslice s) : String.Slice.Pos s,The function `String.Slice.Subslice.endExclusive` takes a subslice of a string slice and returns the exclusive end position of that subslice as a position in the original string slice.,"```lean
def String.Slice.Subslice.endExclusive {s : String.Slice} (ss : String.Slice.Subslice s) : String.Slice.Pos s
```",3,0,"```lean
def String.Slice.Subslice.endExclusive (s : String.Slice) (ss : String.Slice.Subslice s) : String.Slice.Pos s
```",3,0,T,"A matches target: implicit {s : String.Slice} then (self : Subslice s). B makes s explicit, changing the signature.",False,False,6,"```lean
def String.Slice.Subslice.endExclusive {s : String.Slice} (subslice : String.Slice.Subslice s) : String.Slice.Pos s
```",3,0,Trandom,"'subslice' is more descriptive than 'ss' for parameter name, semantically clearer match.",False,False,4,True,False,False
11983,Filter.coLindelof,dense,small,Filter.coLindelof.{u_2} (X : Type u_2) [TopologicalSpace X] : Filter X,The coLindelöf filter on a topological space X is the filter generated by all Lindelöf subsets of X (where a subset is Lindelöf if every open cover has a countable subcover).,"```lean
def coLindelofFilter {X : Type*} [TopologicalSpace X] : Filter X :=
  iInf fun s : {s : Set X // IsLindelof s} => Filter.principal s.val
```",9,0,"```lean
def coLindelofFilter (X : Type*) [TopologicalSpace X] : Filter X :=
  Filter.generate {s : Set X | IsLindelof s}
```",9,0,tie,"Both define filters from Lindelöf sets; A uses generate, B uses iInf of principals. Semantically similar approaches, neither vacuous.",False,False,15,"```lean
def Filter.coLindelof {X : Type u} [TopologicalSpace X] : Filter X :=
  Filter.generate {s : Set X | IsLindelof s}
```",9,0,tie,"Both define a filter from Lindelöf sets; A uses infimum of principals, B uses filter generation. Semantically similar constructions, neither obviously wrong.",False,False,15,False,True,False
30057,Subgroup.coe_pow,dense,small,Subgroup.coe_pow.{u_1} {G : Type u_1} [Group G] (H : Subgroup G) (x : ↥H) (n : ℕ) : ↑(x ^ n) = ↑x ^ n,"The theorem states that for a subgroup H of a group G, an element x in H, and a natural number n, the coercion of x raised to the power n (computed in the subgroup H) equals the coercion of x raised to the power n (where the power is computed in the ambient group G).","```lean
theorem Subgroup.coe_npow {G : Type*} [Group G] (H : Subgroup G) (x : H) (n : ℕ) :
    ↑(x ^ n) = (↑x : G) ^ n := by sorry
```",23,0,"```lean
theorem Subgroup.coe_npow {G : Type*} [Group G] {H : Subgroup G} (x : H) (n : ℕ) :
    ↑(x ^ n) = (↑x : G) ^ n := by sorry
```",23,0,T,"Candidate B makes H explicit, matching the target's explicit Subgroup parameter. Candidate A uses implicit H.",False,False,15,"```lean
theorem Subgroup.coe_pow {G : Type*} [Group G] (H : Subgroup G) (x : H) (n : ℕ) : ↑(x ^ n) = (↑x : G) ^ n := by sorry
```",23,0,Trandom,"Both match semantically, but B uses the correct theorem name coe_pow matching the target.",False,False,13,False,True,True
177461,ContinuousMultilinearMap.norm_compContinuous_linearIsometry_le,medium,large,"ContinuousMultilinearMap.norm_compContinuous_linearIsometry_le.{u, v, wE, wE₁, wG} {𝕜 : Type u} {ι : Type v}
  {E : ι → Type wE} {E₁ : ι → Type wE₁} {G : Type wG} [NontriviallyNormedField 𝕜]
  [(i : ι) → SeminormedAddCommGroup (E i)] [(i : ι) → NormedSpace 𝕜 (E i)] [(i : ι) → SeminormedAddCommGroup (E₁ i)]
  [(i : ι) → NormedSpace 𝕜 (E₁ i)] [SeminormedAddCommGroup G] [NormedSpace 𝕜 G] [Fintype ι]
  (g : ContinuousMultilinearMap 𝕜 E₁ G) (f : (i : ι) → E i →ₗᵢ[𝕜] E₁ i) :
  ‖ContinuousMultilinearMap.compContinuousLinearMap g fun i => LinearIsometry.toContinuousLinearMap (f i)‖ ≤ ‖g‖",The norm of a continuous multilinear map composed with a family of continuous linear isometries is at most the norm of the original continuous multilinear map.,"```lean
theorem ContinuousMultilinearMap.norm_compContinuousLinearMap_le {𝕜 : Type u} {ι : Type v} {E : ι → Type wE} {E' : ι → Type wE'} {G : Type wG}
  [NontriviallyNormedField 𝕜] [(i : ι) → SeminormedAddCommGroup (E i)] [(i : ι) → NormedSpace 𝕜 (E i)]
  [(i : ι) → SeminormedAddCommGroup (E' i)] [(i : ι) → NormedSpace 𝕜 (E' i)]
  [SeminormedAddCommGroup G] [NormedSpace 𝕜 G] [Fintype ι]
  (g : ContinuousMultilinearMap 𝕜 E' G) (f : (i : ι) → E i →ₛₗᵢ[RingHom.id 𝕜] E' i) :
  ‖g.compContinuousLinearMap fun i => (f i).toContinuousLinearMap‖ ≤ ‖g‖ := by sorry
```",75,0,"```lean
theorem ContinuousMultilinearMap.opNorm_compContinuousLinearMap_le (f : ContinuousMultilinearMap 𝕜 E F) (g : ι → (G i →L[𝕜] E i)) : ‖f.compContinuousLinearMap g‖ ≤ ‖f‖ := by sorry
```",75,0,T,A closely matches target structure with linear isometries and explicit conversions; B uses generic ContinuousLinearMaps with different type order.,False,False,89,"```lean
theorem ContinuousMultilinearMap.norm_compContinuousLinearMap_isometry_le {𝕜 : Type u} {ι : Type v} {E : ι → Type wE} {E₁ : ι → Type wE₁} {G : Type wG} [NontriviallyNormedField 𝕜] [(i : ι) → SeminormedAddCommGroup (E i)] [(i : ι) → NormedSpace 𝕜 (E i)] [(i : ι) → SeminormedAddCommGroup (E₁ i)] [(i : ι) → NormedSpace 𝕜 (E₁ i)] [SeminormedAddCommGroup G] [NormedSpace 𝕜 G] [Fintype ι] (g : ContinuousMultilinearMap 𝕜 E₁ G) (f : (i : ι) → E i →ₗᵢ[𝕜] E₁ i) : ‖ContinuousMultilinearMap.compContinuousLinearMap g fun i => (f i : E i →L[𝕜] E₁ i)‖ ≤ ‖g‖ := by sorry
```",75,10,Trandom,"Both match target closely, but A uses exact coercion notation from target's LinearIsometry.toContinuousLinearMap, while B uses →ₛₗᵢ notation and .toContinuousLinearMap",False,False,16,True,False,True
319200,CategoryTheory.ihom.coev_ev_assoc,medium,large,"CategoryTheory.ihom.coev_ev_assoc.{v, u} {C : Type u} [CategoryTheory.Category.{v, u} C]
  [CategoryTheory.MonoidalCategory C] (A B : C) [CategoryTheory.Closed A] {Z : C} (h : A ⟹ B ⟶ Z) :
  CategoryTheory.CategoryStruct.comp (CategoryTheory.NatTrans.app (CategoryTheory.ihom.coev A) (A ⟹ B))
      (CategoryTheory.CategoryStruct.comp
        (CategoryTheory.Functor.map (CategoryTheory.ihom A) (CategoryTheory.NatTrans.app (CategoryTheory.ihom.ev A) B))
        h) =
    h","The theorem states that for a closed monoidal category C and objects A and B in C, given a morphism h from the internal hom-object A ⟹ B to an object Z, the composition of the coevaluation natural transformation at A ⟹ B with the evaluation natural transformation at B (applied through the internal hom functor at A) followed by h equals h itself.","```lean
theorem CategoryTheory.ihom.coev_ev_comp {C : Type u} [CategoryTheory.Category.{v, u} C] [CategoryTheory.MonoidalCategory C]
  (A B Z : C) [CategoryTheory.Closed A] (h : (A ⟹ B) ⟶ Z) :
  CategoryTheory.CategoryStruct.comp
    (CategoryTheory.CategoryStruct.comp
      (CategoryTheory.NatTrans.app (CategoryTheory.ihom.coev A) (A ⟹ B))
      (CategoryTheory.Functor.map (CategoryTheory.ihom A) (CategoryTheory.NatTrans.app (CategoryTheory.ihom.ev A) B)))
    h = h
```",40,0,"```lean
theorem CategoryTheory.ihom.coev_ev_comp {C : Type u_1} [CategoryTheory.Category C] [CategoryTheory.MonoidalCategory C] [CategoryTheory.Closed C] {A B Z : C} (h : (A ⟹ B) ⟶ Z) : (CategoryTheory.NatTrans.app (CategoryTheory.ihom.coev A ≫ CategoryTheory.ihom.ev B) (A ⟹ B)) ≫ h = h := by sorry
```",40,0,T,"A matches the target structure closely (composition chain, explicit comp). B uses different syntax (≫, different term structure) and adds spurious Closed C.",False,False,31,"```lean
theorem CategoryTheory.MonoidalClosed.coev_ev_bij {C : Type u} [CategoryTheory.Category.{v, u} C]
    [CategoryTheory.MonoidalCategory C] {A B : C} [CategoryTheory.Closed A]
    {Z : C} (h : A ⟹ B ⟶ Z) :
    CategoryTheory.CategoryStruct.comp
      (CategoryTheory.CategoryStruct.comp
        (CategoryTheory.MonoidalCategoryStruct.whiskerLeft (A ⟹ B)
          (CategoryTheory.NatTrans.app (CategoryTheory.ihom.coev (A ⟹ B)) B))
        (CategoryTheory.NatTrans.app (CategoryTheory.ihom.ev B)
          (CategoryTheory.MonoidalCategoryStruct.tensorObj (A ⟹ B) B)))
      (CategoryTheory.Functor.map (CategoryTheory.ihom A) h) = h := by sorry
```",40,0,T,"A matches the target's nested composition structure and morphism types (A ⟹ B ⟶ Z). B uses different terms (whiskerLeft, tensorObj) and wrong functor application.",False,False,27,True,True,True
40769,CategoryTheory.PreZeroHypercover.presieve₀_mem_of_iso,medium,large,"CategoryTheory.PreZeroHypercover.presieve₀_mem_of_iso.{w, v, u} {C : Type u} [CategoryTheory.Category.{v, u} C]
  {J : CategoryTheory.Precoverage C} [CategoryTheory.Precoverage.RespectsIso J] {S : C}
  {E F : CategoryTheory.PreZeroHypercover S} (e : E ≅ F)
  (hE : CategoryTheory.PreZeroHypercover.presieve₀ E ∈ CategoryTheory.Precoverage.coverings J S) :
  CategoryTheory.PreZeroHypercover.presieve₀ F ∈ CategoryTheory.Precoverage.coverings J S","If $E$ and $F$ are pre-zero hypercovers of an object $S$ in a category $C$ with a precoverage $J$ that respects isomorphisms, and $e : E \cong F$ is an isomorphism between them, then if the presieve at level 0 of $E$ belongs to the coverings of $S$ under $J$, then the presieve at level 0 of $F$ also belongs to the coverings of $S$ under $J$.","```lean
theorem CategoryTheory.PreZeroHypercover.isoCov {C : Type u} [CategoryTheory.Category.{v, u} C] {S : C}
    {J : CategoryTheory.Precoverage C} [CategoryTheory.Precoverage.RespectsIso J]
    {E F : CategoryTheory.PreZeroHypercover S} (e : E ≅ F)
    (hE : CategoryTheory.PreZeroHypercover.presieve₀ E ∈ CategoryTheory.Precoverage.coverings J S) :
    CategoryTheory.PreZeroHypercover.presieve₀ F ∈ CategoryTheory.Precoverage.coverings J S :=
  sorry
```",48,0,"```lean
theorem CategoryTheory.PreZeroHypercover.presieve₀_mem_coverings_of_iso {C : Type*} [CategoryTheory.Category C] {J : CategoryTheory.Precoverage C} (hJ : J.RespectsIso) {S : C} {E F : CategoryTheory.PreZeroHypercover S} (e : E ≅ F) (hE : E.presieve₀ ∈ J.coverings S) : F.presieve₀ ∈ J.coverings S
```",48,0,T,Both match semantically but A's syntax is closer to target's fully-qualified style; B uses dot notation and different universe handling.,False,False,19,"```lean
theorem PreZeroHypercover.coverings_of_iso_of_coverings (C : Type u) [CategoryTheory.Category.{v, u} C]
    {J : CategoryTheory.Precoverage C} [hJ : CategoryTheory.Precoverage.RespectsIso J] {S : C}
    {E F : CategoryTheory.PreZeroHypercover S} (e : E ≅ F)
    (hE : CategoryTheory.PreZeroHypercover.presieve₀ E ∈ CategoryTheory.Precoverage.coverings J S) :
    CategoryTheory.PreZeroHypercover.presieve₀ F ∈ CategoryTheory.Precoverage.coverings J S
```",48,0,T,"Both signatures match semantically, but A correctly makes C implicit while B incorrectly makes it explicit. Neither is vacuous.",False,False,9,True,True,False
159827,MeasureTheory.Measure.restrict_biUnion_finset,medium,large,"MeasureTheory.Measure.restrict_biUnion_finset.{u_2, u_6} {α : Type u_2} {ι : Type u_6} {m0 : MeasurableSpace α}
  {μ : MeasureTheory.Measure α} {s : ι → Set α} {T : Finset ι} (hd : Set.Pairwise (↑T) (Function.onFun Disjoint s))
  (hm : ∀ (i : ι), MeasurableSet (s i)) :
  MeasureTheory.Measure.restrict μ (⋃ i ∈ T, s i) =
    MeasureTheory.Measure.sum fun i => MeasureTheory.Measure.restrict μ (s ↑i)","When restricting a measure μ to a finite union of sets indexed by a finite set T, if the sets are pairwise disjoint on T and each set is measurable, then the restricted measure equals the sum of the measures restricted to each individual set in the family.","```lean
theorem MeasureTheory.Measure.restrict_finUnion {α : Type*} {ι : Type*} [MeasurableSpace α]
    {μ : MeasureTheory.Measure α} {s : ι → Set α} (T : Finset ι)
    (hd : Set.Pairwise ↑T (Function.onFun Disjoint s)) (hm : ∀ i, MeasurableSet (s i)) :
    MeasureTheory.Measure.restrict μ (⋃ i ∈ T, s i) =
      MeasureTheory.Measure.sum fun i => MeasureTheory.Measure.restrict μ (s ↑i) :=
  sorry
```",48,0,"```lean
theorem MeasureTheory.Measure.restrict_iUnion_fintype {α : Type*} {T : Type*} [Fintype T] {m : MeasurableSpace α} (μ : MeasureTheory.Measure α) (s : T → Set α) (hs : Set.Pairwise (fun i j => Disjoint (s i) (s j))) (hm : ∀ i, MeasurableSet (s i)) : μ.restrict (⋃ i, s i) = MeasureTheory.Measure.sum (fun i => μ.restrict (s i)) := by sorry
```",48,0,T,"B matches target's biUnion over Finset structure exactly, while A uses Fintype and different union form.",False,False,42,"```lean
theorem restrict_finUnion_add_of_pairwise_disjoint {α : Type*} [MeasurableSpace α] {T : Type*} [Fintype T] 
    (μ : MeasureTheory.Measure α) (s : T → Set α) (h_disjoint : Set.PairwiseDisjoint (· : T → Set α) s)
    (h_meas : ∀ i : T, MeasurableSet (s i)) :
    MeasureTheory.Measure.restrict μ (⋃ i : T, s i) = 
    Finset.sum Finset.univ (fun i => MeasureTheory.Measure.restrict μ (s i))
```",48,0,T,A matches target signature closely with Finset biUnion and Measure.sum; B uses Fintype/Finset.sum instead of Measure.sum and has different structure,False,False,36,True,True,True
351689,CategoryTheory.Abelian.SpectralObject.mapFourδ₂Toδ₁',medium,large,"CategoryTheory.Abelian.SpectralObject.mapFourδ₂Toδ₁'.{v_1, u_1, u_3} {C : Type u_1} {ι' : Type u_3}
  [CategoryTheory.Category.{v_1, u_1} C] [CategoryTheory.Abelian C] [Preorder ι']
  (X' : CategoryTheory.Abelian.SpectralObject C ι') (i₀ i₁ i₂ i₃ i₄ : ι') (hi₀₁ : i₀ ≤ i₁) (hi₁₂ : i₁ ≤ i₂)
  (hi₂₃ : i₂ ≤ i₃) (hi₃₄ : i₃ ≤ i₄) (n₀ n₁ n₂ : ℤ) (hn₁ : n₀ + 1 = n₁ := by lia) (hn₂ : n₁ + 1 = n₂ := by lia) :
  CategoryTheory.Abelian.SpectralObject.E X' (CategoryTheory.homOfLE hi₀₁) (CategoryTheory.homOfLE ⋯)
      (CategoryTheory.homOfLE hi₃₄) n₀ n₁ n₂ hn₁ hn₂ ⟶
    CategoryTheory.Abelian.SpectralObject.E X' (CategoryTheory.homOfLE ⋯) (CategoryTheory.homOfLE hi₂₃)
      (CategoryTheory.homOfLE hi₃₄) n₀ n₁ n₂ hn₁ hn₂","This theorem provides a morphism between two E-page entries of a spectral object in an abelian category, where both entries are associated with the same grading indices n₀, n₁, n₂ (with n₀ + 1 = n₁ and n₁ + 1 = n₂), but constructed using different chains of inequalities in the index preorder ι': the first using the chain i₀ ≤ i₁ ≤ i₂ ≤ i₃ ≤ i₄ (focusing on the first two transitions), and the second using a chain that emphasizes the last two transitions i₂ ≤ i₃ ≤ i₄.","```lean
def CategoryTheory.Abelian.SpectralObject.mapFourδ₂Toδ₁'_aux {C : Type u_1} {ι' : Type u_3}
  [CategoryTheory.Category.{v_1, u_1} C] [CategoryTheory.Abelian C] [Preorder ι']
  (X' : CategoryTheory.Abelian.SpectralObject C ι') (i₀ i₁ i₂ i₃ i₄ : ι') (hi₀₁ : i₀ ≤ i₁) (hi₁₂ : i₁ ≤ i₂)
  (hi₂₃ : i₂ ≤ i₃) (hi₃₄ : i₃ ≤ i₄) (n₀ n₁ n₂ : ℤ) (hn₁ : n₀ + 1 = n₁ := by lia) (hn₂ : n₁ + 1 = n₂ := by lia) :
  CategoryTheory.Abelian.SpectralObject.E X' (CategoryTheory.homOfLE hi₀₁) (CategoryTheory.homOfLE (LE.le.trans hi₁₂ hi₂₃))
      (CategoryTheory.homOfLE hi₃₄) n₀ n₁ n₂ hn₁ hn₂ ⟶
    CategoryTheory.Abelian.SpectralObject.E X' (CategoryTheory.homOfLE (LE.le.trans hi₀₁ hi₁₂)) (CategoryTheory.homOfLE hi₂₃)
      (CategoryTheory.homOfLE hi₃₄) n₀ n₁ n₂ hn₁ hn₂
```",34,0,"```lean
theorem CategoryTheory.Abelian.SpectralObject.mapFourδ₂Toδ₁'
    {C : Type*} [CategoryTheory.Category C] [CategoryTheory.Abelian C]
    {ι' : Type*} [Preorder ι']
    (E : CategoryTheory.Abelian.SpectralObject C ι')
    {n₀ n₁ n₂ : ℤ}
    (h₀ : n₀ + 1 = n₁)
    (h₁ : n₁ + 1 = n₂)
    {i₀ i₁ i₂ i₃ i₄ : ι'}
    (h_i₀₁ : i₀ ≤ i₁)
    (h_i₁₂ : i₁ ≤ i₂)
    (h_i₂₃ : i₂ ≤ i₃)
    (h_i₃₄ : i₃ ≤ i₄) :
    E.E n₀ i₀ ⟶ E.E n₀ i₂
```",34,0,T,B matches target signature exactly with correct morphism parameters and types; A has wrong source/target types (E.E n₀ i₀ vs complex E expressions),False,False,85,"```lean
def CategoryTheory.Abelian.SpectralObject.mapFourδ₄Toδ₃' {C : Type u_1} {ι' : Type u_3}
  [CategoryTheory.Category.{v_1, u_1} C] [CategoryTheory.Abelian C] [Preorder ι']
  (X' : CategoryTheory.Abelian.SpectralObject C ι') (i₀ i₁ i₂ i₃ i₄ : ι') (hi₀₁ : i₀ ≤ i₁) (hi₁₂ : i₁ ≤ i₂)
  (hi₂₃ : i₂ ≤ i₃) (hi₃₄ : i₃ ≤ i₄) (n₀ n₁ n₂ : ℤ) (hn₁ : n₀ + 1 = n₁ := by lia) (hn₂ : n₁ + 1 = n₂ := by lia) :
  CategoryTheory.Abelian.SpectralObject.E X' (CategoryTheory.homOfLE hi₀₁) (CategoryTheory.homOfLE hi₁₂)
      (CategoryTheory.homOfLE hi₂₃) n₀ n₁ n₂ hn₁ hn₂ ⟶
    CategoryTheory.Abelian.SpectralObject.E X' (CategoryTheory.homOfLE hi₀₁) (CategoryTheory.homOfLE hi₁₂)
      (CategoryTheory.homOfLE (by omega : i₂ ≤ i₄)) n₀ n₁ n₂ hn₁ hn₂ := by sorry
```",34,4,T,"Candidate A matches target exactly: E(hi₀₁,hi₁₂∘hi₂₃,hi₃₄)→E(hi₀₁∘hi₁₂,hi₂₃,hi₃₄). B has wrong domain/codomain structure.",False,False,17,False,False,False
270514,CategoryTheory.coherentTopology.mem_sieves_of_hasEffectiveEpiFamily,medium,large,"CategoryTheory.coherentTopology.mem_sieves_of_hasEffectiveEpiFamily.{v_1, u_1} {C : Type u_1}
  [CategoryTheory.Category.{v_1, u_1} C] [CategoryTheory.Precoherent C] {X : C} (S : CategoryTheory.Sieve X) :
  (∃ α,
      ∃ (_ : Finite α), ∃ Y π, CategoryTheory.EffectiveEpiFamily Y π ∧ ∀ (a : α), CategoryTheory.Sieve.arrows S (π a)) →
    S ∈ (CategoryTheory.coherentTopology C) X","The theorem states that for a category $C$ with a precoherent structure and a sieve $S$ on an object $X$, if there exists a finite effective epimorphic family $(Y_a \to X)_{a \in \alpha}$ such that all arrows $\pi_a : Y_a \to X$ in this family belong to the sieve $S$, then $S$ is a covering sieve in the coherent topology on $C$ at $X$.","```lean
theorem coherentTopology_covering_of_finite_effective_epi_family {C : Type u₁} [CategoryTheory.Category.{v₁, u₁} C] [CategoryTheory.Precoherent C]
    {X : C} (S : CategoryTheory.Sieve X) {α : Type u₂} [Finite α] (Y : α → C) (π : (a : α) → Y a ⟶ X)
    (heff : CategoryTheory.EffectiveEpiFamily Y π) (h : ∀ a, π a ∈ S.arrows) :
    S ∈ CategoryTheory.coherentTopology C X
```",42,0,"```lean
theorem CategoryTheory.Sieve.mem_coherentTopology_of_finiteEffectiveEpiFamily
    {C : Type*} [CategoryTheory.Category C] [CategoryTheory.Precoherent C]
    {X : C} (S : CategoryTheory.Sieve X) :
    (∃ (α : Type*) [Finite α] (π : α → Σ Y : C, Y ⟶ X),
      (∀ a, CategoryTheory.EffectiveEpi (π a).2) ∧
      (∀ a, (π a).2 ∈ S) ∧
      (∀ a, (π a).1 = X) ∧
      (∀ a b, (π a).2 ≫ (π b).2 = (π a).2 ∨ ∃ c, (π c).2 = (π a).2 ∘ (π b).2)) →
    S ∈ CategoryTheory.coherentTopology C X :=
  sorry
```",42,0,T,B matches target exactly: finite EffectiveEpiFamily and arrows membership. A adds spurious morphism composition conditions not in target.,False,False,65,"```lean
theorem coherentTopology.covering_of_effectiveEpiFamily {C : Type u_1} [CategoryTheory.Category.{v_1, u_1} C] [CategoryTheory.Precoherent C] {X : C} {α : Type} [Finite α] {Y : α → C} (π : (a : α) → Y a ⟶ X) (S : CategoryTheory.Sieve X) (h : CategoryTheory.EffectiveEpiFamily Y π) (hS : ∀ (a : α), CategoryTheory.Sieve.arrows S (π a)) : S ∈ (CategoryTheory.coherentTopology C) X := by sorry
```",3,0,Trandom,B matches target exactly: existentials unpacked as arguments. A uses `π a ∈ S.arrows` instead of `CategoryTheory.Sieve.arrows S (π a)` and different universe variables.,False,False,33,True,False,True
