node_id,full_name,project,module,indeg,sig_len,NL,F_signature,F_B,F_T,dep_count,dep_truncated,judge_prefer,judge_notes,vacuous_B,vacuous_T,edit_dist_B,edit_dist_T
1489126,Specification.modification_apply,gibbs-measure,GibbsMeasure.Specification,1,320,"The theorem states that for a specification γ from S to E, a function ρ (which is a modifier of γ), and given a finite set Λ of elements from S and a function η from S to E, the modified specification applied to Λ and η equals the original specification γ applied to Λ and η, but with density given by ρ(Λ).","Specification.modification_apply.{u_1, u_2} {S : Type u_1} {E : Type u_2} {mE : MeasurableSpace E}
  (γ : Specification S E) (ρ : Finset S → (S → E) → ENNReal) (hρ : Specification.IsModifier γ ρ) (Λ : Finset S)
  (η : S → E) : ((Specification.modification γ ρ hρ) Λ) η = MeasureTheory.Measure.withDensity ((γ Λ) η) (ρ Λ)","```lean
theorem modified_spec_equals_original (S E : Type*) (γ : S → E) (ρ : (Set S) → ℝ) (Λ : Finset S) (η : S → E) :
  (fun Λ' η' => γ Λ' η' ∘ (fun _ => ρ Λ)) Λ η = γ Λ η ∘ (fun _ => ρ Λ) := by sorry
```","```lean
theorem Specification.modification_apply {S : Type u_1} {E : Type u_2} {mE : MeasurableSpace E} 
    (γ : Specification S E) (ρ : Finset S → (S → E) → ENNReal) (hρ : Specification.IsModifier γ ρ)
    (Λ : Finset S) (η : S → E) :
    (Specification.modification γ ρ hρ) Λ η = 
    (γ Λ η).withDensity (ρ Λ) := by sorry
```",33,0,T,"B matches target types and structure; A uses wrong types (Set vs Finset, ℝ vs ENNReal, function composition instead of withDensity).",False,False,50,11
1520267,Specification.isGibbsMeasure_isssd_infinitePi,gibbs-measure,GibbsMeasure.Specification,0,285,"The statement asserts that for a probability measure ν on a measurable space E, the infinite product measure (constructed by taking the product of ν with itself infinitely many times indexed by a set S) is a Gibbs measure with respect to the independent and identically distributed specification (isssd) determined by ν.","Specification.isGibbsMeasure_isssd_infinitePi.{u_1, u_2} {S : Type u_1} {E : Type u_2} {mE : MeasurableSpace E}
  (ν : MeasureTheory.Measure E) [MeasureTheory.IsProbabilityMeasure ν] :
  Specification.IsGibbsMeasure (Specification.isssd ν) (MeasureTheory.Measure.infinitePi fun x => ν)","```lean
theorem infinite_product_measure_is_gibbs_measure {E : Type*} [MeasurableSpace E] (ν : Measure E) (S : Set ℕ) :
    IsGibbsMeasure (∏ᵢ fun _ : S => ν) (isssd ν S)
```","```lean
theorem infiniteProduct_isGibbs_isssd {S : Type u_1} {E : Type u_2} {mE : MeasurableSpace E} (ν : MeasureTheory.Measure E) (hν : MeasureTheory.IsProbabilityMeasure ν) :
    Specification.IsGibbsMeasure (Specification.isssd ν) (MeasureTheory.Measure.infinitePi fun _ : S => ν)
```",24,0,T,"A matches target signature closely: same theorem components, correct argument order. B has swapped arguments and uses Set ℕ instead of Type.",False,False,24,9
1448779,Specification.IsGibbsMeasure,gibbs-measure,GibbsMeasure.Specification,4,163,"A measure μ on the space of functions from S to E is a Gibbs measure for a specification γ if it satisfies the consistency condition: for every finite subset Λ of S, the conditional distribution of μ given the values outside Λ agrees with the specification γ at Λ.","Specification.IsGibbsMeasure.{u_1, u_2} {S : Type u_1} {E : Type u_2} {mE : MeasurableSpace E} (γ : Specification S E)
  (μ : MeasureTheory.Measure (S → E)) : Prop","```lean
def IsGibbsMeasure (S : Type*) (E : Type*) [MeasurableSpace E] 
    (μ : Measure (S → E)) (γ : Set S → (S → E) → Measure (S → E)) : Prop :=
  ∀ Λ : Set S, Set.Finite Λ → 
    ∀ ω : S → E, cond μ (fun f => ∀ i ∉ Λ, f i = ω i) = γ Λ ω
```","```lean
def IsGibbsMeasure {S : Type u_1} {E : Type u_2} [MeasurableSpace E] 
    (μ : MeasureTheory.Measure (S → E)) (γ : Specification S E) : Prop :=
  ∀ (Λ : Finset S), 
    μ.condDistrib (fun _ => (S → E)) (MeasureTheory.cylinderEvents (↑Λ.compl)) = γ Λ
```",13,0,T,B matches target signature exactly; A has wrong order and type for γ,False,False,54,25
1353841,Specification.IsModifier.measurable,gibbs-measure,GibbsMeasure.Specification,8,236,"The theorem states that if `self` is a modifier for a specification `γ` with respect to a function `ρ`, then for any finite set `Λ` of sites `S`, the function `ρ Λ` is measurable (where `ρ Λ` maps configurations `S → E` to extended non-negative real numbers).","Specification.IsModifier.measurable.{u_1, u_2} {S : Type u_1} {E : Type u_2} {mE : MeasurableSpace E}
  {γ : Specification S E} {ρ : Finset S → (S → E) → ENNReal} (self : Specification.IsModifier γ ρ) (Λ : Finset S) :
  Measurable (ρ Λ)","```lean
theorem IsModifier.aeMeasurable {γ : Type*} {S E : Type*} [inst : MeasurableSpace E] 
    {ρ : Finset S → (S → E) → ℝ≥0∞} (self : IsModifier γ ρ) 
    (Λ : Finset S) : AEMeasurable (ρ Λ) := by sorry
```","```lean
theorem Specification.IsModifier.measurable {S : Type u_1} {E : Type u_2} [MeasurableSpace E] {γ : Specification S E} {ρ : Finset S → (S → E) → ENNReal} (self : γ.IsModifier ρ) (Λ : Finset S) : Measurable (ρ Λ) := by sorry
```",9,0,T,"B matches the target signature exactly including namespace, types, and Measurable vs AEMeasurable. A uses AEMeasurable instead of Measurable and has wrong namespace.",False,False,21,11
1477152,Specification.coe_modification,gibbs-measure,GibbsMeasure.Specification,0,275,The theorem states that the coercion of a modification of a specification γ by a modifier ρ equals the modification kernel of the coerced specification γ with the same modifier ρ.,"Specification.coe_modification.{u_1, u_2} {S : Type u_1} {E : Type u_2} {mE : MeasurableSpace E} (γ : Specification S E)
  (ρ : Finset S → (S → E) → ENNReal) (hρ : Specification.IsModifier γ ρ) :
  ⇑(Specification.modification γ ρ hρ) = Specification.modificationKer (⇑γ) ρ ⋯","```lean
theorem coercion_modification_eq_modification_kernel_coercion {α : Type*} (γ : Specification α) (ρ : Modifier α) :
  ↑(ρ.modify γ) = ρ.modify_kernel ↑γ := by sorry
```","```lean
theorem Specification.coe_modification {S : Type u_1} {E : Type u_2} {mE : MeasurableSpace E}
  (γ : Specification S E) (ρ : Finset S → (S → E) → ENNReal) (hρ : Specification.IsModifier γ ρ)
  (Λ : Finset S) : ⇑(Specification.modification γ ρ hρ) Λ = Specification.modificationKer ⇑γ ρ (fun Λ => (hρ.measurable Λ)) Λ
```",31,0,T,"B matches the target signature closely in name, parameters, and structure; A uses different names and abstractions.",False,False,37,14
1426197,MeasureTheory.Integrable.measurable,gibbs-measure,GibbsMeasure.Mathlib.MeasureTheory.Function.L1Space.Integrable,0,361,"If a function \( f : \alpha \to \beta \) is integrable with respect to a complete measure \( \mu \) on \( \alpha \), where \( \beta \) is a pseudo-metrizable topological space with continuous extended norm and equipped with its Borel \(\sigma\)-algebra, then \( f \) is measurable.","MeasureTheory.Integrable.measurable.{u_1, u_2} {α : Type u_1} {β : Type u_2} {mα : MeasurableSpace α}
  {mβ : MeasurableSpace β} {μ : MeasureTheory.Measure α} [TopologicalSpace β] [TopologicalSpace.PseudoMetrizableSpace β]
  [ContinuousENorm β] [MeasureTheory.Measure.IsComplete μ] {f : α → β} [BorelSpace β]
  (hf : MeasureTheory.Integrable f μ) : Measurable f","```lean
theorem integrable_implies_measurable {α β : Type*} [MeasurableSpace α] (μ : Measure α) [CompleteSpace β] [PseudoMetricSpace β] [BorelSpace β] [TopologicalAddMonoid β] [ContinuousConstSMul ℝ β] (f : α → β) [NormedAddCommGroup β] (hf : Integrable f μ) : Measurable f
```","```lean
theorem Integrable.measurable {α β : Type*} [MeasurableSpace α] [TopologicalSpace β] [ContinuousENorm β] [MeasurableSpace β] [BorelSpace β] [TopologicalSpace.PseudoMetrizableSpace β] {μ : MeasureTheory.Measure α} [MeasureTheory.Measure.IsComplete μ] {f : α → β} (hf : MeasureTheory.Integrable f μ) : Measurable f
```",12,0,T,"A matches target signature more closely with ContinuousENorm, PseudoMetrizableSpace, IsComplete. B uses unrelated CompleteSpace, NormedAddCommGroup.",False,False,29,25
1342146,juxt,gibbs-measure,GibbsMeasure.Prereqs.Juxt,13,94,"The juxt function takes a set Λ of elements from type S, a function η from S to E, a function ζ from the subtype of Λ to E, and an element x of S, and returns an element of E. Specifically, it returns ζ(x) if x is in Λ, and η(x) otherwise, effectively defining a piecewise function that combines η and ζ based on membership in Λ.","juxt.{u_1, u_2} {S : Type u_1} {E : Type u_2} (Λ : Set S) (η : S → E) (ζ : ↑Λ → E) (x : S) : E","```lean
def juxt {S E : Type*} (Λ : Set S) (η : S → E) (ζ : Λ → E) (x : S) : E :=
  if h : x ∈ Λ then ζ ⟨x, h⟩ else η x
```","```lean
def juxt {S E : Type*} (Λ : Set S) (η : S → E) (ζ : Λ → E) (x : S) : E :=
  dite (x ∈ Λ) (fun h => ζ ⟨x, h⟩) (fun h => η x)
```",9,0,tie,Both use identical logic; `if h : ...` desugars to `dite`. Both match target signature semantically.,False,False,23,25
1539751,MeasureTheory.SimpleFunc.«term_→ₛ[_]_»,gibbs-measure,GibbsMeasure.Mathlib.MeasureTheory.Function.SimpleFunc,0,65,This defines a notation for the type of simple functions (measurable functions taking finitely many values) with respect to a given measurability structure. The notation `α →ₛ[m] β` represents simple functions from α to β that are measurable with respect to the measurability structure m.,MeasureTheory.SimpleFunc.«term_→ₛ[_]_» : Lean.TrailingParserDescr,"```lean
notation:25 α "" →ₛ["" m ""] "" β => SimpleFunc α β
```","```lean
notation:25 α "" →ₛ["" m ""] "" β => SimpleFunc m α β
```",9,0,T,"A correctly applies SimpleFunc with three arguments (m, α, β); B omits the measure argument m.",False,False,12,13
1516715,Specification.isModifier_iff_ae_eq,gibbs-measure,GibbsMeasure.Specification,0,457,"The theorem states that for a proper specification γ and a function ρ from finite sets of sites and configurations to extended non-negative reals, ρ is a modifier for γ if and only if two conditions hold: first, for every finite set Λ, the function ρ(Λ, ·) is measurable, and second, for any two finite sets Λ₁ and Λ₂ with Λ₁ contained in Λ₂ and any configuration η, the function ρ(Λ₂, ·) is equal almost everywhere (with respect to the measure γ(Λ₂)(η)) to its integral with respect to the measure obtained by taking γ(Λ₁)(η) and weighting it by the density ρ(Λ₁, ·).","Specification.isModifier_iff_ae_eq.{u_1, u_2} {S : Type u_1} {E : Type u_2} {mE : MeasurableSpace E}
  {γ : Specification S E} {ρ : Finset S → (S → E) → ENNReal} (hγ : Specification.IsProper γ) :
  Specification.IsModifier γ ρ ↔
    (∀ (Λ : Finset S), Measurable (ρ Λ)) ∧
      ∀ ⦃Λ₁ Λ₂ : Finset S⦄,
        Λ₁ ⊆ Λ₂ →
          ∀ (η : S → E),
            ρ Λ₂ =ᵐ[(γ Λ₂) η] fun η => ∫⁻ (ζ : S → E), ρ Λ₂ ζ ∂MeasureTheory.Measure.withDensity ((γ Λ₁) η) (ρ Λ₁)","```lean
theorem modifier_iff_conditions (γ : ProperSpecification) (ρ : FiniteSet α × Configuration α → ℝ≥0∞) :
  IsModifier γ ρ ↔ 
  (∀ Λ : FiniteSet α, Measurable (ρ (Λ, ·))) ∧
  (∀ Λ₁ Λ₂ : FiniteSet α, Λ₁ ⊆ Λ₂ → ∀ η : Configuration α,
    ∀ᵐ ω ∂(γ Λ₂ η), ρ (Λ₂, ω) = ∫ ω' ∂(γ Λ₁ η), ρ (Λ₁, ω')) := by sorry
```","```lean
theorem modifier_iff_measurable_and_ae_eq {S : Type u_1} {E : Type u_2} [MeasurableSpace E] 
    (γ : Specification S E) (ρ : Finset S → (S → E) → ENNReal) 
    (hγ : Specification.IsProper γ) :
    Specification.IsModifier γ ρ ↔ 
    (∀ Λ : Finset S, Measurable (ρ Λ)) ∧ 
    ∀ Λ₁ Λ₂ : Finset S, Λ₁ ⊆ Λ₂ → ∀ η : S → E,
    Filter.EventuallyEq (MeasureTheory.ae (γ Λ₂ η))
      (fun σ => ∫⁻ σ', ρ Λ₁ σ' ∂(MeasureTheory.Measure.withDensity (γ Λ₁ η) (ρ Λ₁)))
      (ρ Λ₂) := by sorry
```",94,0,T,"B matches target signature closely; A uses wrong types (Configuration α, FiniteSet α) and wrong measure order in integral",False,False,66,38
1386693,Specification.IsPremodifier.isModifier_div,gibbs-measure,GibbsMeasure.Specification,0,382,"Let $S$ and $E$ be types with $E$ equipped with a measurable structure, let $\rho$ be a function from finite sets of $S$ and functions $S \to E$ to extended non-negative reals that is a premodifier, and let $\nu$ be a probability measure on $E$. Then the function that takes a finite set $\Lambda$ and a function $\sigma: S \to E$ to the ratio $\rho(\Lambda, \sigma) / \int \rho(\Lambda, x) \, d(\text{isssd}(\nu)(\Lambda))(\sigma)(x)$ is a modifier with respect to the independent and identically distributed specification $\text{isssd}(\nu)$.","Specification.IsPremodifier.isModifier_div.{u_1, u_2} {S : Type u_1} {E : Type u_2} {mE : MeasurableSpace E}
  {ρ : Finset S → (S → E) → ENNReal} (hρ : Specification.IsPremodifier ρ) (ν : MeasureTheory.Measure E)
  [MeasureTheory.IsProbabilityMeasure ν] :
  Specification.IsModifier (Specification.isssd ν) fun Λ σ =>
    ρ Λ σ / ∫⁻ (x : S → E), ρ Λ x ∂((Specification.isssd ν) Λ) σ","```lean
def modifier_from_premodifier {S E : Type*} [MeasurableSpace E]
    (ρ : Set.Finite S → (S → E) → ℝ≥0∞) (hρ : IsPremodifier ρ)
    (ν : Measure E) (hν : IsProbabilityMeasure ν) :
    IsModifier (fun Λ σ => ρ Λ σ / ∫ x, ρ Λ (fun _ => x) ∂(isssd ν Λ σ))
      (isssd ν) := by sorry
```","```lean
theorem premodifier_div_by_integral_is_modifier {S E : Type*} [MeasurableSpace E] 
    (ρ : Finset S → (S → E) → ENNReal) (hρ : Specification.IsPremodifier ρ)
    (ν : MeasureTheory.Measure E) [MeasureTheory.IsProbabilityMeasure ν] :
    Specification.IsModifier (Specification.isssd ν) 
      (fun Λ σ => ρ Λ σ / ∫⁻ x, ρ Λ (Function.update σ · x) ∂ν) : by sorry
```",68,0,T,A correctly models division by integral over isssd measure; B has wrong integral measure and swaps IsModifier arguments,False,False,39,27
