node_id,full_name,project,module,indeg,sig_len,NL,F_signature,F_B,F_T,dep_count,dep_truncated,judge_prefer,judge_notes,vacuous_B,vacuous_T,edit_dist_B,edit_dist_T
1141118,LGame.stoppingTime_induction,combinatorial-games,CombinatorialGames.Game.Loopy.StoppingTime,0,262,"The **stopping time induction principle** states that for a player `p` and any function `val` from players and games to extended natural ordinals (with top element), if `val` satisfies two conditions—(1) for any game `x`, the infimum of `val(-p, y)` over all moves `y` available to player `p` from `x` is at most `val(p, x)`, and (2) for any game `x`, the supremum of `val(p, y) + 1` over all moves `y` available to player `-p` from `x` is at most `val(-p, x)`—then the stopping time function for player `p` is pointwise less than or equal to `val`.","LGame.stoppingTime_induction.{u} (p : Player) (val : Player → LGame → WithTop NatOrdinal)
  (hp : ∀ (x : LGame), ⨅ y ∈ LGame.moves p x, val (-p) y ≤ val p x)
  (hnp : ∀ (x : LGame), ⨆ y ∈ LGame.moves (-p) x, val p y + 1 ≤ val (-p) x) : LGame.stoppingTime p ≤ val","```lean
theorem stoppingTimeInduction {p : Player} {val : Player → Game → WithTop Ordinal}
    (h1 : ∀ x : Game, ⨅ y ∈ movesFrom p x, val (-p) y ≤ val p x)
    (h2 : ∀ x : Game, ⨆ y ∈ movesFrom (-p) x, val p y + 1 ≤ val (-p) x) :
    ∀ x : Game, stoppingTime p x ≤ val p x := by sorry
```","```lean
theorem LGame.stoppingTime_induction (p : Player) (val : Player → LGame → WithTop NatOrdinal)
    (h1 : ∀ x, ⨅ y ∈ LGame.moves p x, val (-p) y ≤ val p x)
    (h2 : ∀ x, ⨆ y ∈ LGame.moves (-p) x, val p y + 1 ≤ val (-p) x) :
    ∀ x, LGame.stoppingTime p (-p) x ≤ val p x := by sorry
```",130,0,T,B uses correct namespace LGame and type NatOrdinal; A uses wrong type Ordinal and lacks namespace,False,False,26,19
1019386,Surreal.wlog,combinatorial-games,CombinatorialGames.Surreal.Pow,94,42,"The declaration `Surreal.wlog` is a function that takes a surreal number and returns a surreal number, typically used as a helper or auxiliary construction in the context of ""without loss of generality"" arguments for surreal numbers.",Surreal.wlog.{u_1} (x : Surreal) : Surreal,"```lean
def Surreal.wlog : Surreal → Surreal := by sorry
```","```lean
def Surreal.wlog (x : Surreal) : Surreal := by sorry
```",16,0,tie,Both signatures are semantically identical; explicit lambda vs named parameter.,False,False,7,5
1017469,NatOrdinal.val_lt_iff,combinatorial-games,CombinatorialGames.NatOrdinal.Basic,5,115,"<thinking>
Let me parse this Lean 4 declaration carefully.

The theorem is named `NatOrdinal.val_lt_iff` and it's stating an equivalence (iff, or ""if and only if"").

On the left-hand side: `NatOrdinal.val a✝ < b✝`
- `a✝` is a `NatOrdinal`
- `b✝` is an `Ordinal`
- `NatOrdinal.val` is presumably a function that converts a `NatOrdinal` to an `Ordinal`
- So this says: the value of `a` (as an ordinal) is less than `b`

On the right-hand side: `a✝ < NatOrdinal.of b✝`
- `a✝` is the same `NatOrdinal`
- `NatOrdinal.of` is presumably a function that converts an `Ordinal` to a `NatOrdinal`
- So this says: `a` is less than the natural ordinal corresponding to `b`

So the theorem states that: the value (as an ordinal) of a natural ordinal `a` is less than an ordinal `b` if and only if `a` is less than (as natural ordinals) the natural ordinal corresponding to `b`.

This is essentially saying that the `val` function (from NatOrdinal to Ordinal) preserves the ordering when compared with arbitrary ordinals via the `of` function.
</thinking>

The theorem states that for a natural ordinal $a$ and an ordinal $b$, the ordinal value of $a$ is less than $b$ if and only if $a$ is less than the natural ordinal associated with $b$ (under the natural ordering on natural ordinals).",NatOrdinal.val_lt_iff.{u_1} {a✝ : NatOrdinal} {b✝ : Ordinal.{u_1}} : NatOrdinal.val a✝ < b✝ ↔ a✝ < NatOrdinal.of b✝,"```lean
theorem NatOrdinal.val_lt_iff {a : NatOrdinal} {b : Ordinal} : NatOrdinal.val a < b ↔ a < NatOrdinal.of b := by sorry
```","```lean
theorem NatOrdinal.val_lt_iff {a : NatOrdinal} {b : Ordinal} : NatOrdinal.val a < b ↔ a < NatOrdinal.of b := by sorry
```",27,0,tie,Both candidates are identical and match the target signature exactly.,False,False,12,12
1041107,IGame.Short.finite_setOf_subposition,combinatorial-games,CombinatorialGames.Game.Classes,2,111,"The theorem states that for any short impartial game, the set of all subpositions of that game is finite.",IGame.Short.finite_setOf_subposition.{u_1} (x : IGame) [IGame.Short x] : Set.Finite {y | IGame.Subposition y x},"```lean
theorem short_impartial_game_finite_subpositions (g : ShortImpartialGame) : Set.Finite (subpositions g)
```","```lean
theorem IGame.Short.finite_subpositions {x : IGame} (h : IGame.Short x) : Set.Finite {y | IGame.Subposition y x}
```",50,0,T,"A matches target exactly: same type, instance arg, setOf pattern. B changes type to ShortImpartialGame and uses different subpositions function.",False,False,11,8
1077300,Real.toIGame_ratCast_sub_equiv,combinatorial-games,CombinatorialGames.Surreal.Real,0,74,"The theorem states that for any rational number $q$ and any real number $x$, when converting the real number $(q - x)$ to a game (via the composition of rational cast and game conversion), the resulting game is equivalent to the difference of the game conversions of $q$ and $x$ separately.",Real.toIGame_ratCast_sub_equiv.{u_1} (q : ℚ) (x : ℝ) : ↑(↑q - x) ≈ ↑q - ↑x,"```lean
theorem coe_sub_of_rat (q : ℚ) (x : ℝ) : ↑((q : ℝ) - x) = (↑q : Game) - ↑x
```","```lean
theorem Real.toIGame_ratCast_sub_equiv (q : ℚ) (x : ℝ) : ↑(↑q - x) ≈ ↑q - ↑x
```",34,0,T,B exactly matches target name and signature; A uses equality instead of equivalence and different name.,False,False,9,2
1080561,Nimber.IsRing.coeff_mul_lt,combinatorial-games,CombinatorialGames.Nimber.SimplestExtension.Polynomial,4,224,"When $x$ is a nimber satisfying the ring property (IsRing), and $p$ and $q$ are polynomials over nimbers such that all coefficients of $p$ are less than $x$ and all coefficients of $q$ are less than $x$, then for any natural number $k$, the $k$-th coefficient of the product polynomial $p \cdot q$ is also less than $x$.","Nimber.IsRing.coeff_mul_lt.{u_1} {x : Nimber} {p q : Polynomial Nimber} (h : Nimber.IsRing x)
  (hp : ∀ (k : ℕ), Polynomial.coeff p k < x) (hq : ∀ (k : ℕ), Polynomial.coeff q k < x) (k : ℕ) :
  Polynomial.coeff (p * q) k < x","```lean
theorem nimber_poly_mul_coeff_lt {x : Nimber} (hx : IsRing x) (p q : Polynomial Nimber)
    (hp : ∀ i, p.coeff i < x) (hq : ∀ i, q.coeff i < x) (k : ℕ) :
    (p * q).coeff k < x
```","```lean
theorem Nimber.IsRing.mul_poly_coeff_lt {x : Nimber} (h : Nimber.IsRing x) (p q : Polynomial Nimber)
    (hp : ∀ i, Polynomial.coeff p i < x) (hq : ∀ i, Polynomial.coeff q i < x) (k : ℕ) :
    Polynomial.coeff (p * q) k < x := by sorry
```",50,0,T,A matches the target name structure (Nimber.IsRing.coeff_mul_lt) and namespace organization better than B's flat naming.,False,False,24,21
1168139,Surreal.birthday_one,combinatorial-games,CombinatorialGames.Surreal.Birthday.Basic,0,51,The birthday of the surreal number 1 equals the ordinal 1.,Surreal.birthday_one.{u_1} : Surreal.birthday 1 = 1,"```lean
theorem surreal_one_birthday_eq_ordinal_one : birthday (↑(1 : ℕ) : Surreal) = 1 := by sorry
```","```lean
theorem Surreal.birthday_one : Surreal.birthday (1 : Surreal) = (1 : NatOrdinal) := by sorry
```",25,0,T,A uses the exact target name and natural types; B uses a cast and wrong theorem name.,False,False,11,11
1017420,NatOrdinal.of,combinatorial-games,CombinatorialGames.NatOrdinal.Basic,99,49,The function `NatOrdinal.of` establishes an order isomorphism (order-preserving bijection) between the type of ordinals and the type of natural ordinals.,NatOrdinal.of.{u_1} : Ordinal.{u_1} ≃o NatOrdinal,"```lean
def NatOrdinal.of : Ordinal ≃o NatOrdinal
```","```lean
def NatOrdinal.of : Ordinal ≃o NatOrdinal := by sorry
```",13,0,tie,"Both candidates have identical signatures matching the target; one uses 'by sorry', the other omits the body.",False,False,3,6
1185850,Nimber.IsRing.iSup,combinatorial-games,CombinatorialGames.Nimber.SimplestExtension.Basic,1,208,"Looking at this declaration, it states that if we have a nonempty indexed family of nimbers `f(i)` for `i` in `ι`, where each `f(i)` satisfies the `IsRing` property, and the range of `f` is bounded above (which is automatic when the indexing type is small), then the supremum `⨆ i, f(i)` also satisfies the `IsRing` property.","Nimber.IsRing.iSup.{u_1, u_2} {ι : Sort u_1} [Nonempty ι] {f : ι → Nimber} (H : ∀ (i : ι), Nimber.IsRing (f i))
  (bdd : BddAbove (Set.range f) := by apply Nimber.bddAbove_of_small) : Nimber.IsRing (⨆ i, f i)","```lean
theorem isRing_sSup_of_isRing {ι : Type*} [Nonempty ι] (f : ι → Nimber) (hf : ∀ i, IsRing (f i)) : IsRing (⨆ i, f i)
```","```lean
theorem Nimber.IsRing.iSup {ι : Sort u_1} [Nonempty ι] {f : ι → Nimber} (H : ∀ (i : ι), Nimber.IsRing (f i))
  (bdd : BddAbove (Set.range f) := by apply Nimber.bddAbove_of_small) : Nimber.IsRing (⨆ i, f i)
```",39,0,T,"B matches target exactly with universe polymorphism, optional bdd parameter, and Sort ι. A uses Type* and lacks bdd.",False,False,21,2
1069363,Dyadic.upper,combinatorial-games,CombinatorialGames.Surreal.Dyadic,37,34,The function `Dyadic.upper` takes a dyadic rational number and returns another dyadic rational number that represents its upper neighbor or successor in the dyadic ordering.,Dyadic.upper (x : Dyadic) : Dyadic,"```lean
def Dyadic.upper (x : ℚ_dyadic) : ℚ_dyadic := by sorry
```","```lean
def Dyadic.upper (x : Dyadic) : Dyadic :=
  Dyadic.mkRat (Dyadic.num x + 1) (Dyadic.den_mem_powers x)
```",10,0,T,A provides concrete implementation; B is a sorry placeholder.,True,False,6,9
1180334,NatOrdinal.of_symm,combinatorial-games,CombinatorialGames.NatOrdinal.Basic,0,71,"The symmetry of the order isomorphism `NatOrdinal.of` is equal to `NatOrdinal.val`; in other words, the inverse of the order isomorphism that maps from natural ordinals to ordinals is the function that extracts the underlying ordinal from a natural ordinal.",NatOrdinal.of_symm.{u_1} : OrderIso.symm NatOrdinal.of = NatOrdinal.val,"```lean
theorem NatOrdinal.symm_of_eq_val : (NatOrdinal.of).symm = NatOrdinal.val := by sorry
```","```lean
theorem NatOrdinal.of_symm_eq_val : NatOrdinal.of.symm = NatOrdinal.val := by sorry
```",21,0,tie,Both candidates correctly express the equality NatOrdinal.of.symm = NatOrdinal.val with only minor naming differences.,False,False,7,7
1139856,SurrealHahnSeries.coeff_single_of_ne,combinatorial-games,CombinatorialGames.Surreal.HahnSeries.Basic,0,143,The coefficient at position $y$ of the surreal Hahn series that is the single term $r$ at position $x$ equals zero when $x \neq y$.,"SurrealHahnSeries.coeff_single_of_ne.{u_1} {x y : Surreal} (h : x ≠ y) (r : ℝ) :
  SurrealHahnSeries.coeff (SurrealHahnSeries.single x r) y = 0","```lean
theorem HahnSeries.coeff_single_eq_zero {R : Type*} {Γ : Type*} [Zero R] [Preorder Γ]
    {r : R} {x y : Γ} (hne : x ≠ y) : (HahnSeries.single x r).coeff y = 0 := by sorry
```","```lean
theorem SurrealHahnSeries.coeff_single_of_ne (x y : Surreal) (r : ℝ) (h : x ≠ y) :
  SurrealHahnSeries.coeff (SurrealHahnSeries.single x r) y = 0 := by sorry
```",31,0,T,A matches target signature exactly; B is generic HahnSeries theorem with different types and namespace.,False,False,26,13
1077551,Surreal.Cut.neg_sInf,combinatorial-games,CombinatorialGames.Surreal.Cut,1,70,The negation of the infimum of a set of surreal cuts equals the supremum of the set of negations of those cuts.,Surreal.Cut.neg_sInf.{u_1} (s : Set Surreal.Cut) : -sInf s = sSup (-s),"```lean
theorem neg_infimum_eq_supremum_neg (s : Set (SurrealCut)) : 
  -⨅ s = ⨆ (x ∈ s), -x := by sorry
```","```lean
theorem Surreal.Cut.neg_sInf_eq_sSup_neg {s : Set Surreal.Cut} : -sInf s = sSup (-s) := by sorry
```",67,0,T,"A matches target exactly: -sInf s = sSup (-s). B uses indexed supremum ⨆(x∈s),-x which is semantically different from sSup(-s).",False,False,12,7
1149479,Surreal.Cut.mem_right_rightSurreal,combinatorial-games,CombinatorialGames.Surreal.Cut,0,117,"The theorem states that for surreal numbers $x$ and $y$, the surreal number $y$ is a member of the right set of the right surreal cut of $x$ if and only if $x < y$.",Surreal.Cut.mem_right_rightSurreal.{u_1} {x y : Surreal} : y ∈ Surreal.Cut.right (Surreal.Cut.rightSurreal x) ↔ x < y,"```lean
theorem Surreal.mem_rightCut_right {x y : Surreal} : y ∈ (rightCut x).right ↔ x < y := by sorry
```","```lean
theorem Surreal.mem_rightSurreal_right_iff (x y : Surreal) : y ∈ Surreal.Cut.right (Surreal.Cut.rightSurreal x) ↔ x < y := by sorry
```",34,0,T,"B exactly matches the target signature with full namespace qualification, while A uses undefined abbreviations (rightCut).",False,False,8,7
1196328,Surreal.wlog_antitoneOn,combinatorial-games,CombinatorialGames.Surreal.Pow,0,67,"The function `Surreal.wlog` is antitone (order-reversing) on the set of negative surreal numbers, that is, on the interval $(-\infty, 0)$.",Surreal.wlog_antitoneOn.{u_1} : AntitoneOn Surreal.wlog (Set.Iio 0),"```lean
theorem Surreal.wlog_antitone_neg : AntitoneOn Surreal.wlog {x : Surreal | x < 0}
```","```lean
theorem Surreal.wlog_antitoneOn : AntitoneOn Surreal.wlog (Set.Iio 0)
```",77,0,tie,Both candidates express the same theorem: Surreal.wlog is antitone on negative surreals. Set.Iio 0 and {x | x < 0} are definitionally equal.,False,False,9,2
1096371,Dyadic.intCast_eq_coe,combinatorial-games,CombinatorialGames.Mathlib.Dyadic,0,61,"The theorem states that for an integer $x$ and a dyadic rational $y$, casting $x$ to the dyadic rationals equals the casting of $y$ (to some common type) if and only if casting $x$ to the dyadic rationals equals $y$ itself.",Dyadic.intCast_eq_coe {x : ℤ} {y : Dyadic} : ↑x = ↑y ↔ ↑x = y,"```lean
theorem coe_int_eq_cast_dyadic_iff (x : ℤ) (y : ℚ_2) : (↑x : ℚ_2) = ↑y ↔ (↑x : ℚ_2) = y := by sorry
```","```lean
theorem intCast_eq_iff (x : ℤ) (y : Dyadic) : (↑x : Dyadic) = ↑(↑y : ℚ) ↔ (↑x : Dyadic) = y := by sorry
```",23,0,B,B matches signature exactly; A adds spurious cast to ℚ making RHS ill-typed,False,False,15,18
1006766,Surreal.Cut.leftGame_toGame,combinatorial-games,CombinatorialGames.Surreal.Cut,8,117,"The left game of a surreal number, when viewed as a game, equals the left surreal of that surreal number.",Surreal.Cut.leftGame_toGame.{u_1} (x : Surreal) : Surreal.Cut.leftGame (Surreal.toGame x) = Surreal.Cut.leftSurreal x,"```lean
theorem leftGame_eq_leftSurreal (x : Surreal) : LeftGame x = LeftSurreal x := by sorry
```","```lean
theorem Surreal.leftGame_eq_toGame_leftSurreal (x : Surreal) : 
  Surreal.Cut.leftGame (Surreal.toGame x) = Surreal.Cut.leftSurreal x := by sorry
```",53,0,T,A matches target signature exactly with correct namespacing. B uses undefined LeftGame/LeftSurreal without Cut namespace.,False,False,9,5
1059311,IGame.Numeric.mul_neg_of_pos_of_neg,combinatorial-games,CombinatorialGames.Surreal.Multiplication,2,131,"**Theorem**: If `x` and `y` are numeric impartial games where `x` is positive (greater than zero) and `y` is negative (less than zero), then their product `x * y` is negative (less than zero).","IGame.Numeric.mul_neg_of_pos_of_neg.{u_1} {x y : IGame} [IGame.Numeric x] [IGame.Numeric y] (hx : 0 < x) (hy : y < 0) :
  x * y < 0","```lean
theorem mul_neg_of_pos_of_neg {G : Type*} [LinearOrderedField G] {x y : G} (hx : 0 < x) (hy : y < 0) : x * y < 0 := by sorry
```","```lean
theorem mul_neg_of_pos_of_neg_igame {x y : IGame} (hx : 0 < x) (hy : y < 0) : x * y < 0 := by sorry
```",33,0,T,B uses IGame type matching target; A uses unrelated LinearOrderedField G.,False,False,13,9
1141572,NatOrdinal.of_val,combinatorial-games,CombinatorialGames.NatOrdinal.Basic,0,82,"The theorem states that for any natural ordinal $a$, applying the constructor `of` to the underlying ordinal value of $a$ (obtained via `val`) returns the original natural ordinal $a$.",NatOrdinal.of_val.{u_1} (a✝ : NatOrdinal) : NatOrdinal.of (NatOrdinal.val a✝) = a✝,"```lean
theorem Nat.Ordinal.ofVal_val (a : Nat.Ordinal) : Nat.Ordinal.of (Nat.Ordinal.val a) = a
```","```lean
theorem NatOrdinal.of_val (a : NatOrdinal) : NatOrdinal.of (NatOrdinal.val a) = a := by sorry
```",24,0,T,A uses wrong namespace Nat.Ordinal vs NatOrdinal and wrong name ofVal_val vs of_val,False,False,8,8
1114190,NatOrdinal.toSurreal_zero,combinatorial-games,CombinatorialGames.Surreal.Ordinal,1,60,The theorem states that the surreal number corresponding to the natural ordinal zero is equal to the surreal number zero.,NatOrdinal.toSurreal_zero.{u_1} : NatOrdinal.toSurreal 0 = 0,"```lean
theorem surreal_of_nat_zero : Surreal.ofNat 0 = 0 := by sorry
```","```lean
theorem NatOrdinal.toSurreal_zero : NatOrdinal.toSurreal 0 = 0 := by sorry
```",42,0,T,B exactly matches target signature; A uses different name and possibly different function (Surreal.ofNat vs NatOrdinal.toSurreal).,False,False,6,5
1096246,Real.toIGame_add_dyadic_equiv,combinatorial-games,CombinatorialGames.Surreal.Real,3,79,"The theorem states that for any real number $x$ and any dyadic rational number $q$, when both are converted to impartial games, the sum $x + q$ (as real numbers) converted to a game is equivalent to the sum of the individually converted games $x$ and $q$.",Real.toIGame_add_dyadic_equiv.{u_1} (x : ℝ) (q : Dyadic) : ↑(x + ↑↑q) ≈ ↑x + ↑q,"```lean
theorem add_dyadic_game_equiv (x : ℝ) (q : Dyadic) : 
  (↑(x + ↑q) : Game) = (↑x : Game) + (↑q : Game)
```","```lean
theorem Real.toIGame_add_dyadic_equiv (x : ℝ) (q : Dyadic) : ↑(x + ↑q) ≈ ↑x + ↑↑q := by sorry
```",35,0,T,"B matches target name, types (≈ not =), and coercion structure exactly; A uses wrong name and = instead of ≈.",False,False,13,7
1058323,IGame.subposition_of_subposition_of_wsubposition,combinatorial-games,CombinatorialGames.Game.IGame,4,157,"The theorem states that if x is a subposition of y and y is a weak subposition of z in the context of impartial games, then x is a subposition of z, establishing that the subposition relation is transitive when composed with the weak subposition relation.","IGame.subposition_of_subposition_of_wsubposition.{u_1} {x y z : IGame} (hxy : IGame.Subposition x y)
  (hyz : IGame.WSubposition y z) : IGame.Subposition x z","```lean
theorem subposition_of_subposition_weakSubposition {x y z : ImpartialGame} 
    (h1 : Subposition x y) (h2 : WeakSubposition y z) : Subposition x z
```","```lean
theorem IGame.Subposition.trans_wsubposition {x y z : IGame} (h₁ : IGame.Subposition x y) (h₂ : IGame.WSubposition y z) : IGame.Subposition x z
```",9,0,T,A matches target exactly with IGame types and WSubposition. B uses wrong types (ImpartialGame) and wrong name (WeakSubposition).,False,False,8,4
1076144,Nimber.mul_assoc,combinatorial-games,CombinatorialGames.Nimber.Field,2,65,"The multiplication operation on nimbers is associative: for any three nimbers $a$, $b$, and $c$, the product $(a \cdot b) \cdot c$ equals $a \cdot (b \cdot c)$.",Nimber.mul_assoc.{u_1} (a b c : Nimber) : a * b * c = a * (b * c),"```lean
theorem nimber_mul_assoc (a b c : Nimber) : (a * b) * c = a * (b * c) := by sorry
```","```lean
theorem Nimber.mul_assoc (a b c : Nimber) : (a * b) * c = a * (b * c) := by sorry
```",94,0,T,Candidate A matches the target name 'Nimber.mul_assoc' exactly; Candidate B uses 'nimber_mul_assoc'.,False,False,7,7
