node_id,full_name,project,module,indeg,sig_len,NL,F_signature,F_B,F_T,dep_count,dep_truncated,judge_prefer,judge_notes,vacuous_B,vacuous_T,edit_dist_B,edit_dist_T
867509,FirstOrder.Language.Theory.not_isOrderProp,cam-combi,LeanCamCombi.StableCombi.Formula,0,200,The negation of a first-order theory T being an order property is equivalent to T being stable.,"FirstOrder.Language.Theory.not_isOrderProp.{u_1, u_2} {L : FirstOrder.Language} {T : FirstOrder.Language.Theory L} :
  ¬FirstOrder.Language.Theory.IsOrderProp T ↔ FirstOrder.Language.Theory.IsStable T","```lean
theorem not_order_property_iff_stable (T : FirstOrderTheory L) : ¬(T.IsOrderProperty) ↔ T.IsStable
```","```lean
theorem FirstOrder.Language.Theory.not_isOrderProp_iff_isStable {L : FirstOrder.Language} {T : FirstOrder.Language.Theory L} : ¬FirstOrder.Language.Theory.IsOrderProp T ↔ FirstOrder.Language.Theory.IsStable T := by sorry
```",19,0,T,B matches target signature exactly with full qualified names and explicit parameters. A uses shortened names and implicit context.,False,False,12,5
862725,GraphTheory.ES1.q10,cam-combi,LeanCamCombi.GraphTheory.ExampleSheet1,0,189,"Looking at this theorem, I need to parse what it says about graphs, regularity, and clique numbers.

The theorem states: For a finite type α and a natural number n, there exists a regular simple graph G on α with some vertex x and degree k (where G is k-regular) such that the clique number of G equals n, if and only if either n ≤ (card α)/2 or n = card α.

In other words: **A natural number n can be realized as the clique number of some regular graph on a finite vertex set α if and only if n is at most half the number of vertices, or n equals the total number of vertices.**","GraphTheory.ES1.q10.{u_2} {α : Type u_2} [Fintype α] (n : ℕ) :
  (∃ G x k, SimpleGraph.IsRegularOfDegree G k ∧ SimpleGraph.cliqueNum G = n) ↔
    n ≤ Fintype.card α / 2 ∨ n = Fintype.card α","```lean
theorem regular_graph_clique_number (α : Type*) [Fintype α] (n : ℕ) :
  (∃ (G : SimpleGraph α) (x : α) (k : ℕ), G.IsRegularOfDegree k ∧ G.cliqueNumber = n) ↔
  n ≤ Fintype.card α / 2 ∨ n = Fintype.card α := by sorry
```","```lean
theorem regularGraphCliqueNumCharacterization {α : Type*} [Fintype α] (n : ℕ) :
  (∃ (G : SimpleGraph α) (k : ℕ), SimpleGraph.IsRegularOfDegree G k ∧ SimpleGraph.cliqueNum G = n) ↔ 
  (n ≤ Fintype.card α / 2 ∨ n = Fintype.card α)
```",39,0,tie,"Both match semantically; A omits unused x, B includes it as in target. Both valid.",False,False,21,13
813160,GrowthInGroups.Lecture2.remark_2_6_1,cam-combi,LeanCamCombi.GrowthInGroups.Lecture2,1,92,"The closed interval $[-k, k]$ in the additive group of real numbers is a $(2, 2)$-approximate additive subgroup for any natural number $k$.",GrowthInGroups.Lecture2.remark_2_6_1 (k : ℕ) : IsApproximateAddSubgroup 2 (Set.Icc (-↑k) ↑k),"```lean
theorem closedInterval_approxAddSubgroup (k : ℕ) : 
  ApproxAddSubgroup 2 2 (Set.Icc (-↑k : ℝ) ↑k) := by sorry
```","```lean
theorem closedInterval_isApproximateAddSubgroup (k : ℕ) : IsApproximateAddSubgroup 2 (Set.Icc (-↑k : ℝ) ↑k) := by sorry
```",175,0,T,A matches return type IsApproximateAddSubgroup; B uses different predicate ApproxAddSubgroup with extra parameter.,False,False,10,8
692259,GrowthInGroups.Lecture2.def_2_5,cam-combi,LeanCamCombi.GrowthInGroups.Lecture2,0,89,"Looking at the identifier path `GrowthInGroups.Lecture2.def_2_5`, this appears to be Definition 2.5 from Lecture 2 of a formalization about growth in groups.

The statement asserts a property (returns `Prop`) of a subset `S` of a group `G` with respect to a real number `K`. Without seeing the actual definition body, based on the context of growth in groups and the typical content of such lectures, this likely defines what it means for a set `S` in a group `G` to have a certain growth property characterized by the constant `K` (such as having bounded doubling, satisfying an inequality involving products of the set with itself, or similar growth conditions common in additive combinatorics and geometric group theory).",GrowthInGroups.Lecture2.def_2_5.{u_1} {G : Type u_1} [Group G] (S : Set G) (K : ℝ) : Prop,"```lean
def GrowthInGroups.Lecture2.def_2_5 {G : Type*} [Group G] (S : Set G) (K : ℝ) : Prop := by sorry
```","```lean
def GrowthInGroups.Lecture2.def_2_5 {G : Type*} [Group G] (S : Set G) (K : ℝ) : Prop := by sorry
```",4,0,tie,"Both candidates are identical and use sorry, matching the target signature exactly.",False,False,7,7
825792,not_isMulOrderProp,cam-combi,LeanCamCombi.StableCombi.AddSet,0,97,"The statement asserts that for a group $G$ and a subset $A$ of $G$, $A$ is not a multiplicative order property if and only if $A$ is multiplicatively stable.",not_isMulOrderProp.{u_1} {G : Type u_1} [Group G] {A : Set G} : ¬IsMulOrderProp A ↔ IsMulStable A,"```lean
theorem not_multiplicative_order_iff_multiplicatively_stable {G : Type*} [Group G] (A : Set G) :
    ¬(∀ a ∈ A, ∃ n : ℕ, n > 0 ∧ a ^ n = 1) ↔ ∀ a b ∈ A, a * b ∈ A := by sorry
```","```lean
theorem not_isMulOrderProp_iff_isMulStable {G : Type u} [Group G] (A : Set G) : ¬IsMulOrderProp A ↔ IsMulStable A := by sorry
```",17,0,T,A uses the correct type classes IsMulOrderProp and IsMulStable; B attempts to unfold them manually but doesn't match the target signature's named predicates.,False,False,35,8
791028,not_isAddOrderProp,cam-combi,LeanCamCombi.StableCombi.AddSet,0,100,"The theorem states that for an additive group $G$ and a subset $A$ of $G$, the negation of $A$ being an additive order property is equivalent to $A$ being additively stable.",not_isAddOrderProp.{u_1} {G : Type u_1} [AddGroup G] {A : Set G} : ¬IsAddOrderProp A ↔ IsAddStable A,"```lean
theorem neg_isAdditiveOrderProperty_iff_isAdditivelyStable {G : Type*} [AddGroup G] (A : Set G) :
  ¬ IsAdditiveOrderProperty A ↔ IsAdditivelyStable A := by sorry
```","```lean
theorem not_isAddOrderProp_iff_isAddStable {G : Type u_1} [AddGroup G] (A : Set G) : ¬IsAddOrderProp A ↔ IsAddStable A
```",17,0,T,B exactly matches target signature; A uses different names for the same concepts,False,False,12,4
677771,FirstOrder.Language.Theory.IsStable,cam-combi,LeanCamCombi.StableCombi.Formula,4,114,"A first-order theory T in a language L is called stable if for every cardinal κ, every model of T with cardinality κ has at most κ-many complete types over sets of parameters of size at most κ.","FirstOrder.Language.Theory.IsStable.{u_1, u_2} {L : FirstOrder.Language} (T : FirstOrder.Language.Theory L) : Prop","```lean
def Stable (T : FirstOrderTheory L) : Prop :=
  ∀ κ : Cardinal, ∀ M : Model T, 
    Cardinality M = κ → 
    (∃ A : Set M, Cardinality A ≤ κ → 
      Cardinality {p : CompleteType L M | ∃ (params : Finset (M ∪ A)), True} ≤ κ)
```","```lean
def FirstOrder.Language.Theory.IsStable {L : FirstOrder.Language} (T : FirstOrder.Language.Theory L) : Prop
```",7,0,T,A has wrong namespace/name and malformed definition; B matches target signature exactly as a declaration stub.,False,False,47,2
873417,IsApproximateSubgroup.pi,cam-combi,LeanCamCombi.Mathlib.Combinatorics.Additive.ApproximateSubgroup,0,254,"If for each index $i$ in a finite index set $\iota$, the set $A_i$ is a $K_i$-approximate subgroup of a group $G_i$, then the product set $\prod_{i \in \iota} A_i$ (viewed as a subset of the product group $\prod_{i \in \iota} G_i$) is a $(\prod_{i \in \iota} K_i)$-approximate subgroup.","IsApproximateSubgroup.pi.{u_2, u_3} {ι : Type u_2} {G : ι → Type u_3} [Fintype ι] [(i : ι) → Group (G i)]
  {A : (i : ι) → Set (G i)} {K : ι → ℝ} (hA : ∀ (i : ι), IsApproximateSubgroup (K i) (A i)) :
  IsApproximateSubgroup (∏ i, K i) (Set.pi Set.univ A)","```lean
theorem approxSubgroup_prod {ι : Type*} [Fintype ι] {G : ι → Type*} [∀ i, Group (G i)] {A : ∀ i, Set (G i)} {K : ι → ℕ} (h : ∀ i, ApproxSubgroup K (A i) (G i)) : ApproxSubgroup (∏ i, K i) (Set.pi univ A) (∀ i, G i)
```","```lean
theorem isApproximateSubgroup_pi {ι : Type u} [Fintype ι] {G : ι → Type v} [(i : ι) → Group (G i)] {K : ι → ℝ} {A : ι → Set (G i)}
    (hA : ∀ i, IsApproximateSubgroup (K i) (A i)) :
    IsApproximateSubgroup (∏ i, K i) (Set.pi Set.univ A) := by sorry
```",125,0,T,"B matches signature exactly: IsApproximateSubgroup with ℝ types and correct syntax. A uses wrong predicate name, ℕ instead of ℝ, wrong arity.",False,False,31,25
864494,GraphTheory.ES1.q14_part2,cam-combi,LeanCamCombi.GraphTheory.ExampleSheet1,0,304,"The theorem states that for a set relation $r$ between countable types $\alpha$ and $\beta$ (where $\beta$ has decidable equality), if for every finite subset $A$ of $\alpha$ the cardinality of $A$ is at most the cardinality of the image of $A$ under $r$, and if the image of each singleton set under $r$ is finite, then there exists an injective function $f : \alpha \to \beta$ such that for every element $a$ in $\alpha$, the pair $(a, f(a))$ belongs to the relation $r$.","GraphTheory.ES1.q14_part2.{u_2, u_3} {α : Type u_2} {β : Type u_3} [DecidableEq β] [Countable α] [Countable β]
  (r : SetRel α β) [(a : α) → Fintype ↑(SetRel.image r {a})]
  (hr : ∀ (A : Finset α), Finset.card A ≤ Fintype.card ↑(SetRel.image r ↑A)) :
  ∃ f, Function.Injective f ∧ ∀ (a : α), (a, f a) ∈ r","```lean
theorem exists_injective_of_relation_card_le [Countable α] [Countable β] [DecidableEq β] 
  (r : α → β → Prop) 
  (h1 : ∀ A : Set α, A.Finite → Nat.card A ≤ Nat.card (r '' A)) 
  (h2 : ∀ a : α, (Set.range (r a)).Finite) : 
  ∃ f : α → β, Function.Injective f ∧ ∀ a : α, r a (f a) := by sorry
```","```lean
theorem exists_injective_function_of_relation {α β : Type*} [Countable α] [DecidableEq β]
    (r : SetRel α β)
    (h1 : ∀ A : Finset α, (A.card : ℕ) ≤ Fintype.card ↑(SetRel.image r ↑A))
    (h2 : ∀ a : α, Fintype.card ↑(SetRel.image r {a}) < ω) :
    ∃ (f : α → β), Function.Injective f ∧ ∀ a : α, (a, f a) ∈ r := by sorry
```",50,0,tie,Both differ significantly from target: A uses incorrect type for h1 and adds h2; B changes from SetRel to Prop and alters hypotheses structure.,False,False,51,43
714635,Finset.OrderShatters,cam-combi,LeanCamCombi.PlainCombi.OrderShatter,4,109,"Looking at the definition, `Finset.OrderShatters` is a predicate that takes a finite set of finite sets (of type `Finset (Finset α)`) and a list (of type `List α`) where `α` has decidable equality and a linear order. The predicate asserts that the given finite set of finite sets ""order-shatters"" the given list, meaning that for every possible way of selecting elements from the list while respecting the linear order, there exists a corresponding set in the collection that matches that selection pattern.

Token count: 110",Finset.OrderShatters.{u_1} {α : Type u_1} [DecidableEq α] [LinearOrder α] : Finset (Finset α) → List α → Prop,"```lean
def Finset.OrderShatters {α : Type*} [DecidableEq α] [LinearOrder α] (S : Finset (Finset α)) (l : List α) : Prop := by sorry
```","```lean
def Finset.OrderShatters {α : Type u_1} [DecidableEq α] [LinearOrder α] : Finset (Finset α) → List α → Prop
```",24,0,T,"A uses explicit args with := by sorry (definition body), B uses → Prop (declaration only). B matches target signature structure exactly.",False,False,13,2
733783,Finset.certificator_subset_inter,cam-combi,LeanCamCombi.PlainCombi.VanDenBergKesten,2,141,The certificator of two finsets $s$ and $t$ (over a type with a Boolean algebra structure) is a subset of the intersection $s \cap t$.,"Finset.certificator_subset_inter.{u_1} {α : Type u_1} [BooleanAlgebra α] {s t : Finset α} [DecidableEq α] :
  Finset.certificator s t ⊆ s ∩ t","```lean
theorem certificator_subset_inter {α : Type*} [BooleanAlgebra α] (s t : Finset α) : certificator s t ⊆ s ∩ t := by sorry
```","```lean
theorem Finset.certificator_subset_inter {α : Type u_1} [BooleanAlgebra α] (s t : Finset α) :
    Finset.certificator s t ⊆ s ∩ t
```",38,0,T,A uses explicit braces for BooleanAlgebra and DecidableEq matching target; B omits DecidableEq and uses Type*.,False,False,12,6
807539,GraphTheory.ES1.q13,cam-combi,LeanCamCombi.GraphTheory.ExampleSheet1,0,182,"The theorem states that given a finite type α, an embedding g from β to α, and a function f from β to α → α that is Latin (meaning each f(b) is a bijection), there exists a function f' from α to α → α such that f' composed with g equals f, and f' is also Latin.","GraphTheory.ES1.q13.{u_2, u_3} {α : Type u_2} {β : Type u_3} [Finite α] (g : β ↪ α) (f : β → α → α)
  (hf : GraphTheory.ES1.IsLatin f) : ∃ f', f' ∘ ⇑g = f ∧ GraphTheory.ES1.IsLatin f","```lean
theorem latin_extension {α β : Type*} [Fintype α] (g : β ↪ α) (f : β → α → α)
    (hf : ∀ b, Function.Bijective (f b)) :
    ∃ f' : α → α → α, (∀ b, f' (g b) = f b) ∧ (∀ a, Function.Bijective (f' a))
```","```lean
theorem latinExtension {α β : Type*} [Finite α] (g : β ↪ α) (f : β → α → α) 
  (hf : GraphTheory.ES1.IsLatin f) : 
  ∃ (f' : α → α → α), Function.comp f' g = f ∧ GraphTheory.ES1.IsLatin f' := by sorry
```",20,0,T,"A correctly uses IsLatin twice; B expands IsLatin to Bijective and changes composition form, deviating more from target.",False,False,31,22
826635,GraphTheory.ES1.q15_part1,cam-combi,LeanCamCombi.GraphTheory.ExampleSheet1,0,173,"This theorem states that there exists a positive constant ε such that for any finite type α, there exists a specific element x (depending on α) with the property that for every function f from α to the plane (ℝ × ℝ), the distortion of f is at least ε times the square root of the cardinality of α.","GraphTheory.ES1.q15_part1.{u_5} :
  ∃ ε,
    0 < ε ∧
      ∀ (α : Type u_5) [inst : Fintype α], ∃ x, ∀ (f : α → ℝ × ℝ), ε * √↑(Fintype.card α) ≤ GraphTheory.ES1.distortion f","```lean
theorem exists_positive_epsilon_distortion : ∃ ε > 0, ∀ (α : Type*) [Fintype α], ∃ x, ∀ (f : α → ℝ × ℝ), ε * (Fintype.card α).sqrt ≤ distortion f
```","```lean
theorem exists_eps_distortion_lower_bound : ∃ (ε : ℝ), 0 < ε ∧ ∀ {α : Type*}, Fintype α → ∃ (x : α), ∀ (f : α → ℝ × ℝ), ε * Real.sqrt (Fintype.card α) ≤ GraphTheory.ES1.distortion f
```",48,0,tie,"Both match semantically: ε>0, forall α[Fintype α], exists x, forall f, ε√|α|≤distortion f. Different sugaring only.",False,False,15,16
860017,GraphTheory.ES1.q12,cam-combi,LeanCamCombi.GraphTheory.ExampleSheet1,0,324,"For any simple graph $G$ on a type $α$ (with decidable equality and adjacency) and any finite set $s$ of vertices, there exist two disjoint sets $u$ and $v$ whose union is $s$, such that every vertex in $u$ has an even number of neighbors in $u$, and every vertex in $v$ has an even number of neighbors in $v$.","GraphTheory.ES1.q12.{u_2} {α : Type u_2} [DecidableEq α] (G : SimpleGraph α) [DecidableRel (SimpleGraph.Adj G)]
  (s : Finset α) :
  ∃ u v,
    Disjoint u v ∧
      u ∪ v = s ∧
        (∀ a ∈ u, Even (Cardinal.mk ↥({b ∈ u | SimpleGraph.Adj G a b}))) ∧
          ∀ a ∈ v, Even (Cardinal.mk ↥({b ∈ v | SimpleGraph.Adj G a b}))","```lean
def SimpleGraph.evenNeighborhoodPartition {α : Type*} [DecidableEq α] (G : SimpleGraph α) (s : Finset α) :
    ∃ (u v : Finset α), Disjoint u v ∧ u ∪ v = s ∧
    (∀ a ∈ u, Even (G.neighborFinset a |>.filter (· ∈ u) |>.card)) ∧
    (∀ b ∈ v, Even (G.neighborFinset b |>.filter (· ∈ v) |>.card)) := by sorry
```","```lean
theorem exists_disjoint_partition_even_neighbors {α : Type*} [DecidableEq α] (G : SimpleGraph α) (s : Finset α) [DecidableRel G.Adj] : ∃ (u v : Finset α), Disjoint u v ∧ u ∪ v = s ∧ (∀ x ∈ u, Even (Finset.card (Finset.filter (G.Adj x) u))) ∧ (∀ x ∈ v, Even (Finset.card (Finset.filter (G.Adj x) v))) := by sorry
```",45,0,T,A uses Finset.card matching target's Cardinal.mk better; B uses def instead of theorem and neighborFinset differs from set comprehension.,False,False,33,35
