node_id,full_name,F_signature,NL,F_T,dep_count,F_Tnames,dep_names_count,judge_T_vs_Tnames,judge_T_vs_Tnames_notes,vacuous_Tnames,edit_dist_Tnames,F_Trandom,rand_count,judge_T_vs_Trandom,judge_T_vs_Trandom_notes,vacuous_Trandom,edit_dist_Trandom
1770359,OneDef,"OneDef.{u_1, u_2} (C : Type) [CategoryTheory.Category.{u_2, 0} C] (R : Type) [DivisionRing R]
  (F : CategoryTheory.Functor C (ModuleCat R)) : 1 = CategoryTheory.CategoryStruct.id F","The theorem states that in the context of a category C, a division ring R, and a functor F from C to the category of R-modules, the multiplicative identity element 1 equals the identity morphism of F.","```lean
theorem one_eq_id {u_1 u_2 : Level} {C : Type u_1} [CategoryTheory.Category.{u_1, 0} C] {R : Type u_2} [DivisionRing R] (F : CategoryTheory.Functor C (ModuleCat R)) : (1 : EndRing C R F) = CategoryTheory.CategoryStruct.id F
```",21,"```lean
theorem div_ring_functor_one_eq_id {C : Type*} [CategoryTheory.Category C] (R : Type*) [DivisionRing R] (F : C ⥤ ModuleCat R) : (1 : EndRing F) = CategoryTheory.CategoryStruct.id F := by sorry
```",21,T,A matches target's explicit universes and uses proper categorical id. B omits universe vars and may have incorrect EndRing arity.,False,18,"```lean
theorem one_eq_id (C : Type) [CategoryTheory.Category C] (R : Type) [DivisionRing R]
  (F : CategoryTheory.Functor C (ModuleCat R)) :
  (1 : EndRing C R F) = CategoryTheory.NatTrans.id F := by sorry
```",21,T,A matches CategoryStruct.id exactly; B uses NatTrans.id which differs despite potential definitional equality,False,14
1770356,MulDef,"MulDef.{u_1, u_2} (C : Type) [CategoryTheory.Category.{u_1, 0} C] (R : Type) [DivisionRing R]
  (F : CategoryTheory.Functor C (ModuleCat R)) (e f : EndRing C R F) : e * f = CategoryTheory.CategoryStruct.comp f e","Looking at this declaration, it states that in the definition of multiplication for the endomorphism ring of a functor from a category C to the category of R-modules (where R is a division ring), the product of two endomorphisms e and f is defined to be the composition f followed by e (in that order).

In other words, this defines the multiplication operation on endomorphisms by setting e * f equal to the categorical composition f ∘ e, establishing the convention that multiplication corresponds to composition read from right to left.","```lean
def EndRing.mul_def {C : Type u_1} [CategoryTheory.Category.{u_1, 0} C] {R : Type u_2} [DivisionRing R]
  {F : CategoryTheory.Functor C (ModuleCat R)} (e f : EndRing C R F) :
  e * f = CategoryTheory.CategoryStruct.comp f e := Eq.refl _
```",21,"```lean
theorem EndRing.mul_eq_comp {R : Type*} [DivisionRing R] {C : Type*} [CategoryTheory.Category C]
    (F : CategoryTheory.Functor C (ModuleCat R)) (e f : EndRing F) :
    e * f = f ∘ e := Eq.refl _
```",21,T,B matches target signature exactly including def vs theorem and explicit universe levels. Both are vacuous (refl).,True,18,"```lean
theorem CompIsCommutative : ∀ (C : Type) [CategoryTheory.Category.{u_1, 0} C] (R : Type) [DivisionRing R]
  (F : CategoryTheory.Functor C (ModuleCat R)) (e f : EndRing C R F),
  e * f = CategoryTheory.CategoryStruct.comp f e := by sorry
```",21,T,B matches the target signature exactly; A unnecessarily quantifies all parameters and uses sorry,False,9
1783911,refinement.carrier,"refinement.carrier.{u_1} {α : Type u_1} [CompleteLattice α] [BoundedOrder α] {S : Set α} (self : refinement S) :
  Set (Set α)","Looking at this declaration, `refinement.carrier` is a function that takes a refinement structure on a subset S of a complete bounded lattice α, and returns a set of subsets of α.

In other words, given a refinement of S (where α is a complete lattice with top and bottom elements), the carrier is the underlying collection of sets that constitutes this refinement.","```lean
def refinement.carrier {α : Type u_1} [CompleteLattice α] [BoundedOrder α] {S : Set α} (r : refinement S) : Set (Set α)
```",13,"```lean
def refinement.carrier {α : Type*} [CompleteLattice α] {S : Set α} (r : refinement S) : Set (Set α)
```",13,T,"Candidate A matches the target signature exactly with explicit universe u_1 and BoundedOrder constraint, while B omits BoundedOrder and uses Type*.",False,7,"```lean
def refinement.carrier {α : Type*} [CompleteLattice α] [BoundedOrder α] {S : Set α} (R : refinement S) : Set (Set α)
```",13,tie,Both match the target signature; only differ in parameter name (self vs R vs r) which is semantically irrelevant.,False,5
1809998,PersistenceSubmodule.coe_iSup,"PersistenceSubmodule.coe_iSup.{u_1, u_2, u_3} {C : Type} [CategoryTheory.Category.{u_2, 0} C] {K : Type}
  [DivisionRing K] {M : CategoryTheory.Functor C (ModuleCat K)} {ι : Sort u_1} (f : ι → PersistenceSubmodule M) :
  ⇑(⨆ i, f i) = ⨆ i, ⇑(f i)","The coercion of the supremum of a family of persistence submodules equals the supremum of the coercions of those persistence submodules: for any indexed family of persistence submodules `f` over an index type `ι`, the coercion of `⨆ i, f i` equals `⨆ i, ⇑(f i)`.","```lean
theorem PersistenceSubmodule.coe_iSup {C : Type} [CategoryTheory.Category.{u_1, 0} C] {K : Type} [DivisionRing K]
    {M : CategoryTheory.Functor C (ModuleCat K)} {ι : Sort u_2} (f : ι → PersistenceSubmodule M) :
    ⇑(⨆ i, f i) = ⨆ i, ⇑(f i) := by sorry
```",70,"```lean
theorem PersistenceSubmodule.coe_iSup {R : Type*} {M : Type*} [DivisionRing R] [AddCommGroup M] [Module R M] {ι : Type*} (f : ι → PersistenceSubmodule R M) : ⇑(⨆ i, f i) = ⨆ i, ⇑(f i) := by sorry
```",70,T,"Candidate A matches the target signature structure with categorical functors and correct universe levels, while B uses unrelated types R and M instead of the required category theory context.",False,23,"```lean
PersistenceSubmodule.coe_iSup : PersistenceSubmodule.coe_iSup.{u_1, u_2, u_3} {C : Type} [CategoryTheory.Category.{u_2, 0} C] {K : Type}
  [DivisionRing K] {M : CategoryTheory.Functor C (ModuleCat K)} {ι : Sort u_1} (f : ι → PersistenceSubmodule M) :
  ⇑(⨆ i, f i) = ⨆ i, ⇑(f i)
```",31,Trandom,"A matches target signature exactly including universe levels u_1,u_2,u_3. B has mismatched universe levels (u_1,u_2 instead of u_2,u_1).",False,2
1815772,IsZero_Bump_apply_of_not_mem,"IsZero_Bump_apply_of_not_mem.{u, v, u_1, u_2} {A : Type u} [CategoryTheory.Category.{v, u} A] {C : Type u_1}
  [CategoryTheory.Category.{u_2, u_1} C] (e : A) {S : Set C} {z : A} (hz : CategoryTheory.Limits.IsZero z) (hS : good S)
  {x : C} (hx : x ∉ S) : CategoryTheory.Limits.IsZero (CategoryTheory.Functor.obj (Bump e hz hS) x)","Looking at this theorem, it states that for a category $A$ with an object $e$, a category $C$, a zero object $z$ in $A$, a ""good"" set $S$ of objects in $C$, and an object $x$ in $C$ that is not in $S$, the functor ""Bump"" (which depends on $e$, $z$, and $S$) maps $x$ to a zero object in $A$.","```lean
theorem Bump_maps_not_in_S_to_zero {A : Type u} [CategoryTheory.Category.{v, u} A] {C : Type u_1}
  [CategoryTheory.Category.{u_2, u_1} C] (e : A) {S : Set C} {z : A} (hz : CategoryTheory.Limits.IsZero z)
  (hS : good S) (x : C) (hx : x ∉ S) :
  CategoryTheory.Limits.IsZero ((Bump e hz hS).obj x) := by sorry
```",22,"```lean
theorem Bump_maps_outside_good_set_to_zero {A C : Type*} [CategoryTheory.Category A] [CategoryTheory.Category C]
    (e : A) (z : A) [CategoryTheory.Limits.IsZero z] (S : Set C) (hS : good S)
    (x : C) (hx : x ∉ S) : CategoryTheory.Limits.IsZero ((Bump e z S).obj x) := by sorry
```",22,T,B matches target signature exactly with correct argument structure and explicit/implicit parameters; A incorrectly uses typeclass for hz.,False,33,"```lean
theorem Bump_apply_of_not_mem_is_zero {A : Type u} [CategoryTheory.Category.{v, u} A] {C : Type u_1}
  [CategoryTheory.Category.{u_2, u_1} C] (e : A) {S : Set C} {z : A} (hz : CategoryTheory.Limits.IsZero z) (hS : good S)
  {x : C} (hx : x ∉ S) : CategoryTheory.Limits.IsZero (CategoryTheory.Functor.obj (Bump e hz hS) x) := by sorry
```",13,tie,Both candidates match the target signature semantically with identical types and argument structure. Only names differ.,False,7
1895398,DirectSumDecomposition.sSupIndep,"DirectSumDecomposition.sSupIndep.{u_1} {C : Type} [CategoryTheory.Category.{0, 0} C] {K : Type} [DivisionRing K]
  {M : CategoryTheory.Functor C (ModuleCat K)} (D : DirectSumDecomposition M) : sSupIndep ↑D","Looking at this declaration, it states that given a direct sum decomposition `D` of a functor `M` from category `C` to the category of `K`-modules (where `K` is a division ring), the underlying set of subobjects in the decomposition `D` is supremum-independent (sSupIndep).

In other words, for any direct sum decomposition of a functor into module categories, the collection of summands forms an independent family with respect to the supremum operation.","```lean
theorem DirectSumDecomposition.sSupIndep {C : Type} [CategoryTheory.Category.{0, 0} C] {K : Type} [DivisionRing K]
  {M : CategoryTheory.Functor C (ModuleCat K)} (D : DirectSumDecomposition M) :
  sSupIndep (DirectSumDecomposition.carrier D) := by sorry
```",15,"```lean
theorem DirectSumDecomposition.sSupIndep
    {C : Type*} [CategoryTheory.Category C]
    {K : Type*} [DivisionRing K]
    {M : CategoryTheory.Functor C (ModuleCat K)}
    (D : DirectSumDecomposition M) :
    sSupIndep (D.summands : Set (PersistenceSubmodule M)) := by sorry
```",15,T,"A uses .carrier which matches ↑D coercion, B uses .summands field which may differ from the intended coercion.",False,14,"```lean
DirectSumDecomposition.sSupIndep : {C : Type} → [CategoryTheory.Category.{0, 0} C] → {K : Type} → [DivisionRing K] → {M : CategoryTheory.Functor C (ModuleCat K)} → (D : DirectSumDecomposition M) → sSupIndep ↑D
```",15,Trandom,"A matches the target signature exactly, including ↑D coercion. B unnecessarily expands ↑D to carrier and includes a proof body.",False,8
1917193,Bump_apply_of_not_mem,"Bump_apply_of_not_mem.{u, v, u_1, u_2} {A : Type u} [CategoryTheory.Category.{v, u} A] {C : Type u_1}
  [CategoryTheory.Category.{u_2, u_1} C] (e : A) {S : Set C} {z : A} (hz : CategoryTheory.Limits.IsZero z) (hS : good S)
  {x : C} (hx : x ∉ S) : CategoryTheory.Functor.obj (Bump e hz hS) x = z","Looking at this declaration, it states a property of the `Bump` functor: Given a category `A` with an element `e`, a zero object `z` in `A`, a ""good"" subset `S` of objects in another category `C`, if an object `x` in `C` is not a member of the set `S`, then applying the `Bump` functor (constructed from `e`, `z`, and `S`) to `x` yields the zero object `z`.","```lean
theorem Bump_obj_not_mem {A : Type u} [CategoryTheory.Category.{v, u} A] {C : Type u_1}
  [CategoryTheory.Category.{u_2, u_1} C] (e : A) {S : Set C} {z : A} (hz : CategoryTheory.Limits.IsZero z)
  (hS : good S) {x : C} (hx : x ∉ S) : (Bump e hz hS).obj x = z
```",25,"```lean
theorem Bump.apply_of_not_mem {A C : Type*} [CategoryTheory.Category A] [CategoryTheory.Category C] 
    (e : A) (z : A) (S : Set C) (hS : good S) (x : C) (hx : x ∉ S) : 
    (Bump e z S).obj x = z := by sorry
```",25,T,"B matches target signature exactly including universe levels, implicit/explicit arguments, and hypothesis names. A differs significantly.",False,32,"```lean
theorem Bump_apply_of_not_mem {A : Type u} [CategoryTheory.Category A] {C : Type u_1}
  [CategoryTheory.Category C] (e : A) {S : Set C} {z : A} (hz : CategoryTheory.Limits.IsZero z)
  (hS : good S) {x : C} (hx : x ∉ S) :
  CategoryTheory.Functor.obj (Bump e hz hS) x = z := by sorry
```",13,Trandom,B matches target name and makes universe levels explicit in signature matching target's form exactly,False,11
1802604,DirectSumDecomposition.sSup_eq_top',"DirectSumDecomposition.sSup_eq_top'.{u_1} {C : Type} [CategoryTheory.Category.{0, 0} C] {K : Type} [DivisionRing K]
  {M : CategoryTheory.Functor C (ModuleCat K)} (self : DirectSumDecomposition M) :
  sSup (DirectSumDecomposition.carrier self) = ⊤","Looking at this declaration, it states that for a direct sum decomposition of a functor M from a category C to the category of modules over a division ring K, the supremum (join) of all the carrier submodules in the decomposition equals the top element (the entire module).

In other words, the submodules that make up the direct sum decomposition span the whole module when combined.","```lean
theorem DirectSumDecomposition.sSup_carrier_eq_top {C : Type} [CategoryTheory.Category C] {K : Type} [DivisionRing K] {M : CategoryTheory.Functor C (ModuleCat K)} (decomp : DirectSumDecomposition M) : sSup decomp.carrier = ⊤ := by sorry
```",20,"```lean
theorem DirectSumDecomposition.iSup_carrier_eq_top {K : Type*} [DivisionRing K] {C : Type*} [CategoryTheory.Category C] (M : CategoryTheory.Functor C (ModuleCat K)) (dec : DirectSumDecomposition M) : ⨆ (i : C), dec.carrier i = ⊤ := by sorry
```",20,T,B exactly matches target signature with sSup and implicit M; A uses iSup which differs semantically from sSup.,False,23,"```lean
DirectSumDecomposition.iSup_carrier_eq_top : ∀ {C : Type} [inst : CategoryTheory.Category.{0, 0} C] {K : Type} [inst : DivisionRing K] {M : CategoryTheory.Functor C (ModuleCat K)} (D : DirectSumDecomposition M), ⨆ p ∈ D.carrier, (p : PersistenceSubmodule M) = ⊤
```",20,T,Candidate A uses sSup matching target exactly; B uses iSup with explicit coercion which differs structurally despite possible semantic equivalence.,False,19
1870680,Bump_map,"Bump_map.{u, v, u_1, u_2} {A : Type u} [CategoryTheory.Category.{v, u} A] {C : Type u_1}
  [CategoryTheory.Category.{u_2, u_1} C] (e : A) {S : Set C} {z : A} (hz : CategoryTheory.Limits.IsZero z) (hS : good S)
  {x y : C} (x✝ : x ⟶ y) :
  CategoryTheory.Functor.map (Bump e hz hS) x✝ =
    if hx : x ∈ S then
      if hy : y ∈ S then CategoryTheory.eqToHom ⋯
      else
        CategoryTheory.CategoryStruct.comp (CategoryTheory.Limits.IsZero.from_ hz (if x ∈ S then e else z))
          (CategoryTheory.eqToHom ⋯)
    else
      CategoryTheory.CategoryStruct.comp (CategoryTheory.eqToHom ⋯)
        (CategoryTheory.Limits.IsZero.to_ hz (if y ∈ S then e else z))","The theorem `Bump_map` describes how a morphism is transformed under the ""Bump"" functor: given a morphism from x to y in category C, the functor's action depends on whether x and y belong to the set S. If both x and y are in S, the morphism is mapped to an equality-to-homomorphism; if x is in S but y is not, the morphism is composed with a zero morphism from the ""bumped"" object followed by an equality-to-homomorphism; if x is not in S, the morphism is composed with an equality-to-homomorphism followed by a zero morphism to the ""bumped"" object.","```lean
theorem Bump_map {A : Type u} [CategoryTheory.Category.{v, u} A] {C : Type u_1}
  [CategoryTheory.Category.{u_2, u_1} C] (e : A) {S : Set C} {z : A}
  (hz : CategoryTheory.Limits.IsZero z) (hS : good S) {x y : C} (f : x ⟶ y) :
  (Bump e hz hS).map f = dite (x ∈ S ∧ y ∈ S)
    (fun _ => CategoryTheory.eqToHom (Eq.refl e))
    (fun _ => dite (x ∈ S)
      (fun _ => CategoryTheory.eqToHom (Eq.refl e) ≫ hz.to_ y)
      (fun _ => hz.from_ x ≫ CategoryTheory.eqToHom (Eq.refl e))) := by
  sorry
```",32,"```lean
theorem Bump_map {C : Type*} [CategoryTheory.Category C] {S : Set C} (hS : good S) {x y : C}
    (f : x ⟶ y) :
    Bump S hS |>.map f =
      ite (x ∈ S ∧ y ∈ S) (CategoryTheory.eqToHom (by rfl))
        (ite (x ∈ S ∧ y ∉ S)
          (CategoryTheory.CategoryStruct.comp (CategoryTheory.Limits.IsZero.from_ (hS.out ⟨y⟩) _)
            (CategoryTheory.eqToHom (by rfl)))
          (CategoryTheory.CategoryStruct.comp (CategoryTheory.eqToHom (by rfl))
            (CategoryTheory.Limits.IsZero.to_ (hS.out ⟨x⟩) _)))
```",32,T,"B matches target's explicit parameters (e, z, hz) and bifunctor structure A×C; A omits these and changes types/logic flow",False,70,"```lean
theorem Bump_map {A : Type u} [CategoryTheory.Category.{v, u} A] {C : Type u_1}
  [CategoryTheory.Category.{u_2, u_1} C] (e : A) {S : Set C} {z : A} (hz : CategoryTheory.Limits.IsZero z)
  (hS : good S) {x y : C} (f : x ⟶ y) :
  CategoryTheory.Functor.map (Bump e hz hS) f =
    if hxy : x ∈ S ∧ y ∈ S then
      CategoryTheory.eqToHom (by simp [Bump_apply_of_mem e hz hS hxy.1, Bump_apply_of_mem e hz hS hxy.2])
    else if hx : x ∈ S then
      CategoryTheory.CategoryStruct.comp (CategoryTheory.eqToHom (by simp [Bump_apply_of_mem e hz hS hx, Bump_apply_of_not_mem e hz hS (by simp [hx, hxy])]))
        (hz.from_zero)
    else
      CategoryTheory.CategoryStruct.comp (hz.to_zero) (CategoryTheory.eqToHom (by simp [Bump_apply_of_not_mem e hz hS (by simp [hx, hxy])]))
```",13,tie,Both differ significantly from target's nested if-structure and use of hz.from_/to_ with conditional arguments. Neither matches target signature well.,False,55
1811066,Step3_2,"Step3_2.{u_1} (C : Type) [CategoryTheory.Category.{u_1, 0} C] (R : Type) [DivisionRing R] (X Y : C)
  (M : PtwiseFinitePersMod C R) (α : X ⟶ Y) (n : ℕ)
  (ηx :
    ↑(CategoryTheory.Functor.obj (PtwiseFinitePersMod.toFunctor M) X) →ₗ[R]
      ↑(CategoryTheory.Functor.obj (PtwiseFinitePersMod.toFunctor M) X))
  (ηy :
    ↑(CategoryTheory.Functor.obj (PtwiseFinitePersMod.toFunctor M) Y) →ₗ[R]
      ↑(CategoryTheory.Functor.obj (PtwiseFinitePersMod.toFunctor M) Y))
  (hnat :
    CategoryTheory.CategoryStruct.comp (CategoryTheory.Functor.map (PtwiseFinitePersMod.toFunctor M) α)
        (ModuleCat.ofHom (ηy ^ n)) =
      CategoryTheory.CategoryStruct.comp (ModuleCat.ofHom (ηx ^ n))
        (CategoryTheory.Functor.map (PtwiseFinitePersMod.toFunctor M) α))
  (x : ↑(CategoryTheory.Functor.obj (PtwiseFinitePersMod.toFunctor M) X)) (hx : x ∈ LinearMap.range (ηx ^ n)) :
  ∃ y,
    (CategoryTheory.ConcreteCategory.hom (CategoryTheory.Functor.map (PtwiseFinitePersMod.toFunctor M) α)) x = y ∧
      y ∈ LinearMap.range (ηy ^ n)","The theorem states that given a category $C$ with a division ring $R$, objects $X$ and $Y$ in $C$, a pointwise finite persistence module $M$, a morphism $\alpha: X \to Y$, a natural number $n$, and linear endomorphisms $\eta_x$ and $\eta_y$ on $M(X)$ and $M(Y)$ respectively that satisfy a naturality condition (namely that $M(\alpha) \circ \eta_y^n = \eta_x^n \circ M(\alpha)$), if an element $x$ in $M(X)$ belongs to the range of $\eta_x^n$, then there exists an element $y$ in $M(Y)$ such that $y$ equals the image of $x$ under the map $M(\alpha)$ and $y$ belongs to the range of $\eta_y^n$.","```lean
theorem rangePowerNaturalImpliesRangePowerImage
  {C : Type u₁} [CategoryTheory.Category.{u₃, u₁} C] 
  {K : Type u₂} [DivisionRing K]
  (M : PtwiseFinitePersMod C K)
  {X Y : C} (α : X ⟶ Y)
  (n : ℕ)
  (η_x : Module.End K (↑(M.toFunctor.obj X)))
  (η_y : Module.End K (↑(M.toFunctor.obj Y)))
  (nat : (M.toFunctor.map α) ∘ₗ (η_y ^ n) = (η_x ^ n) ∘ₗ (M.toFunctor.map α))
  {x : ↑(M.toFunctor.obj X)}
  (hx : x ∈ LinearMap.range (η_x ^ n)) :
  ∃ y : ↑(M.toFunctor.obj Y), (M.toFunctor.map α) y = x ∧ y ∈ LinearMap.range (η_y ^ n) := by sorry
```",88,"```lean
theorem range_of_commuting_endomorphisms {R : Type*} [DivisionRing R] {C : Type*} [CategoryTheory.Category C]
    (M : PtwiseFinitePersMod R C) {X Y : C} (α : X ⟶ Y) (n : ℕ)
    (η_x : Module.End R (M.toFunctor.obj X)) (η_y : Module.End R (M.toFunctor.obj Y))
    (h_nat : M.toFunctor.map α ∘ₗ η_y ^ n = η_x ^ n ∘ₗ M.toFunctor.map α)
    (x : M.toFunctor.obj X) (hx : x ∈ LinearMap.range (η_x ^ n)) :
    ∃ y : M.toFunctor.obj Y, M.toFunctor.map α x = y ∧ y ∈ LinearMap.range (η_y ^ n)
```",88,Tnames,A matches target semantics: image of x under map is in range of η_y^n. B has reversed map direction (map α y = x instead of x mapped to y).,False,67,"```lean
theorem Step3_1_extended (C : Type) [CategoryTheory.Category.{0, 0} C] (R : Type) [DivisionRing R] (X Y : C)
  (M : PtwiseFinitePersMod C R) (α : X ⟶ Y) (n : ℕ)
  (ηx :
    ↑(CategoryTheory.Functor.obj (PtwiseFinitePersMod.toFunctor M) X) →ₗ[R]
      ↑(CategoryTheory.Functor.obj (PtwiseFinitePersMod.toFunctor M) X))
  (ηy :
    ↑(CategoryTheory.Functor.obj (PtwiseFinitePersMod.toFunctor M) Y) →ₗ[R]
      ↑(CategoryTheory.Functor.obj (PtwiseFinitePersMod.toFunctor M) Y))
  (hnat :
    CategoryTheory.CategoryStruct.comp (CategoryTheory.Functor.map (PtwiseFinitePersMod.toFunctor M) α)
        (ModuleCat.ofHom (ηy ^ n)) =
      CategoryTheory.CategoryStruct.comp (ModuleCat.ofHom (ηx ^ n))
        (CategoryTheory.Functor.map (PtwiseFinitePersMod.toFunctor M) α))
  (x : ↑(CategoryTheory.Functor.obj (PtwiseFinitePersMod.toFunctor M) X))
  (hx : x ∈ LinearMap.range (ηx ^ n)) :
  ∃ y : ↑(CategoryTheory.Functor.obj (PtwiseFinitePersMod.toFunctor M) Y),
    (CategoryTheory.ConcreteCategory.hom (CategoryTheory.Functor.map (PtwiseFinitePersMod.toFunctor M) α)) x = y ∧
    y ∈ LinearMap.range (ηy ^ n) := by sorry
```",47,Trandom,"Candidate A matches the target signature exactly, including the correct direction of mapping (α: X → Y, maps x to y). Candidate B has the mapping backwards.",False,12
1876874,PersistenceSubmodule.ext_iff,"PersistenceSubmodule.ext_iff.{u_1, u_2} {C : Type} [CategoryTheory.Category.{u_1, 0} C] {K : Type} [DivisionRing K]
  {M : CategoryTheory.Functor C (ModuleCat K)} {N₁ N₂ : PersistenceSubmodule M} : N₁ = N₂ ↔ ∀ (c : C), N₁ c = N₂ c",Two persistence submodules N₁ and N₂ of a functor M from a category C to the category of modules over a division ring K are equal if and only if they are equal at every object c in the category C.,"```lean
theorem PersistenceSubmodule.eq_iff_forall_obj_eq {C : Type} [CategoryTheory.Category.{u₁, 0} C] {K : Type} [DivisionRing K] {M : CategoryTheory.Functor C (ModuleCat K)} (N₁ N₂ : PersistenceSubmodule M) : N₁ = N₂ ↔ ∀ (c : C), N₁ c = N₂ c := by sorry
```",35,"```lean
theorem PersistenceSubmodule.ext_iff {C : Type*} [CategoryTheory.Category C] {K : Type*} [DivisionRing K] {M : CategoryTheory.Functor C (ModuleCat K)} (N₁ N₂ : PersistenceSubmodule M) : N₁ = N₂ ↔ ∀ c : C, N₁ c = N₂ c
```",35,Tnames,"Both match semantically, but A uses correct name ext_iff and Type* convention matching target better than B's renamed version.",False,10,"```lean
theorem PersistenceSubmodule.ext_iff {C : Type u_1} [CategoryTheory.Category.{u_1, 0} C] {K : Type} [DivisionRing K] {M : CategoryTheory.Functor C (ModuleCat K)} {N₁ N₂ : PersistenceSubmodule M} : N₁ = N₂ ↔ ∀ (c : C), N₁ c = N₂ c
```",31,Trandom,"Both match semantically, but A uses exact name ext_iff and implicit arguments as in target. B uses wrong name and explicit arguments.",False,4
1832994,ZeroModule,"ZeroModule.{u_1, u_2, u_3} (C : Type u_1) (K : Type u_2) [CategoryTheory.Category.{u_3, u_1} C] [DivisionRing K] :
  CategoryTheory.Functor C (ModuleCat K)","Looking at this Lean 4 declaration:

The `ZeroModule` is a functor from a category `C` to the category of modules over a division ring `K`. This functor sends every object in `C` to the zero module over `K` and every morphism in `C` to the zero module homomorphism.","```lean
def ZeroModule {C : Type u₁} [CategoryTheory.Category.{v₁, u₁} C] {K : Type u₂} [DivisionRing K] :
  CategoryTheory.Functor C (ModuleCat K)
```",16,"```lean
def ZeroModule (C : Type u) [CategoryTheory.Category C] (K : Type v) [DivisionRing K] :
    C ⥤ ModuleCat K where
  obj _ := ModuleCat.of K (⊥ : Submodule K K)
  map _ := 0
  map_id _ := rfl
  map_comp _ _ := rfl
```",16,Tnames,"A is just signature without implementation. B provides full functor definition with objects and morphisms, matching target structure.",False,37,"```lean
def ZeroModule (C : Type u_1) [CategoryTheory.Category.{u_1, 0} C] (R : Type u_2) [DivisionRing R] :
    CategoryTheory.Functor C (ModuleCat R) :=
  sorry
```",16,Trandom,A is explicit args matching target; B uses implicit braces instead of explicit parens and different universe names.,False,14
1762320,DirectSumDecomposition.carrier,"DirectSumDecomposition.carrier.{u_1} {C : Type} [CategoryTheory.Category.{0, 0} C] {K : Type} [DivisionRing K]
  {M : CategoryTheory.Functor C (ModuleCat K)} (self : DirectSumDecomposition M) : Set (PersistenceSubmodule M)",The carrier of a direct sum decomposition of a persistence module M is a set of persistence submodules of M.,"```lean
def DirectSumDecomposition.carrier {C : Type} [CategoryTheory.Category.{0, 0} C] {K : Type} [DivisionRing K]
  {M : CategoryTheory.Functor C (ModuleCat K)} (d : DirectSumDecomposition M) :
  Set (PersistenceSubmodule M)
```",11,"```lean
def DirectSumDecomposition.carrier {R : Type*} [DivisionRing R] {I : Type*} [PartialOrder I]
    (M : PersistenceModule R I) (D : DirectSumDecomposition R I M) :
    Set (PersistenceSubmodule R I M) :=
  sorry
```",11,T,B exactly matches the target signature including parameter names and structure. A uses incompatible type parameters (R/I vs C/K) and different ordering.,False,23,"```lean
DirectSumDecomposition.carrier : {C : Type} → [CategoryTheory.Category.{0, 0} C] → {K : Type} → [DivisionRing K] → {M : CategoryTheory.Functor C (ModuleCat K)} → DirectSumDecomposition M → Set (PersistenceSubmodule M)
```",11,tie,"Both candidates accurately represent the same function signature with identical semantic content, just using different syntactic conventions (def vs bare type).",False,10
1793129,chainBound,"chainBound {C : Type} [CategoryTheory.Category.{0, 0} C] {K : Type} [DivisionRing K]
  {M : CategoryTheory.Functor C (ModuleCat K)} {T : Set (Dual.DirectSumDecomposition M)}
  (l : CategoryTheory.Limits.limit (Pone T)) : PersistenceSubmodule M","Looking at this declaration, we have a function that takes as input:
- A category C
- A division ring K
- A functor M from C to the category of K-modules
- A set T of dual direct sum decompositions of M
- A limit l of the Pone construction applied to T

The function `chainBound` produces a persistence submodule of M.

In other words, given a limit of the Pone functor applied to a set of dual direct sum decompositions, this construction yields a persistence submodule that represents the chain bound associated with this limit structure.","```lean
def chainBound {C : Type} [CategoryTheory.Category.{0, 0} C] {K : Type} [DivisionRing K]
  {M : CategoryTheory.Functor C (ModuleCat K)} {T : Set (Dual.DirectSumDecomposition M)}
  (l : CategoryTheory.Limits.limit (Pone T)) : PersistenceSubmodule M
```",44,"```lean
def chainBound {C : Type*} [CategoryTheory.Category C] (K : Type*) [DivisionRing K] 
    (M : C ⥤ ModuleCat K) (T : Set (Dual.DirectSumDecomposition M)) 
    (l : CategoryTheory.Limits.limit (Pone T)) : PersistenceSubmodule M
```",44,T,"B exactly matches target signature including universe levels {0,0} and implicit/explicit status. A differs in both aspects.",False,13,"```lean
chainBound {C : Type} [CategoryTheory.Category.{0, 0} C] {K : Type} [DivisionRing K]
  {M : CategoryTheory.Functor C (ModuleCat K)} {T : Set (Dual.DirectSumDecomposition M)}
  (l : CategoryTheory.Limits.limit (Pone T)) : PersistenceSubmodule M
```",24,T,"A is missing the 'def' keyword, making it a theorem/lemma declaration rather than a definition. B correctly declares a definition.",False,0
