"similarity","q_sid","q_paper","q_source","q_decl_name","q_slogan","c_sid","c_paper","c_source","c_ref","c_lean_annotation","c_slogan"
"0.8624123668590926","fd9c2287-7bad-4d34-a1fb-2a33de2db79f","physlib","Lean Repo","InnerProductSpace'.instCompleteSpaceWithLpOfNatENNReal","If E is a complete inner product space over a real-like field, then the space of E-valued functions with finite L2 norm (represented as WithLp 2 E) is also complete. This means that any Cauchy sequence of such functions converges to a limit within the space. The result follows from the fact that the L2 norm structure on E is equivalent to its original normed structure.","4d52d6f2-ae22-4bdc-8e49-bd86d044931f","2403.15662","arXiv","3.6","","The space of square-integrable complex-valued functions on a measure space, equipped with the metric induced by the L2 norm, is complete. This means every Cauchy sequence in this space converges to a function within the same space."
"0.8623313982156661","f165edb0-4bdd-41f2-bf05-43422c40c889","HarderNarasimhan","Lean Repo","HarderNarasimhan.impl.hHFil_of_hNSeries","Given a sequence of elements in a lattice that starts at the bottom, ends at the top, and has strictly decreasing slope values at each step, there exists a Harder-Narasimhan filtration that matches this sequence up to its length, with all further terms set to the top element.","8a770b49-4a73-4800-ac59-f860b1a67545","2107.07743","arXiv","5.10","","A Harder-Narasimhan filtration of an element E in a bounded lattice is a sequence of increasing subelements starting from zero and ending at E, where each successive quotient is semi-stable and the minimal slopes of these quotients decrease strictly."
"0.8622917646591779","f0220be3-d68c-48ce-8f03-39f561e655c0","PrimeNumberTheoremAnd","Lean Repo","ArithmeticFunction.IsCompletelyAdditive.isAdditive","If a function f from natural numbers to a type with zero satisfies f(m * n) = f(m) + f(n) for all natural numbers m and n, and f(1) = 0, then it automatically satisfies f(m * n) = f(m) + f(n) when m and n are coprime. Being completely additive implies being additive in the case of coprime arguments.","108744c6-5f4a-4009-a374-18a10c107b18","2301.09677","arXiv","1.3","","A function is additive if the value at the product of two coprime integers equals the sum of the values at each integer. If this property holds for all pairs of integers, even when they are not coprime, the function is completely additive."
"0.8609702730297303","dae610d4-3f0c-4382-bc67-564c94ddb786","pfr","Lean Repo","ProbabilityTheory.measureEntropy_eq_sum","The entropy of a finite measure μ on a measurable space is equal to the sum over a finite set A, where A contains all points in the space except for a set of measure zero, and each term in the sum is the negative of the normalized measure of a single point multiplied by the natural logarithm of that normalized measure. The measure is normalized by dividing by the total measure of the space. This gives a way to compute entropy as a finite sum when the measure is concentrated on a finite set.","4e0a4230-5dd9-47f2-a12c-5208576e8c1a","1204.2612","arXiv","2.3","","The entropy of a measure mu on a finite set S is the sum over all possible configurations w on S of minus mu(w) times the logarithm of mu(w), where configurations with zero measure are ignored."
"0.8562342772099533","3d91ceb2-c2ac-42bb-8a2a-aacb869550d0","sphere-packing-math-inc","Lean Repo","SpherePacking.ForMathlib.integral_phase_gaussian_even","The integral over 2k-dimensional space of a complex exponential function involving an inner product with w, multiplied by a Gaussian function scaled by s, equals another Gaussian function in w scaled by s to the power k. This holds for positive s and natural number k. The result connects the Fourier transform of a Gaussian to a Gaussian in even dimensions.","e9e4883d-c3ca-4a02-a23a-2b033f2f98ce","2403.12491","arXiv","B2","","The integral of a complex exponential function weighted by a Gaussian over d-dimensional space equals another Gaussian function of the squared distance between two non-zero vectors. This result connects the Fourier transform of a Gaussian to a Gaussian in the original space. It holds for any dimension d and any pair of non-zero vectors in R^d."
"0.8558468188550233","0b3240a4-c731-49dd-b555-9cad3f739946","HarderNarasimhan","Lean Repo","HarderNarasimhan.CommutativeAlgebra.associatedPrimes_localizedModule_subset_disjoint","The associated primes of a module after localizing at a multiplicative set S do not include any prime ideals that contain elements from S. This is because elements of S become invertible in the localized module, so they cannot be in any associated prime. Thus, every associated prime of the localized module must be disjoint from S.","79394132-32df-4be5-97bf-a335ef83d0ab","2106.10999","arXiv","2.4","","For a module M over a commutative Noetherian ring R, and a multiplicatively closed subset S of R, the associated primes of the localized module S^{-1}M are exactly the extensions to the localized ring S^{-1}R of those associated primes of M that do not intersect S."
"0.8548319641753223","2bf69994-a938-41aa-8d18-524a29938ac4","combinatorial-games","Lean Repo","IGame.ofSets_inj'","Two games are equal if and only if their left and right option sets are the same for both players. This means a game is uniquely determined by its moves for each player. The result holds when the sets of moves are small enough to be handled in the given type universe.","4eb2a3f7-4c7d-42f9-8cf8-07882efc6676","math/0410026","arXiv","2.17","","If two games are equal, adding the same game to both does not change their equality. Also, if two games have the same left and right options, they are equal. Changing any move option in a game to an equivalent one results in an equivalent game."
"0.8548231751576477","8d30d474-db41-481e-ad0c-dcd809dcc355","cslib","Lean Repo","Cslib.LambdaCalculus.Named.Term.AlphaEquiv.symm","If two lambda calculus terms are alpha-equivalent, meaning they differ only in the names of bound variables, then the equivalence holds in both directions: if the first term is equivalent to the second, the second is also equivalent to the first.","14520246-8045-41a3-9b9d-adc677347880","1111.0089","arXiv","4.8","","Alpha equivalence is the smallest congruence relation that allows renaming of bound variables in lambda terms, provided the new variable does not already appear free in the term. This means two lambda expressions are considered the same if they differ only in the names of their bound variables. Terms are treated as equal under alpha equivalence when such a renaming is possible. From now on, all terms are considered up to this equivalence."
"0.8545459211358524","1ce56150-57dd-43a0-94a2-7ae56c83da6b","sphere-eversion","Lean Repo","orthogonal_line_inf","The set of vectors orthogonal to both u and v is the same as the set of vectors orthogonal to v and also orthogonal to the projection of u onto the space perpendicular to v.","1c03c37a-5427-43d8-b9b9-48b177260058","2210.00549","arXiv","2.4","","The vector obtained by subtracting the projection of v onto u from v is perpendicular to u. This means the component of v that is orthogonal to u is given by (I - (uu^T)/(u·u))v. The result shows that this vector is always orthogonal to u for any vectors u and v in R^n."
"0.8544060299704652","5263daa4-b7ff-4297-8ff9-4ec238d065ae","PrimeNumberTheoremAnd","Lean Repo","Nat.modEq_iff_exists_mul_add","Two natural numbers are congruent modulo a given number if and only if one can be written as the other plus a multiple of that number.","dfcec268-9926-497a-a552-523e7db23836","2512.24531","arXiv","","","Two integers are congruent modulo N if they leave the same remainder when divided by N, or equivalently, if their difference is divisible by N."
"0.8479534137022751","3c1fcc39-edf0-4b7f-b18e-28b3705945c9","cslib","Lean Repo","Cslib.Language.IsRegular.zero","The empty language, which contains no strings, is considered regular because it can be recognized by a finite automaton with no accepting states. This holds for any alphabet type, as the language defined by zero elements satisfies the definition of regularity.","f7e9804d-db9a-4fbe-a873-2fa0993ed43e","1510.07293","arXiv","","","If a regular expression r describes a language containing only the empty string, then r is equivalent to the empty string symbol. If r describes a language with no strings at all, then r is equivalent to the null or empty set symbol."
"0.8467469629506397","70879bfa-12cb-4936-a523-3943e83fe61b","physlib","Lean Repo","Lorentz.Vector.timelike_neg_time_component_product","If two timelike vectors have negative time components, then multiplying those time components gives a positive result.","4a8a5e6e-7c43-4ba4-8708-ef04bb7928d3","2506.01012","arXiv","2.5","","If two vectors in real n-dimensional space with positive time components are both time-like, or one is time-like and the other is light-like, their inner product is negative."
"0.844986004186991","f1cd702f-114d-43b4-baa9-99080035631c","PrimeNumberTheoremAnd","Lean Repo","CH2.ϕ_continuous","For any real numbers nu and epsilon where nu is not zero, the function phi_pm(nu, epsilon) is continuous. This means small changes in the input to the function result in small changes in the output, with no sudden jumps or breaks. The continuity holds across the entire domain of the function under standard real number topology.","6689d0f2-a9e1-4e6e-93cb-6f41ae3779e9","2310.13829","arXiv","6","","The function phi is continuous, meaning small changes in its input lead to small changes in its output."
"0.8436137813608748","913372bd-96ba-43d6-b5f4-d0337a1333f8","PrimeNumberTheoremAnd","Lean Repo","CH2.ϕ_star_bound_right","For real numbers nu0, nu1, epsilon, and c, where nu0 is positive, nu0 <= nu1, and c is greater than -nu0 divided by (2 times pi), there exists a constant C such that for all nu between nu0 and nu1 and for all complex numbers z with imaginary part at least c, the absolute value of Phi_star(nu, epsilon, z) is at most C times (the magnitude of z plus one).","6b30af4f-b457-46ee-b932-6b75abd204b0","1703.04999","arXiv","3.3","","There is a positive number C such that for all r between r0 and R, and for all complex numbers nu_R with nonnegative real part, the absolute value of the function Phi_0 at r and nu is at most C divided by the absolute value of nu_R plus one, times the ratio r over r0 raised to the real part of nu_R."
"0.8421980899794341","0a10e250-c34d-430b-b896-c1966eb023c4","sphere-eversion","Lean Repo","set_juggling","Given a closed set K and two compact sets K1, K2 contained in open sets U1, U2 respectively, and given an open set U containing K, there exist open sets U1', U2' and compact sets K1', K2' such that K1 is in K1', K1' is in U1', K2' is in U2', the union of K1' and K2' equals that of K1 and K2, K is disjoint from U2', U1' is contained in the union of U and U1, and U2' is contained in U2.","d205f439-72d1-41d5-b89b-4a37021b40bc","2508.05765","arXiv","1","","For a compact set K inside an open set U, and a locally finite collection of disjoint compact sets, there is a smaller open set V around K whose closure stays inside U, such that only those compact sets intersecting K can also intersect the closure of V."
"0.8416162409086423","5a7433ca-c2b5-4c3f-9b88-e4524d252f01","combinatorial-games","Lean Repo","IGame.inv_of_equiv_zero","If a game x is equivalent to zero, then its inverse is also equal to zero.","b7476b4d-c1da-4706-9d45-0fec11ea07fa","2207.11596","arXiv","8","","If a game G has an inverse such that G plus its inverse equals zero, and adding another game H to G does not change G, then H must be the zero game."
"0.8408991915058456","f3a44691-5559-4229-8f60-0385106eb4b9","ClassFieldTheory","Lean Repo","Rep.TrivialHomology.res_subtype","If a representation has trivial homology over a group and you restrict it to a subgroup via the inclusion map, then the restricted representation also has trivial homology. This is because the inclusion of a subgroup into the full group is an injective homomorphism, and trivial homology is preserved under such restrictions.","e51290dc-acdb-4470-b249-444800d7fb80","1902.11139","arXiv","2.5","","If a group G has a subgroup H, and a certain representation of G has a trivial symmetry group, then any representation of H that appears in its restriction to H must also have a trivial symmetry group."
"0.8386777449942442","b1e052bb-f31b-4b6d-98cf-db1581f86fd0","FLT","Lean Repo","Rat.FiniteAdeleRing.instFactPrimeValNat_fLT","For any prime number p, it is true that p is a prime natural number. The statement confirms that every element of the set of primes satisfies the property of being prime in the natural numbers.","3eeb0df2-1f98-47d5-8a91-a7ecddfaa890","2105.12185","arXiv","4.1","","The set of prime numbers is denoted by P, and primes are the natural numbers greater than 1 that have no positive divisors other than 1 and themselves."
"0.8376106926097626","6722fb0c-24f7-41a1-a1de-e763f0f4183b","cslib","Lean Repo","Cslib.ωSequence.iterate_id","The infinite sequence formed by repeatedly applying the identity function to a value a is the same as the constant sequence where every element is a.","908524d6-ec89-4bc1-bfdd-ada0865140a5","0807.1524","arXiv","","","The function repeat takes a value a and produces an infinite sequence where a is repeated over and over, starting with a and continuing with the same sequence again."
"0.8367717817506166","06eac475-fdf5-4bf5-b349-e932ed9df44e","pfr","Lean Repo","ProbabilityTheory.integral_congr_finiteSupport","If two functions f and g are equal at all points where a finite-support measure assigns nonzero weight, then their integrals with respect to that measure are equal.","18b5a747-4cb6-49fe-88af-249dc06ebd99","2506.09163","arXiv","1","","If the integrals of two functions f and g over every measurable set E are equal with respect to a non negative measure mu, then f and g are equal almost everywhere with respect to mu."
"0.8348982473535401","e8293d0c-ac93-4409-9e7e-7ca36af45d18","cslib","Lean Repo","Cslib.LTS.HomBisimilarity.refl","In any labeled transition system, every state is bisimilar to itself, meaning each state behaves the same as itself under all possible transitions.","0711c630-97a4-45ba-8975-ea399b9e4ade","1711.11208","arXiv","10","","Two states in a labeled transition system are bisimilar if there is a relation between them such that each can match the other's transitions step by step, and their successors remain related. This means they behave in the same way with respect to all possible actions. Bisimilarity captures when two states are indistinguishable in their observable behavior."
"0.8347111161439092","087008ac-a186-4339-ba7e-9908f01735a7","physlib","Lean Repo","TimeTransMan.dist","The distance between two points in the time manifold TimeTransMan is calculated as a real number, using a chosen unit of time. This distance is translationally invariant, meaning it depends only on the difference between the points and not their absolute positions. The result is expressed in multiples of a specified time unit.","f0231bf3-635a-42b5-a8d2-cab25fc1fb0a","2301.12723","arXiv","71","","The distance calculated in this context satisfies the properties of a time metric, meaning it behaves like a measure of time-based separation. It is consistent with how distances are defined in time-related mathematical spaces."
"0.8333244288375953","bbcae140-f385-476c-ba63-204e467d1728","apap","Lean Repo","MeasureTheory.cLpNorm_exponent_top_eq_essSup","For a function defined on a finite set where every subset is measurable, the L-infinity norm (limit of p-norms as p goes to infinity) equals the maximum value of the function's norm across all points in the domain.","714230fc-4eb0-4f96-a111-ba26c974b8de","1609.07031","arXiv","2.20","","The limit of the Lp norm of a measurable function X as p goes to infinity equals the L infinity norm of X, showing that the smallest upper bound of X is the limiting value of its p-norms."
"0.8329819138415524","ea8833f9-197f-4de9-aec8-c47de8031309","carleson","Lean Repo","CoveredByBalls","A set s in a pseudometric space can be covered by no more than N balls, each of radius r. This means there exists a finite collection of N points such that every point in s is within distance r of at least one of these points. The condition depends only on the pseudometric structure, where distances are defined but distinct points may have zero distance.","5ffb991e-277a-48d4-984e-6741a5b4a0b6","1907.13307","arXiv","6.2","","A pseudometric is a function that assigns a nonnegative real number to pairs of elements in a set, is symmetric, satisfies the triangle inequality, and allows zero distance between distinct points; the r-radius ball around a point consists of all points within distance r according to this function."
