"min_sim","sim_f2i","sim_i2f","is_blueprint_gold","informal_sid","informal_paper_title","informal_paper_external_id","informal_ref","informal_lean_annotation","informal_slogan","formal_sid","formal_decl_name","formal_module","formal_paper_title","formal_paper_external_id","formal_slogan"
"0.9533617752726589","0.9533617752726589","0.9533624649047852","True","201d7cb7-e957-40d1-984c-b3a8160116b8","Sphere Packing in Dimension 8","thefundamentaltheor3m/Sphere-Packing-Lean","1.17","SpherePacking.MainTheorem","The maximum possible density of sphere packings in 8-dimensional space is achieved by the E8 lattice packing.","d3f5ac42-d4ce-496c-ac87-4f6b40a5fb67","SpherePacking.MainTheorem","SpherePacking.MainTheorem","Sphere-Packing-Lean","Sphere-Packing-Lean","The highest possible density of sphere packings in 8-dimensional space is equal to the density achieved by the E8 lattice arrangement. This density is the supremum of all possible packing densities in that dimension. The value is expressed as an extended nonnegative real number."
"0.9530714581393579","0.9530714581393579","0.9530720114707947","True","0ece0a1a-b6d3-41a6-95e8-a79659eb1fd8","The Polynomial Freiman-Ruzsa Conjecture","teorth/pfr","2.14","ProbabilityTheory.cond_chain_rule, ProbabilityTheory.cond_chain_rule'","The conditional entropy of two random variables X and Y given a third variable Z equals the sum of the conditional entropy of Y given Z and the conditional entropy of X given both Y and Z.","0a4ea659-0099-44c2-8bb7-69a8b6e07624","ProbabilityTheory.cond_chain_rule","PFR.ForMathlib.Entropy.Basic","pfr","pfr","The conditional entropy of two random variables X and Y given a third variable Z is equal to the sum of the conditional entropy of Y given Z and the conditional entropy of X given both Y and Z. This rule breaks down the uncertainty of the pair (X, Y) given Z into two parts. It assumes all variables have finite possible values and are measurable."
"0.9520612550587602","0.9520612550587602","0.9520614147186279","True","cffe3be8-34e3-4107-9de9-e043ca04cc89","The Polynomial Freiman-Ruzsa Conjecture","teorth/pfr","11.1","torsion_free_doubling","If G is a torsion-free group and X, Y are random variables taking values in G, then the distance between X and 2Y is at most 5 times the distance between X and Y.","04a861c3-f2a2-4016-9371-58c3ebba856d","torsion_free_doubling","PFR.WeakPFR","pfr","pfr","If G is a torsion-free abelian group and X, Y are random variables taking values in G with finite ranges, then the distance between X and twice Y is at most 5 times the distance between X and Y, measured with respect to their probability distributions."
"0.9519441803555719","0.9519441803555719","0.9519443511962891","True","e61c8f5b-9639-46b0-8f61-93f6b496657e","The Polynomial Freiman-Ruzsa Conjecture","teorth/pfr","12.17","multidist_ruzsa_I","For a tuple of at least two random variables taking values in a group, the sum of the pairwise Ruzsa distances between distinct variables is at most m times (m minus one) times the multidistance of the tuple.","1698f94d-36a3-488f-bc93-2c49d6e05470","multidist_ruzsa_I","PFR.MoreRuzsaDist","pfr","pfr","For a tuple of m random variables taking values in a countable abelian group, the sum of the Ruzsa distances between all distinct pairs is at most m(m-1) times the multidimensional Ruzsa divergence of the tuple."
"0.9508706619620392","0.9508706619620392","0.9508715867996216","True","a95592de-6a8b-4fd1-aefa-2368fe8fc363","Brownian motion project","RemyDegenne/brownian-motion","2.6.71","ProbabilityTheory.IsLocalSubmartingale.doob_meyer","Any cadlag local submartingale can be written as the sum of a cadlag local martingale and a predictable, increasing, cadlag, locally integrable process that starts at zero, and this decomposition is unique almost surely.","2b880fbe-97cc-4889-8b08-1c9752e38384","ProbabilityTheory.IsLocalSubmartingale.doob_meyer","BrownianMotion.StochasticIntegral.DoobMeyer","brownian-motion","brownian-motion","Every cadlag local submartingale can be decomposed into the sum of a cadlag local martingale and a predictable, increasing, cadlag process whose supremum is locally integrable."
"0.9503800272941589","0.9503800448594393","0.9503800272941589","True","28534295-1815-4032-8349-1f5618232bb6","The Polynomial Freiman-Ruzsa Conjecture","teorth/pfr","2.29","ProbabilityTheory.condMutualInfo_eq_zero","If the conditional mutual information between X and Y given Z is zero, then X and Y are conditionally independent given Z, and vice versa. This means that knowing Z, X provides no additional information about Y and Y provides no additional information about X. The result links zero mutual information to conditional independence.","488c5548-5e13-4284-a175-4bbe9273c8cf","ProbabilityTheory.condMutualInfo_eq_zero","PFR.ForMathlib.Entropy.Basic","pfr","pfr","The conditional mutual information between two random variables X and Y given a third variable Z is zero if and only if X and Y are conditionally independent given Z. This means that knowing Z, the value of X provides no additional information about Y and vice versa. The result holds under standard measurability and finiteness conditions on the va…"
"0.9494989672175856","0.9494989672175856","0.9494990110397339","True","9f0cd73a-f23d-4a55-82ef-223d7eaf9144","Brownian motion project","RemyDegenne/brownian-motion","2.3.38","ProbabilityTheory.classD_of_uniformIntegrable_bounded_stoppingTime","If a stochastic process is progressively measurable and the collection of its values at bounded stopping times is uniformly integrable, then the process belongs to class D.","68b74f1a-9c41-4bb6-912f-f1fd909bf3b6","ProbabilityTheory.classD_of_uniformIntegrable_bounded_stoppingTime","BrownianMotion.StochasticIntegral.ClassD","brownian-motion","brownian-motion","If the values of a stochastic process stopped at any bounded stopping time are uniformly integrable, and the process is progressively measurable, then the process is of class D, meaning it is adapted and the collection of its values at all finite stopping times is uniformly integrable."
"0.9487108337247316","0.9487108337247316","0.9487115144729614","True","49bb084d-90a4-4b0a-b74f-cd5f0b43fbb3","The Polynomial Freiman-Ruzsa Conjecture","teorth/pfr","3.1","ProbabilityTheory.entropy_neg","The entropy of a random variable that takes values in a group is the same as the entropy of its negation. This means flipping the sign of the variable does not change its uncertainty or information content.","be12d44e-a0f6-4162-abb7-200a1ee6b0b0","ProbabilityTheory.entropy_neg","PFR.ForMathlib.Entropy.Group","pfr","pfr","If X is a random variable taking values in a countable additive group G, then the entropy of -X is the same as the entropy of X. This means reversing the sign of a symmetric random variable does not change its uncertainty. The result follows because negation is an injective operation in such groups."
"0.9484307947955971","0.9484307947955971","0.9484310746192932","True","97be675e-e394-42b8-aa3b-70eed709d95b","The Polynomial Freiman-Ruzsa Conjecture","teorth/pfr","12.49","torsion_PFR","If a non-empty set A in a finite abelian group G with torsion m has a small sumset (A+A is at most K times the size of A), then A can be covered by at most m times K raised to the power 256m cubed plus one translates of a subgroup H, where H has size at most the size of A.","f0bb89db-9753-4624-a659-65328c0db721","torsion_PFR","PFR.TorsionEndgame","pfr","pfr","If G is a finite abelian group where every element added to itself m times gives zero, and A is a non-empty subset of G such that the sumset A+A is not much larger than A (bounded by a factor K), then A can be covered by fewer than m times K raised to the power 256*m^3 + 1 translates of some subgroup H of G, where H has size at most the size of A."
"0.947889350318173","0.947889350318173","0.9478896856307983","True","8b3d769b-4a18-4561-b25c-900ecd883a11","Toric varieties","YaelDillies/toric","4.1.5","AlgebraicGeometry.Scheme.asOver.instIsCommMonObj, AlgebraicGeometry.Scheme.asOver.instCommGrpObj","If A is a cocommutative bialgebra over a ring R, then the spectrum of A forms a commutative monoid scheme.","85041845-43c7-4616-b144-b6a8c04a9509","AlgebraicGeometry.Scheme.asOver.instIsCommMonObj","Toric.GroupScheme.HopfAffine","toric","toric","If A is a commutative bialgebra over a commutative ring R and the coalgebra structure on A is cocommutative, then the spectrum of A as a scheme over the spectrum of R forms a commutative monoid object in the category of schemes over Spec(R)."
"0.9476677503623631","0.9476677503623631","0.9476680755615234","True","4b80bac3-0a6a-4dc1-97a7-b175269a09d8","The Polynomial Freiman-Ruzsa Conjecture","teorth/pfr","13.41","better_PFR_conjecture","If a non-empty finite set A in the vector space F_2^n has a small sumset, meaning the size of A+A is at most K times the size of A, then A can be covered by at most 2K^9 copies of a subgroup H, where H has size at most the size of A.","330432e0-a881-4578-ab9f-303d1599874a","better_PFR_conjecture","PFR.RhoFunctional","pfr","pfr","If a non-empty finite set A in a vector space over the field with two elements has a small sumset (the set of all pairwise sums of elements in A is at most K times larger than A), then A can be covered by at most 2K^9 translates of some subgroup H whose size is no larger than that of A."
"0.946098216894644","0.946098216894644","0.9460983276367188","True","7bf4b7b2-87e2-4846-b7aa-0527da897cc0","Toric varieties","YaelDillies/toric","4.1.8","essImage_algSpec","The image of the spectrum functor from R-algebras to schemes over Spec R consists exactly of those schemes that are affine over Spec R.","25d31124-c8cf-43da-b473-8bf8dbfd27d8","essImage_algSpec","Toric.GroupScheme.HopfAffine","toric","toric","The functor that sends R-algebras to their spectra gives exactly those schemes over Spec R which are affine; a scheme over Spec R is in the essential image of this functor if and only if it is affine."
"0.9448614552949758","0.9448614552949758","0.944861888885498","True","0acc4901-9789-4f94-8f48-267a53c7f521","The Polynomial Freiman-Ruzsa Conjecture","teorth/pfr","12.9","ent_of_sum_le_ent_of_sum","The entropy of the sum of independent random variables Y_j is at most the entropy of the sum of independent random variables X_i plus the sum over j of the difference between the entropy of (Y_j minus X_f(j)) and the entropy of X_f(j).","3db7d0b9-e918-45d9-ae8b-d1d422e4e661","ent_of_sum_le_ent_of_sum","PFR.MoreRuzsaDist","pfr","pfr","If you have two sets of independent random variables X_i and Y_j, and each Y_j is paired with some X_f(j), then the entropy of the sum of the Y_j's is at most the entropy of the sum of the X_i's plus the sum of the entropies of the differences (Y_j - X_f(j)) minus the entropies of the corresponding X_f(j)."
"0.9439655188463176","0.9439655188463176","0.9439663887023926","True","dd1233a3-15aa-4e32-a7ea-bf64de0c199d","Sphere Packing in Dimension 8","thefundamentaltheor3m/Sphere-Packing-Lean","1.14","periodic_constant_eq_constant","For every dimension d, the highest possible density of sphere packings that repeat periodically in d-dimensional space is the same as the highest possible density of all sphere packings in that space, whether periodic or not.","88e4f18b-40cd-4552-a2dd-bb369290459a","periodic_constant_eq_constant","SpherePacking.Basic.PeriodicPacking","sphere-packing-math-inc","sphere-packing-math-inc","In any positive dimension d, the highest possible density of a periodic arrangement of non-overlapping spheres is the same as the highest density achievable by any arrangement, periodic or not. This means restricting to periodic patterns does not reduce the maximum packing density. The result equates two ways of measuring optimal sphere packing de…"
"0.9425275652060635","0.9425275652060635","0.9425278306007385","True","1c8ac708-bf73-4fda-aec0-5aa48a6f2a31","Carleson operators on doubling metric measure spaces","fpvandoorn/carleson","11.1.9","lower_secant_bound'","If x is a real number between -2 pi + eta and 2 pi - eta, with absolute value at least eta and eta positive, then the distance between 1 and the complex number e to the i x is at least 2 over pi times eta.","23f7d6c6-6e56-4988-ba8b-07e72e8f5402","lower_secant_bound'","Carleson.Classical.Basic","carleson","carleson","For real numbers x and eta where eta is between 0 and pi, and the absolute value of x is at least eta and at most 2*pi - eta, the distance between 1 and the complex number exp(i*x) on the unit circle is at least (2/pi)*eta."
"0.9422760158225408","0.9422760158225408","0.9422764778137207","True","111c5144-bb97-4d68-b593-72c50cf4d61a","Carleson operators on doubling metric measure spaces","fpvandoorn/carleson","11.3.4","integrable_bump_convolution","If g is a bounded measurable periodic function bounded by a specific kernel k_r and f is another bounded measurable periodic function, then the L2 norm of their convolution h over one period is at most 17 times the L2 norm of f over the interval from -pi to pi.","6c3cbe1d-68fa-4911-a5b5-f4746cf9aa43","integrable_bump_convolution","Carleson.Classical.HilbertStrongType","carleson","carleson","If f and g are bounded, periodic functions on the real line, and g is dominated by a nice kernel function scaled by r between 0 and pi, then the L2 norm of their convolution over one period is at most 17 times the L2 norm of f over the same interval."
"0.9416205702005576","0.9416205702005576","0.941620945930481","True","539bbdb9-a4a3-4386-9d14-3feda9a7da7a","Brownian motion project","RemyDegenne/brownian-motion","1.5.22","HasBoundedCoveringNumber.subset","If a set A has a bounded internal covering number with constant c and exponent d, then every subset B of A also has a bounded internal covering number with constant 2 raised to the power d times c and the same exponent d.","0b1ded1d-be61-44a6-a500-13079cda9c38","HasBoundedCoveringNumber.subset","BrownianMotion.Continuity.HasBoundedInternalCoveringNumber","brownian-motion","brownian-motion","If a set A has a bounded covering number with constant c and exponent d, then any subset B of A also has a bounded covering number with constant (2^d * c) and the same exponent d, provided d is non-negative."
"0.9415793498765969","0.9415793498765969","0.941580057144165","True","39f30a47-9121-4485-bea5-fb933b7233fc","The Polynomial Freiman-Ruzsa Conjecture","teorth/pfr","3.17","ent_of_diff_le","If X, Y, and Z are random variables taking values in a group G, and the pair (X,Y) is independent of Z, then the entropy of the difference X minus Y is at most the sum of the entropies of X minus Z and Z minus Y, minus the entropy of Z.","c685d1fa-ada6-4563-8e04-3ed3c138680d","ent_of_diff_le","PFR.ForMathlib.Entropy.RuzsaDist","pfr","pfr","If X, Y, Z are independent random variables taking values in a countable abelian group, and each has only finitely many possible values, then the entropy of X - Y is at most the sum of the entropies of X - Z and Z - Y, minus the entropy of Z."
"0.940116093737917","0.940116093737917","0.9401165246963501","True","cc6bba2a-199a-4372-b14a-d638aa4e3961","The Polynomial Freiman-Ruzsa Conjecture","teorth/pfr","13.18","rho_of_subgroup","If H is a finite subgroup of G and the rho value of U_H is at most r, then there is some shift t such that the intersection of A with the shifted subgroup H+t has size at least e^-r times the square root of |A| times |H|, and the ratio |H|/|A| is between e^-2r and e^2r.","a510f1e3-13cb-4690-9279-8c48cabcb966","rho_of_subgroup","PFR.RhoFunctional","pfr","pfr","If H is a finite subgroup of G and the rho value of a uniform random variable over H is at most r, then there exists a shift t such that the intersection of set A with the shifted subgroup (H + t) has size at least e^(-r) times the square root of |A| times |H|, and the sizes of A and H are within a factor of e^(2r) of each other."
"0.9399347580915361","0.9399347580915361","0.9399351477622986","True","47d26d6b-eeda-4085-9e54-7776c44a69e4","Brownian motion project","RemyDegenne/brownian-motion","1.5.24","edist_nearestPt_le","For any point x and a finite set S in a space E, the distance from x to its nearest point in S is less than or equal to the distance from x to any other point in S.","12d3f14d-cae0-490c-8db3-805f92504e89","edist_nearestPt_le","BrownianMotion.Continuity.Chaining","brownian-motion","brownian-motion","The distance from a point x to its nearest point in a finite set s is less than or equal to the distance from x to any point y in s."
"0.9398228746686157","0.9398228746686157","0.9398232698440552","True","fa022adc-9208-42a4-80a4-4156b129185c","The Polynomial Freiman-Ruzsa Conjecture","teorth/pfr","3.16","ent_of_proj_le","For a random variable X taking values in an additive group G, and a finite subgroup H of G, the entropy of the projection of X onto the quotient group G/H is at most twice the statistical distance between X and the uniform distribution on H.","9c9e56f5-4b55-4694-a200-526dee5d55ea","ent_of_proj_le","PFR.ForMathlib.Entropy.RuzsaDist","pfr","pfr","If X is a random variable taking values in an additive group G, and H is a finite subgroup of G, then the entropy of the projection of X onto the quotient group G/H is at most twice the Ruzsa distance between X and a random variable uniformly distributed on H."
"0.9377175034512835","0.9377175034512835","0.9377181529998779","True","cf4f931a-52c7-462e-ac53-c9aa4e86fd69","Brownian motion project","RemyDegenne/brownian-motion","2.3.1","ProbabilityTheory.IsPreLocalizingSequence","A pre-localizing sequence is a sequence of stopping times that almost surely increases to infinity as the index goes to infinity.","24e11da1-9148-4c65-a6ac-79a31ffd0f68","ProbabilityTheory.IsPreLocalizingSequence","BrownianMotion.StochasticIntegral.LocalizingSequence","brownian-motion","brownian-motion","A pre-localizing sequence is a sequence of stopping times, indexed by natural numbers, such that for almost every outcome, the values of the sequence eventually increase without bound, approaching infinity. It is defined with respect to a filtration on a measurable space and a probability measure, ensuring compatibility with the underlying stochas…"
"0.9365705123181409","0.9365705123181409","0.9365711808204651","True","82cf29b7-f754-4479-b400-9fdee50147f2","The Polynomial Freiman-Ruzsa Conjecture","teorth/pfr","13.7","KLDiv_add_le_KLDiv_of_indep","If X, Y, and Z are independent random variables taking values in a group G, then the Kullback-Leibler divergence between X+Z and Y+Z is less than or equal to the Kullback-Leibler divergence between X and Y.","b50aa214-e0b5-47e1-80ec-fab52db3ef0f","KLDiv_add_le_KLDiv_of_indep","PFR.Kullback","pfr","pfr","If X, Y, and Z are independent random variables taking values in a finite additive group, and Z is independent of the pair (X, Y), then the Kullback-Leibler divergence between the distributions of X + Z and Y + Z is less than or equal to the divergence between X and Y. This means adding an independent random variable Z to both X and Y does not inc…"
"0.9363997071416859","0.9363997071416859","0.9363999962806702","True","ffbf49bf-1c14-4640-8053-8da85a0dc5da","Toric varieties","YaelDillies/toric","2.3.30","commGrpAlg","For a commutative ring R, there is a functor that sends each group G to the group algebra R[G], mapping from the category of groups to the category of Hopf algebras over R.","8da1ed26-6862-4533-9eba-ebec974f7bfa","commGrpAlg","Toric.Hopf.GrpAlg","toric","toric","commGrpAlg takes a commutative ring R and produces a functor that maps each commutative group to its group algebra over R, which naturally has the structure of a commutative Hopf algebra; this functor sends group homomorphisms to corresponding maps between Hopf algebras."
"0.9362910985946655","0.936291294070659","0.9362910985946655","True","9edc8aa8-8685-4049-8b9c-87eebc8e401b","Brownian motion project","RemyDegenne/brownian-motion","1.5.21","coveringNumber_Icc_zero_one_le_one_div","The unit interval from 0 to 1 can be covered by at most 1/ε intervals of length 2ε when ε is less than or equal to 1.","88327bc8-7d16-44e2-a69c-ac1223548b7b","coveringNumber_Icc_zero_one_le_one_div","BrownianMotion.Continuity.CoveringNumber","brownian-motion","brownian-motion","The smallest number of intervals of length 2ε needed to cover the interval from 0 to 1 is at most 1 divided by ε, when ε is between 0 and 1."
"0.9362659454345703","0.9362661079806046","0.9362659454345703","True","88777bd1-5a9b-4351-bb8c-d69417f8b368","Sphere Packing in Dimension 8","thefundamentaltheor3m/Sphere-Packing-Lean","1.8","SpherePacking.scale_density","The density of a sphere packing does not change when all the spheres are scaled by the same positive factor. Scaling the entire packing uniformly preserves how tightly the spheres are packed. This means the proportion of space filled by the spheres remains constant.","cc8e4cf7-aeef-4782-99fd-119a8d1d33c1","SpherePacking.scale_density","SpherePacking.Basic.SpherePacking","sphere-packing-math-inc","sphere-packing-math-inc","Scaling a sphere packing in d-dimensional space by a positive factor does not change its density, because the proportion of space filled by the spheres remains the same even as all positions are uniformly scaled."
"0.9362569229680008","0.9362569229680008","0.9362573623657227","True","afd272af-03e5-475a-b17d-c04bd4d1a68d","Class Field Theory","kbuzzard/ClassFieldTheory","63","Rep.tateCohomology_of_trivialCohomology, Rep.trivialHomology_of_trivialCohomology","If a representation of a finite group has trivial cohomology, then its Tate cohomology is also trivial.","45293f34-bba0-489d-a4a3-ca36bc4626ca","Rep.tateCohomology_of_trivialCohomology","ClassFieldTheory.Cohomology.TrivialityCriterion","ClassFieldTheory","ClassFieldTheory","If a group representation has trivial cohomology, then its Tate cohomology is also trivial, provided the group is finite and the representation is over a commutative ring."
"0.9360612367529808","0.9360612367529808","0.9360619783401489","True","8dae7da5-3c9d-4a41-a8b1-a2bf42951d68","The Polynomial Freiman-Ruzsa Conjecture","teorth/pfr","10.6","card_of_dual_constrained","In a finite abelian group where every element has order a power of 2, for any non-zero element x, exactly half of the homomorphisms from the group to the integers modulo 2 map x to 1.","9069213c-eb4f-419f-8780-d999cda9d48b","card_of_dual_constrained","PFR.ApproxHomPFR","pfr","pfr","For a finite abelian group G where every element added to itself gives zero, and for any nonzero element x in G, the number of group homomorphisms from G to the integers mod 2 that send x to 1 is exactly half the size of G."
"0.9359671810034083","0.9359671810034083","0.9359673261642456","True","ca3394c0-81f0-4aa5-a2f4-73a9c3f7dbc8","Brownian motion project","RemyDegenne/brownian-motion","2.2.36","MeasureTheory.IsMeasurableAnalytic, MeasureTheory.IsMeasurableAnalyticFor","A set is measurably analytic if it can be obtained as the projection of a measurable set from the product space of the original space and the real numbers. More generally, a set is measurably analytic for a space K if it is the projection of a measurable set from the product of the original space and K.","ae01551b-7fa2-40d9-98c4-2204db6e75ea","MeasureTheory.IsMeasurableAnalytic","BrownianMotion.Choquet.AnalyticSet","brownian-motion","brownian-motion","A set is measurably analytic if it can be obtained as the projection of a measurable set from the product space formed by combining the original space with the real numbers, where the real numbers carry their standard Borel measurable structure. This means the set arises from a measurable subset of a higher-dimensional space by ""forgetting"" the ex…"
"0.9349049179162522","0.9349049179162522","0.9349051713943481","True","c00e4e7e-cf17-4174-a907-1f3760997570","The sphere eversion project","leanprover-community/sphere-eversion","3.17","HtpyFormalSol","A homotopy of formal solutions is a smoothly varying family of sections over time, where each section at any fixed time is a formal solution to a given relation.","a850ae41-47a1-4620-ae0e-31cdd3817a5a","HtpyFormalSol","SphereEversion.Global.Relation","sphere-eversion","sphere-eversion","A homotopy of formal solutions is a continuous family of formal solutions parameterized by real numbers, where each solution satisfies a given differential relation between manifolds at every point in time."
"0.9338775039507287","0.9338775039507287","0.9338780641555786","False","c79eef94-3cf7-4431-8ca4-828983b44d13","The Polynomial Freiman-Ruzsa Conjecture","teorth/pfr","13.26","rho_of_sum_le","If two independent random variables X and Y are added together, the rho value of their sum is at most half the sum of their individual rho values plus half their dependence measure d[X;Y].","47a6ae90-269f-42f2-9780-94c4c850bdb7","rho_of_sum","PFR.RhoFunctional","pfr","pfr","If two random variables X and Y are independent, the rho value of their sum is at most the rho value of X plus half the difference between the entropy of their sum and the entropy of X."
