"rank","similarity","direction","is_blueprint_gold","q_sid","q_formality","q_kind","q_source","q_paper_title","q_paper_external_id","q_paper_url","q_decl_name","q_ref","q_lean_annotation","q_slogan","c_sid","c_formality","c_kind","c_source","c_paper_title","c_paper_external_id","c_paper_url","c_decl_name","c_ref","c_lean_annotation","c_slogan"
"1","0.9495100975036621","i2f","False","11b93637-cd3c-4428-b188-2357a6c5a1af","informal","lemma","Lean Community","Sphere Packing in Dimension 8","thefundamentaltheor3m/Sphere-Packing-Lean","https://thefundamentaltheor3m.github.io/Sphere-Packing-Lean/blueprint.pdf","","2.4","volume_ball_ratio_tendsto_nhds_one''","As the radius R gets very large, the ratio of the volume of a d-dimensional ball of radius R to the volume of a d-dimensional ball of radius R plus a constant C approaches 1. This means the volumes become almost the same for large R.","28130289-bcea-4242-8f1d-36536fec1506","formal","theorem","Lean Repo","sphere-packing-math-inc","sphere-packing-math-inc","","volume_ball_ratio_tendsto_nhds_one'","","","As the radius R gets very large, the ratio of the volume of a ball of radius R + C to the volume of a ball of radius R + C' in d-dimensional space approaches 1, for any non-negative constants C and C' and positive dimension d."
"1","0.9494990110397339","i2f","True","9f0cd73a-f23d-4a55-82ef-223d7eaf9144","informal","lemma","Lean Community","Brownian motion project","RemyDegenne/brownian-motion","https://RemyDegenne.github.io/brownian-motion/blueprint.pdf","","2.3.38","ProbabilityTheory.classD_of_uniformIntegrable_bounded_stoppingTime","If a stochastic process is progressively measurable and the collection of its values at bounded stopping times is uniformly integrable, then the process belongs to class D.","68b74f1a-9c41-4bb6-912f-f1fd909bf3b6","formal","theorem","Lean Repo","brownian-motion","brownian-motion","","ProbabilityTheory.classD_of_uniformIntegrable_bounded_stoppingTime","","","If the values of a stochastic process stopped at any bounded stopping time are uniformly integrable, and the process is progressively measurable, then the process is of class D, meaning it is adapted and the collection of its values at all finite stopping times is uniformly integrable."
"1","0.9487115144729614","i2f","True","49bb084d-90a4-4b0a-b74f-cd5f0b43fbb3","informal","lemma","Lean Community","The Polynomial Freiman-Ruzsa Conjecture","teorth/pfr","https://teorth.github.io/pfr/blueprint.pdf","","3.1","ProbabilityTheory.entropy_neg","The entropy of a random variable that takes values in a group is the same as the entropy of its negation. This means flipping the sign of the variable does not change its uncertainty or information content.","be12d44e-a0f6-4162-abb7-200a1ee6b0b0","formal","theorem","Lean Repo","pfr","pfr","","ProbabilityTheory.entropy_neg","","","If X is a random variable taking values in a countable additive group G, then the entropy of -X is the same as the entropy of X. This means reversing the sign of a symmetric random variable does not change its uncertainty. The result follows because negation is an injective operation in such groups."
"1","0.9484310746192932","i2f","True","97be675e-e394-42b8-aa3b-70eed709d95b","informal","theorem","Lean Community","The Polynomial Freiman-Ruzsa Conjecture","teorth/pfr","https://teorth.github.io/pfr/blueprint.pdf","","12.49","torsion_PFR","If a non-empty set A in a finite abelian group G with torsion m has a small sumset (A+A is at most K times the size of A), then A can be covered by at most m times K raised to the power 256m cubed plus one translates of a subgroup H, where H has size at most the size of A.","f0bb89db-9753-4624-a659-65328c0db721","formal","theorem","Lean Repo","pfr","pfr","","torsion_PFR","","","If G is a finite abelian group where every element added to itself m times gives zero, and A is a non-empty subset of G such that the sumset A+A is not much larger than A (bounded by a factor K), then A can be covered by fewer than m times K raised to the power 256*m^3 + 1 translates of some subgroup H of G, where H has size at most the size of A."
"1","0.9478896856307983","i2f","True","8b3d769b-4a18-4561-b25c-900ecd883a11","informal","proposition","Lean Community","Toric varieties","YaelDillies/toric","https://YaelDillies.github.io/toric/blueprint.pdf","","4.1.5","AlgebraicGeometry.Scheme.asOver.instIsCommMonObj, AlgebraicGeometry.Scheme.asOver.instCommGrpObj","If A is a cocommutative bialgebra over a ring R, then the spectrum of A forms a commutative monoid scheme.","85041845-43c7-4616-b144-b6a8c04a9509","formal","instance","Lean Repo","toric","toric","","AlgebraicGeometry.Scheme.asOver.instIsCommMonObj","","","If A is a commutative bialgebra over a commutative ring R and the coalgebra structure on A is cocommutative, then the spectrum of A as a scheme over the spectrum of R forms a commutative monoid object in the category of schemes over Spec(R)."
"1","0.9476680755615234","i2f","True","4b80bac3-0a6a-4dc1-97a7-b175269a09d8","informal","theorem","Lean Community","The Polynomial Freiman-Ruzsa Conjecture","teorth/pfr","https://teorth.github.io/pfr/blueprint.pdf","","13.41","better_PFR_conjecture","If a non-empty finite set A in the vector space F_2^n has a small sumset, meaning the size of A+A is at most K times the size of A, then A can be covered by at most 2K^9 copies of a subgroup H, where H has size at most the size of A.","330432e0-a881-4578-ab9f-303d1599874a","formal","theorem","Lean Repo","pfr","pfr","","better_PFR_conjecture","","","If a non-empty finite set A in a vector space over the field with two elements has a small sumset (the set of all pairwise sums of elements in A is at most K times larger than A), then A can be covered by at most 2K^9 translates of some subgroup H whose size is no larger than that of A."
"1","0.9460983276367188","i2f","True","7bf4b7b2-87e2-4846-b7aa-0527da897cc0","informal","proposition","Lean Community","Toric varieties","YaelDillies/toric","https://YaelDillies.github.io/toric/blueprint.pdf","","4.1.8","essImage_algSpec","The image of the spectrum functor from R-algebras to schemes over Spec R consists exactly of those schemes that are affine over Spec R.","25d31124-c8cf-43da-b473-8bf8dbfd27d8","formal","theorem","Lean Repo","toric","toric","","essImage_algSpec","","","The functor that sends R-algebras to their spectra gives exactly those schemes over Spec R which are affine; a scheme over Spec R is in the essential image of this functor if and only if it is affine."
"1","0.944861888885498","i2f","True","0acc4901-9789-4f94-8f48-267a53c7f521","informal","lemma","Lean Community","The Polynomial Freiman-Ruzsa Conjecture","teorth/pfr","https://teorth.github.io/pfr/blueprint.pdf","","12.9","ent_of_sum_le_ent_of_sum","The entropy of the sum of independent random variables Y_j is at most the entropy of the sum of independent random variables X_i plus the sum over j of the difference between the entropy of (Y_j minus X_f(j)) and the entropy of X_f(j).","3db7d0b9-e918-45d9-ae8b-d1d422e4e661","formal","theorem","Lean Repo","pfr","pfr","","ent_of_sum_le_ent_of_sum","","","If you have two sets of independent random variables X_i and Y_j, and each Y_j is paired with some X_f(j), then the entropy of the sum of the Y_j's is at most the entropy of the sum of the X_i's plus the sum of the entropies of the differences (Y_j - X_f(j)) minus the entropies of the corresponding X_f(j)."
"1","0.9444166421890259","i2f","False","700995f9-71c4-4aac-9519-ec05ffbc355c","informal","corollary","Lean Community","The Polynomial Freiman-Ruzsa Conjecture","teorth/pfr","https://teorth.github.io/pfr/blueprint.pdf","","2.21","ProbabilityTheory.entropy_triple_add_entropy_le","The sum of the joint entropy of three variables X, Y, Z and the entropy of Z alone is less than or equal to the sum of the joint entropies of X and Z, and Y and Z. This inequality reflects a property of entropy related to how information shared among variables is bounded. It shows that combining X and Y with Z does not add more uncertainty than co…","e6b9bc6e-8469-4d4c-a42b-7a85a0eb2f8c","formal","theorem","Lean Repo","pfr","pfr","","ProbabilityTheory.Kernel.entropy_triple_add_entropy_le","","","For three random variables X, Y, and Z, the sum of the joint entropy of X, Y, Z and the entropy of Z is less than or equal to the sum of the joint entropies of X, Z and Y, Z. This expresses the submodularity property of entropy, where adding a common variable (Z) reduces the marginal gain in information."
"1","0.9439663887023926","i2f","True","dd1233a3-15aa-4e32-a7ea-bf64de0c199d","informal","theorem","Lean Community","Sphere Packing in Dimension 8","thefundamentaltheor3m/Sphere-Packing-Lean","https://thefundamentaltheor3m.github.io/Sphere-Packing-Lean/blueprint.pdf","","1.14","periodic_constant_eq_constant","For every dimension d, the highest possible density of sphere packings that repeat periodically in d-dimensional space is the same as the highest possible density of all sphere packings in that space, whether periodic or not.","88e4f18b-40cd-4552-a2dd-bb369290459a","formal","theorem","Lean Repo","sphere-packing-math-inc","sphere-packing-math-inc","","periodic_constant_eq_constant","","","In any positive dimension d, the highest possible density of a periodic arrangement of non-overlapping spheres is the same as the highest density achievable by any arrangement, periodic or not. This means restricting to periodic patterns does not reduce the maximum packing density. The result equates two ways of measuring optimal sphere packing de…"
"1","0.9425278306007385","i2f","True","1c8ac708-bf73-4fda-aec0-5aa48a6f2a31","informal","lemma","Lean Community","Carleson operators on doubling metric measure spaces","fpvandoorn/carleson","https://florisvandoorn.com/carleson/blueprint.pdf","","11.1.9","lower_secant_bound'","If x is a real number between -2 pi + eta and 2 pi - eta, with absolute value at least eta and eta positive, then the distance between 1 and the complex number e to the i x is at least 2 over pi times eta.","23f7d6c6-6e56-4988-ba8b-07e72e8f5402","formal","theorem","Lean Repo","carleson","carleson","","lower_secant_bound'","","","For real numbers x and eta where eta is between 0 and pi, and the absolute value of x is at least eta and at most 2*pi - eta, the distance between 1 and the complex number exp(i*x) on the unit circle is at least (2/pi)*eta."
"1","0.9422764778137207","i2f","True","111c5144-bb97-4d68-b593-72c50cf4d61a","informal","lemma","Lean Community","Carleson operators on doubling metric measure spaces","fpvandoorn/carleson","https://florisvandoorn.com/carleson/blueprint.pdf","","11.3.4","integrable_bump_convolution","If g is a bounded measurable periodic function bounded by a specific kernel k_r and f is another bounded measurable periodic function, then the L2 norm of their convolution h over one period is at most 17 times the L2 norm of f over the interval from -pi to pi.","6c3cbe1d-68fa-4911-a5b5-f4746cf9aa43","formal","theorem","Lean Repo","carleson","carleson","","integrable_bump_convolution","","","If f and g are bounded, periodic functions on the real line, and g is dominated by a nice kernel function scaled by r between 0 and pi, then the L2 norm of their convolution over one period is at most 17 times the L2 norm of f over the same interval."
