"min_sim","sim_f2i","sim_i2f","is_blueprint_gold","informal_sid","informal_paper_title","informal_paper_external_id","informal_ref","informal_lean_annotation","informal_slogan","formal_sid","formal_decl_name","formal_module","formal_paper_title","formal_paper_external_id","formal_slogan"
"0.89815753698349","0.8981575741453803","0.89815753698349","False","0c352df7-2b04-458d-ad9f-0d55256674da","Brownian motion project","RemyDegenne/brownian-motion","2.1.45","MeasureTheory.IsPredictable","A process is predictable with respect to a filtration if it can be determined just before each time point based on the information available up to that time, meaning it is measurable with respect to the predictable sigma-algebra formed from the filtration.","d336acaf-ec8a-46a8-8326-70657816c5f7","ProbabilityTheory.SimpleProcess.isPredictable","BrownianMotion.StochasticIntegral.SimpleProcess","brownian-motion","brownian-motion","Every simple process in a filtered probability space is predictable, meaning its value at any time can be determined from information available just before that time, using the structure of the filtration and the measurable nature of the process."
"0.8926006428991806","0.8926006428991806","0.8926011919975281","False","e3d48deb-e32b-4ff2-ad59-6a79fa318c3e","Brownian motion project","RemyDegenne/brownian-motion","2.1.52","MeasureTheory.Martingale.uniformIntegrable_stoppedValue_of_countable_range","If a martingale is stopped at a sequence of stopping times that are all bounded by some fixed time and each stopping time takes values in a countable set, then the resulting stopped values form a uniformly integrable family.","0902bb49-e86d-4eef-bc21-7896b67d3c04","MeasureTheory.Martingale.uniformIntegrable_stoppedValue","BrownianMotion.StochasticIntegral.UniformIntegrable","brownian-motion","brownian-motion","If a stochastic process is a martingale and you stop it at a sequence of stopping times that are all bounded by some fixed time, then the resulting sequence of stopped values is uniformly integrable with respect to the given finite measure."
"0.8894448069886125","0.8894448069886125","0.8894450664520264","False","f43545cd-e25e-46ee-a9cb-bfc228176c9c","Brownian motion project","RemyDegenne/brownian-motion","1.5.51","ProbabilityTheory.lintegral_sup_rpow_edist_le_card_mul_rpow","For a stochastic process satisfying the Kolmogorov continuity condition with exponents p and q and constant M, the expected value of the supremum of the p-th power of distances between process values at pairs of points in a finite set C is bounded above by the size of C times M times epsilon raised to the power q, where epsilon is an upper bound o…","f4558e48-60e6-48c1-8e00-04eabbffda05","ProbabilityTheory.lintegral_sup_rpow_edist_le_card_mul_rpow_of_dist_le","BrownianMotion.Continuity.IsKolmogorovProcess","brownian-motion","brownian-motion","For a stochastic process that satisfies a Kolmogorov continuity condition, the expected value of the supremum of distances between process values raised to a power p is bounded by a constant multiple of the size of the index set, a scaling factor involving n, and parameters controlling the distance and measure."
"0.8890727145211079","0.8890727145211079","0.889072835445404","False","ab5fb57b-3d32-4c79-af0d-d5be83466c3d","Brownian motion project","RemyDegenne/brownian-motion","1.5.60","ProbabilityTheory.lintegral_sup_rpow_edist_le_of_minimal_cover","Let X be a stochastic process satisfying a Kolmogorov condition with exponents p and q and constant M, on a parameter space T with bounded internal covering number given by constants c1 and d. Let C_k be a minimal epsilon_k-cover of T. Then the expected value of the supremum of the p-th power of distances between process values at points in C_k an…","74ec8dfe-1dc2-4399-b2ed-2bbf83c22460","ProbabilityTheory.lintegral_sup_rpow_edist_cover_of_dist_le","BrownianMotion.Continuity.IsKolmogorovProcess","brownian-motion","brownian-motion","For a stochastic process satisfying a Kolmogorov-type condition, the expected value of the supremum of the p-th power of the distance between process values is bounded above by a constant multiple of the covering number of the index set, raised to a power involving q and multiplied by logarithmic factors. The bound depends on the parameters of the…"
"0.885522549945034","0.885522549945034","0.8855226635932922","False","7ea4571e-a71d-4613-99be-aba4546dfe8f","Brownian motion project","RemyDegenne/brownian-motion","1.5.12","volume_le_of_isCover","The volume of a set A is at most the number of balls in a finite cover of A times the volume of a single closed ball of radius epsilon.","6b0db362-d9cb-423c-86ef-4fc9fca0ce39","volume_le_externalCoveringNumber_mul","BrownianMotion.Continuity.CoveringNumber","brownian-motion","brownian-motion","The volume of a set A in a finite-dimensional real inner product space is at most the number of balls of radius ε needed to cover it, multiplied by the volume of one such ball. This holds for any positive radius ε and relates the geometric size of the set to how many small balls are required to cover it. The covering number counts the minimum numb…"
"0.8823167220115916","0.8823167220115916","0.882317066192627","False","4da71ae2-ecc6-48fe-a63e-a8d21f8cdcb7","Fermat's Last Theorem","ImperialCollegeLondon/FLT","9.15","IsDedekindDomain.FiniteAdeleRing.baseChangeAlgEquiv","The natural map from L tensor product with A over K to the ring of finite adeles of B over L is an isomorphism. This means the two algebraic structures are equivalent in a canonical way.","28128b7b-0f62-4926-bc96-41300c78a96a","IsDedekindDomain.FiniteAdeleRing.baseChangeContinuousAlgEquiv","FLT.DedekindDomain.FiniteAdeleRing.BaseChange","FLT","FLT","There is a natural continuous isomorphism of L-algebras between the tensor product of the finite adele ring of K with L over K, and the finite adele ring of L, when L is a finite extension of the fraction field of a Dedekind domain."
"0.8775788362703093","0.8775788362703093","0.8775789737701416","False","76ef37e1-b4c6-40b2-a51c-bb322ab2b532","Fermat's Last Theorem","ImperialCollegeLondon/FLT","9.41","NumberField.InfinitePlace.Completion.baseChangeEquiv","There is a natural isomorphism of L-algebras between the tensor product of L with the completion of K at an infinite place v and the product of the completions of L at all places lying above v, and this isomorphism respects a certain embedding of the completion of K.","352011c6-d71c-4ef3-8139-777bc541fbe4","IsDedekindDomain.HeightOneSpectrum.adicCompletion.baseChangeContinuousAlgEquiv","FLT.DedekindDomain.Completion.BaseChange","FLT","FLT","There is a natural continuous isomorphism of L-algebras between the tensor product of L with the v-adic completion of K and the product of the completions of L at all primes w lying above v. This isomorphism respects the algebra structure and topology induced by the valuations. It arises when extending scalars from a Dedekind domain A with fractio…"
"0.8742702376295484","0.8742702376295484","0.8742704391479492","False","e9499d03-1491-497c-8ea4-46aad57fe422","Brownian motion project","RemyDegenne/brownian-motion","2.3.53","ProbabilityTheory.locally_classD_of_locally_classDL","If a filtration is right-continuous and a stochastic process X is locally of class DL, then X is also locally of class D.","08fe14bb-87f6-445b-80a9-3078179440b7","ProbabilityTheory.locally_classD_iff_locally_classDL","BrownianMotion.StochasticIntegral.ClassD","brownian-motion","brownian-motion","A stochastic process is locally of class D with respect to a right-continuous filtration if and only if it is locally of class DL, meaning the two local properties are equivalent under these conditions. Class D requires uniform integrability over all finite stopping times, while class DL requires it only up to fixed times, and the equivalence hold…"
"0.8731034073360997","0.8731034073360997","0.8731034994125366","False","ca35acb3-14b7-4b1b-8b9e-8c27c0bca01e","Sphere Packing in Dimension 8","thefundamentaltheor3m/Sphere-Packing-Lean","6.46","serre_D_slash_equivariant","The Serre derivative of a function transformed under the slash action of a matrix in SL2(Z) equals the transformation of the Serre derivative of the function, with the weight increased by 2. This holds for all matrices in SL2(Z). The operation is consistent with the group action on modular forms.","3591fac8-d8d2-41f5-a168-f0bce10df2d4","serre_D_slash_invariant","SpherePacking.ModularForms.Derivative","sphere-packing-math-inc","sphere-packing-math-inc","If a complex-valued function F on the upper half-plane is invariant under the weight k slash action of a 2x2 integer matrix gamma with determinant 1, then the Serre derivative of F is invariant under the same matrix's slash action but with weight k+2. This means the Serre derivative preserves modular invariance while increasing the weight by 2."
"0.8728461449121468","0.8728461449121468","0.872846245765686","False","e16d2aad-6409-4fae-b23a-8eb7262a08ab","The Polynomial Freiman-Ruzsa Conjecture","teorth/pfr","13.35","condRho_sum_le","For four independent random variables on a group, the sum of the conditional dependencies of two pairwise sums given each other and their total sum, minus half the sum of the individual dependencies, is at most half the sum of the pairwise dependencies between specific pairs of the original variables.","8f0a9010-efd6-4f29-89fd-ee870e17e1f7","condRho_sum_le'","PFR.RhoFunctional","pfr","pfr","For four independent random variables Y1, Y2, Y3, Y4 taking values in a finite abelian group G, the sum of certain conditional rho values between pairwise sums T1, T2, T3 (like Y1+Y2) given both another pairwise sum and the total sum S = Y1+Y2+Y3+Y4, minus a term involving the individual rho values of the Yi, is bounded above by the sum of the pai…"
"0.8715742541757628","0.8715742541757628","0.8715745806694031","False","4eed8e77-a6a5-4bd0-ad11-ea5216d753dc","Arithmetic Progressions - Almost Periodicity","YaelDillies/apap","2.8","spec_hoelder","For a function f from a finite abelian group G to the complex numbers, and a subset Delta of the large spectrum of f, the 2m-th energy of Delta is at least a constant multiple of the size of Delta raised to the 2m power, scaled by the ratio of the square of the L1 norm to the L2 norm squared of f, and normalized by the group size and a parameter e…","c201fe25-9778-486f-919c-d8f431a02344","general_hoelder","APAP.Prereqs.Chang","apap","apap","For a finite abelian group G, if f is a nonzero complex-valued function on G, ν is a non-negative real-valued function bounded below by 1 where f is nonzero, and Δ is a set of additive characters where the Fourier transform of f is large (at least η > 0), then the size of Δ raised to the power 2m times a term involving η and the ratio of the L1 an…"
"0.8715518505342937","0.8715518505342937","0.8715526461601257","False","0f5263bf-8a7f-49aa-b133-1ed9894bff57","Fermat's Last Theorem","ImperialCollegeLondon/FLT","2.4","FreyPackage","A Frey package consists of three nonzero integers a, b, and c that are pairwise coprime, with a congruent to 3 mod 4, b even, and a prime p at least 5, such that a to the power p plus b to the power p equals c to the power p.","10fa244f-8050-435b-90ed-f2b1563fefd3","FreyPackage.of_not_FermatLastTheorem_p_ge_5","FLT.Basic.FreyPackage","FLT","FLT","If there are nonzero integers a, b, c and a prime number p greater than or equal to 5 such that a^p + b^p = c^p, then there exists a Frey package associated with this solution."
"0.8691518902778625","0.8691519312908226","0.8691518902778625","False","beff80a3-96aa-41ed-b524-ddc4ee27ebe4","Brownian motion project","RemyDegenne/brownian-motion","2.1.44","MeasureTheory.Filtration.predictable","The predictable sigma-algebra on the product space of time and outcomes is formed by all sets of the form (t, infinity] times an event known at time t, along with initial information at the start time if it exists. It captures all events that can be predicted just before they happen based on the information available up to that time. This construc…","37628d49-7a43-4e22-a3d2-e0e48a630511","MeasureTheory.Filtration.predictable_le_prod","BrownianMotion.StochasticIntegral.L2M","brownian-motion","brownian-motion","The predictable sigma-algebra of a filtration is contained within the product sigma-algebra on the time-space domain. This means that any predictable set is measurable with respect to the product of the time and sample space sigma-algebras. The result holds for filtrations indexed by a linearly ordered topological space with a least element."
"0.8545431749294531","0.8545431749294531","0.8545433282852173","False","7cac5d5c-7734-41e8-84fc-48512722bbfc","Gibbs Measures","YaelDillies/gibbs-measure","1.29","Specification.isModifier_iff_ae_eq","A family of measurable densities rho is a modifier of a proper specification gamma if and only if, for any two nested index sets Lambda1 and Lambda2 and any configuration eta, the density rho on Lambda2 equals the product of rho on Lambda1 and the result of applying gamma on Lambda1 to rho on Lambda2, almost everywhere with respect to the measure …","a0e03136-c382-4b5b-a202-a62a9c69ab19","Specification.isModifier_iff_ae_comm","GibbsMeasure.Specification","gibbs-measure","gibbs-measure","A specification γ has a modifier ρ if and only if every function ρ Λ is measurable and for any two nested finite sets Λ₁ ⊆ Λ₂, the densities ρ Λ₁ and ρ Λ₂ commute almost everywhere under the measures induced by γ on product spaces formed by boundary conditions."
"0.8524760867698052","0.8524760867698052","0.8524763584136963","False","23b0874b-83fa-4531-8bbe-1b6c9d63d7d0","The Polynomial Freiman-Ruzsa Conjecture","teorth/pfr","13.33","dist_le_of_sum_zero","If three G-valued random variables T1, T2, and T3 add up to zero, then the dependence measure d[X1;X2] is bounded above by a combination of the mutual information between T1 and T2, the entropies of T1, T2, and T3, and a term involving conditional correlations and a function rho, scaled by a constant eta.","a4ae5c86-16dc-4fcf-a2ec-32d780d4b449","dist_le_of_sum_zero'","PFR.RhoFunctional","pfr","pfr","If three G-valued random variables T1, T2, T3 add up to zero, then the distance between two other random variables X1 and X2 is bounded above by the sum of the mutual informations between each pair of the T variables plus a term involving eta and the differences in their conditional rho values compared to rho values of X1 and X2. The bound combine…"
"0.8515379602688699","0.8515379602688699","0.8515381217002869","False","6e25ad0e-f5e2-4a51-95e8-196d87fce1a2","The Polynomial Freiman-Ruzsa Conjecture","teorth/pfr","13.34","dist_le_of_sum_zero'","If three G-valued random variables sum to zero, then the dependence between the first two is bounded by a sum involving their pairwise mutual informations and a weighted combination of conditional entropies, adjusted by a small constant eta. The bound is derived by averaging over all permutations and applying known inequalities.","32e4567c-ddd7-48ec-b0ff-1d65d79a2e34","construct_good_prelim","PFR.Endgame","pfr","pfr","If three G-valued random variables T1, T2, T3 sum to zero, then there exist new random variables T1' and T2' such that a certain expression involving their distances and mutual information with respect to reference variables is bounded by a combination of the mutual information between the original variables and adjusted distance terms, scaled by …"
"0.8463869094848633","0.8463869195264566","0.8463869094848633","False","49488d02-62b7-4eba-85f7-ca7b01b16f2b","Brownian motion project","RemyDegenne/brownian-motion","1.1.10","ProbabilityTheory.covarianceBilin_map","The covariance bilinear form of the pushforward measure L applied to mu is equal to the original covariance bilinear form evaluated on the adjoint of L applied to the vectors u and v. This holds when E and F are Hilbert spaces, F is finite dimensional, mu is a finite measure with finite second moment, and L is a continuous linear map. The adjoint …","b758a0a7-0567-413f-a1a4-a7a421e9c4fa","ProbabilityTheory.covMatrix_map","BrownianMotion.Gaussian.CovMatrix","brownian-motion","brownian-motion","The covariance matrix of a pushforward measure, obtained by applying a continuous linear map L between finite-dimensional real inner product spaces, can be computed using the adjoint of L and the original covariance matrix; specifically, each entry of the new covariance matrix is given by a bilinear expression involving the adjoint of L applied to…"
"0.8285438418388367","0.8285438709894566","0.8285438418388367","False","cd29da73-0d65-437e-ac2f-8ad9d080eea8","Arithmetic Progressions - Almost Periodicity","YaelDillies/apap","1.1","Real.marcinkiewicz_zygmund', Real.marcinkiewicz_zygmund","For a function f with average value zero and absolute value at most 2, the expected value of the 2m-th power of the sum of n independent copies of f is at most (4mn) raised to the power m.","524a7023-01cf-4800-a569-b4523d718c78","RCLike.marcinkiewicz_zygmund","APAP.Prereqs.MarcinkiewiczZygmund","apap","apap","For a finite collection of functions taking values in a real-like space, the average of the 2m-th power of the norm of their sum is bounded by a constant multiple of the sum of the 2m-th powers of the norms of the individual function values, provided the functions satisfy a zero-mean condition over a finite domain. The constant depends only on the…"
"0.8284062563685299","0.8284062563685299","0.8284069299697876","False","4021479c-031d-41bc-896e-5a6c06fac641","Carleson operators on doubling metric measure spaces","fpvandoorn/carleson","10.0.3","czOperator_weak_1_1","If a function f is bounded and supported on a finite measure set, and an operator T_r satisfies a certain L2 bound for all similar functions, then the measure of the set where |T_r f| exceeds a value alpha is controlled by a constant multiple of the L1 norm of f divided by alpha. This gives a weak-type (1,1) estimate for the operator T_r. The cons…","84842885-c881-4ef9-92bb-bf9e1d323e2d","distribution_czOperatorBound","Carleson.TwoSidedCarleson.WeakCalderonZygmund","carleson","carleson","If a bounded, compactly supported function f on a doubling metric measure space has average norm less than a threshold alpha, then the measure of the set where a certain operator applied to f exceeds alpha/8 is controlled by a constant multiple of the L1 norm of f divided by alpha. The constant depends only on the doubling parameter a, which is at…"
"0.8276928085397512","0.8276928085397512","0.8276935815811157","False","018842dc-5937-47c5-b20e-5e32be19e4c7","Class Field Theory","kbuzzard/ClassFieldTheory","71","Rep.split.reciprocityIso","For every integer n, there is an isomorphism between the Tate cohomology groups of G with coefficients in aug(R,G) and the Tate cohomology groups of G with coefficients in M, shifted by one degree. In degree -1, this gives a specific isomorphism identifying the abelianization of G tensored with R to the 0th Tate cohomology group of M, using a conn…","0f8c05d3-c66a-45cf-9f49-6296aff28a43","groupCohomology.instIsIso_shortExact_downSES","ClassFieldTheory.Cohomology.Functors.UpDown","ClassFieldTheory","ClassFieldTheory","For a finite group G and a representation M of G over a commutative ring R, the connecting homomorphism in Tate cohomology associated with a certain short exact sequence involving M is an isomorphism. This holds for all integer degrees n. The result follows from applying cohomological machinery to a specific short exact sequence of representations."
"0.8241945361145703","0.8241945361145703","0.8241950869560242","False","cd1623c9-09d5-4bbf-a65b-54f4193e9652","The Polynomial Freiman-Ruzsa Conjecture","teorth/pfr","13.28","phiMinimizes","The function phi[X;Y] combines a distance measure d[X;Y] with a penalty term involving the sum of rho(X) and rho(Y), scaled by a small constant eta; a phi-minimizer is any pair of F_2^n-valued random variables X and Y that achieves the smallest possible value of phi[X;Y].","5e870007-f0db-4928-ad4e-03b57be9819c","phi_min_exists","PFR.RhoFunctional","pfr","pfr","There exists a probability measure that minimizes the function phi, which combines the distance between two random variables and a penalty term involving their rho values, for nonempty finite subsets of a discrete measurable abelian group."
"0.8241497184240861","0.8241497184240861","0.8241503238677979","False","9895defe-2ca2-455e-846c-8f8bb900fae6","Carleson operators on doubling metric measure spaces","fpvandoorn/carleson","3.0.4","linearized_truncation","The integral of the absolute value of a certain operator T applied to a function f over a set G is bounded by a constant multiple of the product of the measures of G and F raised to certain powers, where the constant depends on parameters a and q. The operator T involves a sum over integers between two measurable functions σ1 and σ2, and each term…","edd40db6-ffa0-4ad0-9163-2cbfb3fe704a","rcarleson","Carleson.Classical.CarlesonOnTheRealLine","carleson","carleson","The theorem states that for any two measurable sets F and G of real numbers, and a measurable complex-valued function f bounded by the indicator function of F, the integral of the Carleson operator applied to f over G is at most a constant multiple of the square root of the measure of G times the square root of the measure of F. The constant depen…"
"0.8236074280259207","0.8236074280259207","0.8236076831817627","False","e505d3a3-1fde-4732-a187-67e340b7e9bf","Gibbs Measures","YaelDillies/gibbs-measure","1.6","ProbabilityTheory.Kernel.IsProper.lintegral_mul","If pi is a proper kernel, then the integral of f times g with respect to pi given x0 equals g at x0 times the integral of f with respect to pi given x0, for all x0 and suitable nonnegative measurable functions f and g.","b978afc6-ae02-4675-8fd1-4e86477bb1e9","ProbabilityTheory.Kernel.IsProper.integral_bdd_mul","GibbsMeasure.Mathlib.Probability.Kernel.Proper","gibbs-measure","gibbs-measure","If a kernel is proper and finite, and f is integrable with respect to the kernel at a point x0, then for any bounded and strongly measurable function g, the integral of g(x) * f(x) with respect to the kernel at x0 equals g(x0) times the integral of f with respect to the same kernel at x0."
"0.8142420053482056","0.8142420088263241","0.8142420053482056","False","62f407b5-dc15-4637-ac88-1d9bdfef2f99","The Polynomial Freiman-Ruzsa Conjecture","teorth/pfr","6.10","condRuzsaDist_of_sums_ge","The conditional distance between two random variables, given their sums with perturbed versions of each other, is bounded below by a constant minus error terms involving how much the conditioning changes their mutual information with initial reference variables. The bound depends on a parameter k and a scaling factor eta, which weights the impact …","76614a40-1d55-48dc-a51f-53ab39e7e413","sum_dist_diff_le","PFR.Endgame","pfr","pfr","The sum of differences between certain conditional and marginal distances involving random variables X1, X2, X1', X2' and reference points U, V, W is bounded above by an expression involving k (which represents the mutual information d[X1 # X2]) and a parameter eta, along with a term based on the conditional mutual information between sums of thes…"
"0.8018330233960389","0.8018330233960389","0.8018333911895752","False","e1a2adc3-71e7-4f7e-841b-76bdec441df9","Fermat's Last Theorem","ImperialCollegeLondon/FLT","11.9","NumberField.AdeleRing.DivisionAlgebra.Aux.X_meets_kernel'","If beta is in D_A^(1), then the set X times beta inverse has a non-empty intersection with the multiplicative group of D. This means there is some non-zero element of D that can be written as an element of X multiplied by beta inverse. The result follows from properties of Haar measure and the structure of the adele ring of a division algebra.","f1b2a917-9db9-46be-b455-77600fb56049","NumberField.AdeleRing.DivisionAlgebra.Aux.X_meets_kernel","FLT.DivisionAlgebra.Finiteness","FLT","FLT","For a number field K and a finite-dimensional division algebra D over K, if β is a unit in the tensor product of D with the adele ring of K's integers and lies in the kernel of a certain Haar measure character, then there exists an element x in a specific compact set X and an element d in the image of D's units in the adele tensor product such tha…"
"0.7998905870347931","0.7998905870347931","0.7998909950256348","False","e1217a0a-9c22-44bf-9e7f-f3a11c2f6382","Brownian motion project","RemyDegenne/brownian-motion","2.1.80","MeasureTheory.Filtration.limitProcess","If a stochastic process X indexed by time T converges almost surely to a function Y as time goes to infinity, and Y is measurable with respect to the limiting sigma-algebra of a given filtration, then Y is called the limit of X and is written X_infinity.","105b68a4-9ff6-4e5d-9afb-5b07eee9ff32","ProbabilityTheory.IsSquareIntegrable.ae_tendsto_limitProcess","BrownianMotion.StochasticIntegral.SquareIntegrable","brownian-motion","brownian-motion","For a square integrable process adapted to a filtration, the process values converge almost surely to a limit that is measurable with respect to the limiting sigma-algebra of the filtration. This limit is given by the function `limitProcess`. The convergence happens as the index tends to infinity along the directed set."
