"sweep","statement_id","category","has_any_slogan","has_qwen_slogan","has_good_slogan","has_insufficient","has_target_embedding","has_any_embedding"
"f2i_nongold","e8284244-f8dd-4dbe-a551-32ed692692e3","had_results","True","True","True","False","True","True"
"f2i_nongold","e96cabf5-48e5-4270-b718-6e25df113c92","had_results","True","True","True","False","True","True"
"f2i_nongold","ed6e373e-689b-4779-bd67-8401482dca0d","had_results","True","True","True","False","True","True"
"f2i_nongold","ef2f9b02-890c-407b-8205-09437df6e9eb","had_results","True","True","True","False","True","True"
"f2i_nongold","f0ba2a79-57df-489b-b948-56eb993d0568","had_results","True","True","True","False","True","True"
"f2i_nongold","f1c6d2fa-7bae-40d0-bd92-df5d3f3f2b8b","had_results","True","True","True","False","True","True"
"f2i_nongold","f3d8dc92-179b-4428-874b-c2b422d0ba59","had_results","True","True","True","False","True","True"
"f2i_nongold","f4dacf59-1e82-40aa-adf3-9ddea486ea6b","had_results","True","True","True","False","True","True"
"f2i_nongold","fa0412af-1982-4f30-8d18-0800e71b99a3","had_results","True","True","True","False","True","True"
"f2i_nongold","fa1ee062-f392-4994-b4ce-bd13fb76b1ee","had_results","True","True","True","False","True","True"
